sport,player_key,player,canonical_market,event_id,event_time,team,opponent,market_median,market_low,market_high,book_count,book_agreement_pct,line_dispersion,over_price_median,under_price_median,pp_line,pp_gap,l3,l5,l10,l20,season,streak,recent_avg,season_avg,h2h,hulk_prop_score,market_direction,price_pressure_score,coverage_grade,signal
MLB,michael busch,Michael Busch,walks,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,184.5,-255.0,,,,,,,,,,,,42.9,UNDER,34.3,LOW,PASS
MLB,michael conforto,Michael Conforto,doubles,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,550.0,-900.0,,,,,,,,,,,,49.8,UNDER,70.8,LOW,PASS
MLB,michael conforto,Michael Conforto,hits,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,-103.0,-120.0,0.5,0.0,,,,,,,,,,37.3,UNDER,3.6,USABLE,WATCH
MLB,michael conforto,Michael Conforto,hits_runs_rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,-133.0,112.0,,,,,,,,,,,,38.8,OVER,9.5,USABLE,WATCH
MLB,michael conforto,Michael Conforto,home_runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,475.0,-750.0,,,,,,,,,,,,53.2,UNDER,67.1,USABLE,WATCH
MLB,michael conforto,Michael Conforto,pitcher_strikeouts,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-250.0,185.0,,,,,,,,,,,,40.7,OVER,34.1,LOW,PASS
MLB,michael conforto,Michael Conforto,rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,4,100.0,0.0,237.5,-347.5,,,,,,,,,,,,49.8,UNDER,44.8,USABLE,WATCH
MLB,michael conforto,Michael Conforto,runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,169.5,-242.5,,,,,,,,,,,,42.1,UNDER,31.2,LOW,PASS
MLB,michael conforto,Michael Conforto,singles,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,195.0,-300.0,,,,,,,,,,,,45.9,UNDER,37.7,USABLE,WATCH
MLB,michael conforto,Michael Conforto,stolen_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,809.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,michael conforto,Michael Conforto,total_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,1.5,5,60.0,0.49,-104.0,-134.0,0.5,0.0,,,,,,,,,,34.2,UNDER,5.8,GOOD,WATCH
MLB,michael conforto,Michael Conforto,walks,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,250.0,-350.0,,,,,,,,,,,,43.7,UNDER,46.3,LOW,PASS
MLB,michael massey,Michael Massey,hits,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,2,100.0,0.0,-181.0,155.0,,,,,,,,,,,,40.4,OVER,24.3,LOW,PASS
MLB,michael massey,Michael Massey,home_runs,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,700.0,-770.0,,,,,,,,,,,,51.0,UNDER,75.2,LOW,PASS
MLB,michael massey,Michael Massey,rbis,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,200.0,-278.0,,,,,,,,,,,,41.5,UNDER,37.6,LOW,PASS
MLB,michael massey,Michael Massey,runs,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,160.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,michael massey,Michael Massey,total_bases,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,1.5,1.5,1.5,1,100.0,0.0,188.0,-278.0,,,,,,,,,,,,41.1,UNDER,35.9,LOW,PASS
MLB,michael wacha,Michael Wacha,earned_runs,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,2.5,2.5,2.5,2,100.0,0.0,-138.0,113.5,,,,,,,,,,,,36.9,OVER,10.6,LOW,PASS
MLB,michael wacha,Michael Wacha,hits_allowed,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,5.5,5.5,5.5,2,100.0,0.0,-132.0,108.5,5.5,0.0,,,,,,,,,,36.4,OVER,8.5,LOW,PASS
MLB,michael wacha,Michael Wacha,pitcher_strikeouts,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,4.5,3.5,5.5,4,50.0,0.707,-152.0,107.0,5.0,0.5,,,,,,,,,,48.0,OVER,11.1,USABLE,WATCH
MLB,michael wacha,Michael Wacha,walks,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,1.5,1.5,1.5,1,100.0,0.0,-100.0,-147.0,,,,,,,,,,,,34.3,UNDER,8.7,LOW,PASS
MLB,michael wacha kc,Michael Wacha (KC),earned_runs,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,2.5,2.5,2.5,1,100.0,0.0,-140.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,michael wacha kc,Michael Wacha (KC),pitcher_outs,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,17.5,17.5,17.5,1,100.0,0.0,-165.0,125.0,,,,,,,,,,,,36.3,OVER,16.7,LOW,PASS
MLB,michael wacha kc,Michael Wacha (KC),pitcher_strikeouts,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,4.5,4.5,4.5,1,100.0,0.0,-200.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,mickey gasper,Mickey Gasper,doubles,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,425.0,-675.0,,,,,,,,,,,,50.3,UNDER,64.1,LOW,PASS
MLB,mickey gasper,Mickey Gasper,hits,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,5,100.0,0.0,-199.0,165.0,,,,,,,,,,,,47.6,OVER,27.6,GOOD,WATCH
MLB,mickey gasper,Mickey Gasper,hits_runs_rbis,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,1.5,1.5,1.5,4,100.0,0.0,-117.5,-1.5,1.5,0.0,,,,,,,,,,62.2,OVER,94.7,USABLE,WATCH
MLB,mickey gasper,Mickey Gasper,home_runs,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,554.5,-1010.0,,,,,,,,,,,,52.1,UNDER,71.2,LOW,PASS
MLB,mickey gasper,Mickey Gasper,pitcher_strikeouts,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-130.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,mickey gasper,Mickey Gasper,rbis,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,5,100.0,0.0,175.0,-242.5,,,,,,,,,,,,48.7,UNDER,32.1,GOOD,WATCH
MLB,mickey gasper,Mickey Gasper,runs,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,115.0,-148.0,,,,,,,,,,,,39.5,UNDER,12.4,USABLE,WATCH
MLB,mickey gasper,Mickey Gasper,singles,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,-113.5,-123.5,0.5,0.0,,,,,,,,,,34.8,UNDER,1.9,LOW,PASS
MLB,mickey gasper,Mickey Gasper,total_bases,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,1.5,1.5,1.5,5,100.0,0.0,133.0,-175.0,,,,,,,,,,,,45.6,UNDER,19.4,GOOD,WATCH
MLB,mickey gasper,Mickey Gasper,triples,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,2000.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,miguel amaya,Miguel Amaya,home_runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,733.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,miguel vargas,Miguel Vargas,doubles,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,450.0,-700.0,,,,,,,,,,,,48.5,UNDER,65.6,LOW,PASS
MLB,miguel vargas,Miguel Vargas,hits,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,4,100.0,0.0,-217.5,150.0,,,,,,,,,,,,45.1,OVER,26.3,USABLE,WATCH
MLB,miguel vargas,Miguel Vargas,hits_runs_rbis,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,1.5,1.5,1.5,3,100.0,0.0,105.0,-127.0,1.5,0.0,,,,,,,,,,38.1,UNDER,6.8,USABLE,WATCH
MLB,miguel vargas,Miguel Vargas,home_runs,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,4,100.0,0.0,467.5,-819.0,,,,,,,,,,,,55.3,UNDER,67.0,USABLE,WATCH
MLB,miguel vargas,Miguel Vargas,rbis,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,155.0,-225.0,,,,,,,,,,,,43.3,UNDER,27.7,USABLE,WATCH
MLB,miguel vargas,Miguel Vargas,runs,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,115.0,-198.0,,,,,,,,,,,,40.8,UNDER,17.6,USABLE,WATCH
MLB,miguel vargas,Miguel Vargas,singles,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,-124.0,-162.0,,,,,,,,,,,,35.7,UNDER,5.5,LOW,PASS
MLB,miguel vargas,Miguel Vargas,stolen_bases,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,725.0,-1600.0,,,,,,,,,,,,53.6,UNDER,77.2,LOW,PASS
MLB,miguel vargas,Miguel Vargas,total_bases,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,1.5,0.5,1.5,3,66.7,0.471,115.0,-35.0,,,,,,,,,,,,36.9,OVER,28.4,USABLE,WATCH
MLB,miguel vargas,Miguel Vargas,triples,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,4000.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,mookie betts,Mookie Betts,home_runs,178e47f48ce23704395138f8f050b334,2026-09-04T02:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,450.0,-792.0,,,,,,,,,,,,48.6,UNDER,66.0,LOW,PASS
MLB,munetaka murakami,Munetaka Murakami,doubles,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,475.0,-800.0,,,,,,,,,,,,49.0,UNDER,67.3,LOW,PASS
MLB,munetaka murakami,Munetaka Murakami,hits,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,-132.0,-1.0,0.5,0.0,,,,,,,,,,60.6,OVER,96.6,USABLE,WATCH
MLB,munetaka murakami,Munetaka Murakami,hits_runs_rbis,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,1.5,1.5,1.5,2,100.0,0.0,125.0,-144.5,,,,,,,,,,,,37.8,UNDER,14.2,LOW,PASS
MLB,munetaka murakami,Munetaka Murakami,home_runs,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,457.5,-650.0,,,,,,,,,,,,50.7,UNDER,65.7,LOW,PASS
MLB,munetaka murakami,Munetaka Murakami,rbis,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,199.0,-295.0,,,,,,,,,,,,43.8,UNDER,38.1,LOW,PASS
MLB,munetaka murakami,Munetaka Murakami,runs,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,119.5,-195.0,,,,,,,,,,,,38.9,UNDER,18.4,LOW,PASS
MLB,munetaka murakami,Munetaka Murakami,stolen_bases,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,900.0,-2000.0,,,,,,,,,,,,52.4,UNDER,81.0,LOW,PASS
MLB,munetaka murakami,Munetaka Murakami,total_bases,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,1.0,0.5,1.5,2,100.0,0.5,34.5,-275.0,0.5,-0.5,,,,,,,,,,64.5,OVER,0.7,LOW,PASS
MLB,myles straw,Myles Straw,hits,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-145.0,110.0,,,,,,,,,,,,34.8,OVER,10.8,LOW,PASS
MLB,myles straw,Myles Straw,rbis,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,285.0,-450.0,,,,,,,,,,,,45.1,UNDER,51.8,LOW,PASS
MLB,myles straw,Myles Straw,total_bases,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-140.0,105.0,,,,,,,,,,,,34.4,OVER,8.9,LOW,PASS
MLB,nate furman,Nate Furman,doubles,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,600.0,-1000.0,,,,,,,,,,,,50.4,UNDER,72.8,LOW,PASS
MLB,nate furman,Nate Furman,hits,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-148.0,107.0,0.5,0.0,,,,,,,,,,34.8,OVER,10.5,LOW,PASS
MLB,nate furman,Nate Furman,home_runs,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,1200.0,-3000.0,,,,,,,,,,,,53.5,UNDER,85.3,LOW,PASS
MLB,nate furman,Nate Furman,rbis,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,215.0,-315.0,,,,,,,,,,,,42.4,UNDER,41.0,LOW,PASS
MLB,nate furman,Nate Furman,runs,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,195.0,-375.0,,,,,,,,,,,,42.1,UNDER,39.9,LOW,PASS
MLB,nate furman,Nate Furman,stolen_bases,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,1300.0,-5000.0,,,,,,,,,,,,53.7,UNDER,86.4,LOW,PASS
MLB,nate furman,Nate Furman,total_bases,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-148.0,105.0,0.5,0.0,,,,,,,,,,34.7,OVER,10.0,LOW,PASS
MLB,nathan lukes,Nathan Lukes,doubles,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,400.0,-600.0,,,,,,,,,,,,47.7,UNDER,62.2,LOW,PASS
MLB,nathan lukes,Nathan Lukes,hits,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,-205.0,129.0,,,,,,,,,,,,41.7,OVER,21.2,USABLE,WATCH
MLB,nathan lukes,Nathan Lukes,home_runs,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,800.0,-1300.0,,,,,,,,,,,,56.1,UNDER,78.6,USABLE,WATCH
MLB,nathan lukes,Nathan Lukes,rbis,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,220.0,-326.5,,,,,,,,,,,,46.9,UNDER,42.0,USABLE,WATCH
MLB,nathan lukes,Nathan Lukes,runs,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,242.5,-280.0,,,,,,,,,,,,45.1,UNDER,43.2,LOW,PASS
MLB,nathan lukes,Nathan Lukes,total_bases,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,1.0,0.5,1.5,2,100.0,0.5,2.5,-60.0,,,,,,,,,,,,45.4,OVER,44.5,LOW,PASS
MLB,nathaniel lowe,Nathaniel Lowe,doubles,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,450.0,-750.0,,,,,,,,,,,,48.6,UNDER,65.8,LOW,PASS
MLB,nathaniel lowe,Nathaniel Lowe,hits,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,-176.0,126.5,,,,,,,,,,,,38.8,OVER,18.2,LOW,PASS
MLB,nathaniel lowe,Nathaniel Lowe,hits_runs_rbis,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,1.5,1.5,1.5,1,100.0,0.0,-115.0,-125.0,,,,,,,,,,,,32.6,UNDER,1.9,LOW,PASS
MLB,nathaniel lowe,Nathaniel Lowe,home_runs,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,1125.0,-1800.0,,,,,,,,,,,,55.3,UNDER,84.1,LOW,PASS
MLB,nathaniel lowe,Nathaniel Lowe,rbis,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,190.0,-280.0,,,,,,,,,,,,45.5,UNDER,36.2,USABLE,WATCH
MLB,nathaniel lowe,Nathaniel Lowe,runs,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,335.0,-350.0,,,,,,,,,,,,47.9,UNDER,54.4,LOW,PASS
MLB,nathaniel lowe,Nathaniel Lowe,total_bases,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,1.5,3,66.7,0.471,-175.0,120.0,,,,,,,,,,,,33.9,OVER,16.7,USABLE,WATCH
MLB,nick gonzales,Nick Gonzales,doubles,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,350.0,-550.0,,,,,,,,,,,,46.7,UNDER,58.4,LOW,PASS
MLB,nick gonzales,Nick Gonzales,hits,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,1.5,1.5,1.5,1,100.0,0.0,170.0,-240.0,,,,,,,,,,,,39.9,UNDER,31.2,LOW,PASS
MLB,nick gonzales,Nick Gonzales,home_runs,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,1000.0,-2200.0,,,,,,,,,,,,52.8,UNDER,82.6,LOW,PASS
MLB,nick gonzales,Nick Gonzales,rbis,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,128.0,-175.0,,,,,,,,,,,,36.7,UNDER,18.4,LOW,PASS
MLB,nick gonzales,Nick Gonzales,runs,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,425.0,-850.0,,,,,,,,,,,,48.4,UNDER,64.9,LOW,PASS
MLB,nick gonzales,Nick Gonzales,stolen_bases,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,1400.0,-6000.0,,,,,,,,,,,,54.0,UNDER,87.3,LOW,PASS
MLB,nick gonzales,Nick Gonzales,total_bases,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,1.5,1.5,1.5,1,100.0,0.0,123.0,-175.0,,,,,,,,,,,,36.5,UNDER,17.3,LOW,PASS
MLB,nick loftin,Nick Loftin,hits,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,2,100.0,0.0,-207.0,155.0,,,,,,,,,,,,40.9,OVER,26.5,LOW,PASS
MLB,nick loftin,Nick Loftin,rbis,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,2,100.0,0.0,236.0,-316.0,,,,,,,,,,,,45.2,UNDER,43.7,LOW,PASS
MLB,nick loftin,Nick Loftin,runs,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,156.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,nick loftin,Nick Loftin,stolen_bases,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,809.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,nick loftin,Nick Loftin,total_bases,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,1.5,1.5,1.5,2,100.0,0.0,153.0,-235.0,,,,,,,,,,,,41.3,UNDER,27.9,LOW,PASS
MLB,nick sogard,Nick Sogard,doubles,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,425.0,-675.0,,,,,,,,,,,,50.3,UNDER,64.1,LOW,PASS
MLB,nick sogard,Nick Sogard,hits,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,4,100.0,0.0,-188.0,140.0,,,,,,,,,,,,44.1,OVER,22.1,USABLE,WATCH
MLB,nick sogard,Nick Sogard,hits_runs_rbis,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,1.5,1.5,1.5,3,100.0,0.0,110.0,-152.5,,,,,,,,,,,,39.4,UNDER,11.8,USABLE,WATCH
MLB,nick sogard,Nick Sogard,home_runs,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,901.5,-1600.0,,,,,,,,,,,,54.5,UNDER,80.8,LOW,PASS
MLB,nick sogard,Nick Sogard,pitcher_strikeouts,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-165.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,nick sogard,Nick Sogard,rbis,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,4,100.0,0.0,222.5,-325.0,,,,,,,,,,,,49.1,UNDER,42.3,USABLE,WATCH
MLB,nick sogard,Nick Sogard,runs,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,147.0,-202.5,,,,,,,,,,,,42.6,UNDER,24.6,USABLE,WATCH
MLB,nick sogard,Nick Sogard,singles,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-110.0,-120.0,0.5,0.0,,,,,,,,,,32.6,UNDER,2.0,LOW,PASS
MLB,nick sogard,Nick Sogard,stolen_bases,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,1150.0,-6000.0,,,,,,,,,,,,57.7,UNDER,85.0,USABLE,WATCH
MLB,nick sogard,Nick Sogard,total_bases,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,1.5,0.5,1.5,3,66.7,0.471,153.0,-71.5,,,,,,,,,,,,30.4,UNDER,2.7,USABLE,WATCH
MLB,nico hoerner,Nico Hoerner,doubles,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,475.0,-750.0,,,,,,,,,,,,48.9,UNDER,67.1,LOW,PASS
MLB,nico hoerner,Nico Hoerner,hits,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,-213.0,144.0,,,,,,,,,,,,42.6,OVER,24.8,USABLE,WATCH
MLB,nico hoerner,Nico Hoerner,hits_runs_rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,1.5,1.5,1.5,2,100.0,0.0,3.0,-117.5,,,,,,,,,,,,41.4,OVER,28.5,LOW,PASS
MLB,nico hoerner,Nico Hoerner,home_runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,1216.5,-2866.5,,,,,,,,,,,,55.6,UNDER,85.4,LOW,PASS
MLB,nico hoerner,Nico Hoerner,rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,200.0,-295.0,,,,,,,,,,,,41.7,UNDER,38.3,LOW,PASS
MLB,nico hoerner,Nico Hoerner,runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,169.0,-225.0,,,,,,,,,,,,41.8,UNDER,30.1,LOW,PASS
MLB,nico hoerner,Nico Hoerner,stolen_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,645.5,-1200.0,,,,,,,,,,,,52.9,UNDER,74.6,LOW,PASS
MLB,nico hoerner,Nico Hoerner,total_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-177.0,128.0,,,,,,,,,,,,36.8,OVER,18.6,LOW,PASS
