sport,player_key,player,canonical_market,event_id,event_time,team,opponent,market_median,market_low,market_high,book_count,book_agreement_pct,line_dispersion,over_price_median,under_price_median,pp_line,pp_gap,l3,l5,l10,l20,season,streak,recent_avg,season_avg,h2h,hulk_prop_score,market_direction,price_pressure_score,coverage_grade,signal
MLB,daulton varsho,Daulton Varsho,hits_runs_rbis,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,1.5,1.5,1.5,2,100.0,0.0,-112.5,-123.5,1.5,0.0,,,,,,,,,,34.8,UNDER,2.1,LOW,PASS
MLB,daulton varsho,Daulton Varsho,home_runs,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,495.0,-800.0,,,,,,,,,,,,51.3,UNDER,68.2,LOW,PASS
MLB,daulton varsho,Daulton Varsho,rbis,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,155.0,-215.0,,,,,,,,,,,,43.2,UNDER,27.0,USABLE,WATCH
MLB,daulton varsho,Daulton Varsho,runs,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,170.0,-165.0,,,,,,,,,,,,38.5,UNDER,25.4,LOW,PASS
MLB,daulton varsho,Daulton Varsho,stolen_bases,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,960.0,-2500.0,,,,,,,,,,,,54.8,UNDER,82.1,LOW,PASS
MLB,daulton varsho,Daulton Varsho,total_bases,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,1.5,1.5,1.5,3,100.0,0.0,130.0,-194.0,,,,,,,,,,,,41.6,UNDER,20.6,USABLE,WATCH
MLB,daulton varsho,Daulton Varsho,triples,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,0.5,0.5,0.5,2,100.0,0.0,2150.0,,,,,,,,,,,,,46.8,NEUTRAL,50.0,LOW,PASS
MLB,david hamilton,David Hamilton,doubles,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,500.0,-975.0,,,,,,,,,,,,53.7,UNDER,69.0,USABLE,WATCH
MLB,david hamilton,David Hamilton,hits,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,-145.5,112.0,,,,,,,,,,,,45.7,OVER,11.4,GOOD,WATCH
MLB,david hamilton,David Hamilton,hits_runs_rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,1.5,1.5,1.5,5,100.0,0.0,130.0,-189.5,,,,,,,,,,,,45.8,UNDER,20.2,GOOD,WATCH
MLB,david hamilton,David Hamilton,home_runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,4,100.0,0.0,1125.0,-2550.0,,,,,,,,,,,,59.7,UNDER,84.4,USABLE,WATCH
MLB,david hamilton,David Hamilton,pitcher_strikeouts,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-190.0,140.0,,,,,,,,,,,,37.7,OVER,22.3,LOW,PASS
MLB,david hamilton,David Hamilton,rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,5,100.0,0.0,215.0,-330.0,,,,,,,,,,,,51.1,UNDER,41.5,GOOD,WATCH
MLB,david hamilton,David Hamilton,runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,180.5,-257.0,,,,,,,,,,,,51.3,UNDER,33.8,GOOD,WATCH
MLB,david hamilton,David Hamilton,singles,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,112.0,-170.0,,,,,,,,,,,,40.0,UNDER,14.3,USABLE,WATCH
MLB,david hamilton,David Hamilton,stolen_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,8,100.0,0.0,277.5,-466.0,,,,,,,,,,,,57.8,UNDER,51.3,STRONG,WATCH
MLB,david hamilton,David Hamilton,total_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,1.5,7,71.4,0.452,-145.0,108.0,,,,,,,,,,,,41.9,OVER,10.4,STRONG,WATCH
MLB,david hamilton,David Hamilton,triples,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,1300.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,david hamilton,David Hamilton,walks,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,242.5,-410.0,,,,,,,,,,,,46.0,UNDER,46.7,LOW,PASS
MLB,dominic canzone,Dominic Canzone,home_runs,0bbf9d80b06a1e1868b6224c751b8a2e,2026-09-04T01:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,460.0,-819.0,,,,,,,,,,,,48.8,UNDER,66.6,LOW,PASS
MLB,drew gilbert,Drew Gilbert,doubles,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,425.0,-650.0,,,,,,,,,,,,48.1,UNDER,64.0,LOW,PASS
MLB,drew gilbert,Drew Gilbert,hits,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,2,100.0,0.0,-167.5,112.0,,,,,,,,,,,,37.8,OVER,14.1,LOW,PASS
MLB,drew gilbert,Drew Gilbert,home_runs,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,850.0,-2000.0,,,,,,,,,,,,52.2,UNDER,80.1,LOW,PASS
MLB,drew gilbert,Drew Gilbert,rbis,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,250.0,-375.0,,,,,,,,,,,,43.9,UNDER,46.9,LOW,PASS
MLB,drew gilbert,Drew Gilbert,runs,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,155.0,-400.0,,,,,,,,,,,,40.7,UNDER,34.2,LOW,PASS
MLB,drew gilbert,Drew Gilbert,singles,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-105.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,drew gilbert,Drew Gilbert,stolen_bases,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,1500.0,-10000.0,,,,,,,,,,,,54.2,UNDER,88.1,LOW,PASS
MLB,drew gilbert,Drew Gilbert,total_bases,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-159.0,112.0,,,,,,,,,,,,35.4,OVER,13.1,LOW,PASS
MLB,drew gilbert,Drew Gilbert,triples,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,4500.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,dylan beavers,Dylan Beavers,hits,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-135.0,-120.0,0.5,0.0,,,,,,,,,,32.8,OVER,2.6,LOW,PASS
MLB,dylan beavers,Dylan Beavers,home_runs,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,733.0,-669.0,,,,,,,,,,,,51.1,UNDER,75.7,LOW,PASS
MLB,dylan beavers,Dylan Beavers,rbis,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,247.5,-435.0,,,,,,,,,,,,46.2,UNDER,47.7,LOW,PASS
MLB,dylan beavers,Dylan Beavers,total_bases,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,-128.5,-114.0,,,,,,,,,,,,35.0,OVER,2.7,LOW,PASS
MLB,elias diaz,Elias Diaz,home_runs,f64033ef76653cc57533ab4c515fa24b,2026-09-04T00:05:00Z,,,0.5,0.5,0.5,1,100.0,0.0,670.0,-1564.0,,,,,,,,,,,,51.1,UNDER,75.7,LOW,PASS
MLB,enrique hernandez,Enrique Hernandez,home_runs,178e47f48ce23704395138f8f050b334,2026-09-04T02:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,470.0,-846.0,,,,,,,,,,,,48.9,UNDER,67.2,LOW,PASS
MLB,ernie clement,Ernie Clement,doubles,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,400.0,-745.0,,,,,,,,,,,,52.2,UNDER,63.0,USABLE,WATCH
MLB,ernie clement,Ernie Clement,hits,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,4,100.0,0.0,-215.0,150.0,,,,,,,,,,,,45.1,OVER,26.1,USABLE,WATCH
MLB,ernie clement,Ernie Clement,hits_runs_rbis,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,1.5,1.5,1.5,2,100.0,0.0,10.0,-160.0,1.5,0.0,,,,,,,,,,39.1,OVER,19.3,LOW,PASS
MLB,ernie clement,Ernie Clement,home_runs,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,3,100.0,0.0,1150.0,-3310.0,,,,,,,,,,,,57.6,UNDER,84.8,USABLE,WATCH
MLB,ernie clement,Ernie Clement,rbis,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,4,100.0,0.0,215.0,-330.0,,,,,,,,,,,,48.9,UNDER,41.5,USABLE,WATCH
MLB,ernie clement,Ernie Clement,runs,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,4,100.0,0.0,215.0,-360.0,,,,,,,,,,,,49.1,UNDER,42.3,USABLE,WATCH
MLB,ernie clement,Ernie Clement,singles,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,100.0,-155.0,,,,,,,,,,,,34.6,UNDER,9.7,LOW,PASS
MLB,ernie clement,Ernie Clement,stolen_bases,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,1400.0,-6000.0,,,,,,,,,,,,54.0,UNDER,87.3,LOW,PASS
MLB,ernie clement,Ernie Clement,total_bases,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,1.5,0.5,1.5,3,66.7,0.471,130.0,-185.0,,,,,,,,,,,,34.7,UNDER,19.8,USABLE,WATCH
MLB,esmerlyn valdez,Esmerlyn Valdez,runs,4b25e965b62d7c19e2aa8fbfff667da3,2026-09-03T16:35:00Z,,,0.5,0.5,0.5,1,100.0,0.0,125.0,-165.0,,,,,,,,,,,,36.3,UNDER,16.7,LOW,PASS
MLB,freddie freeman,Freddie Freeman,home_runs,178e47f48ce23704395138f8f050b334,2026-09-04T02:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,530.0,-1024.0,,,,,,,,,,,,49.7,UNDER,70.3,LOW,PASS
MLB,garrett mitchell,Garrett Mitchell,doubles,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,4,100.0,0.0,462.5,-785.0,,,,,,,,,,,,55.2,UNDER,66.6,USABLE,WATCH
MLB,garrett mitchell,Garrett Mitchell,hits,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,7,100.0,0.0,-157.0,118.5,,,,,,,,,,,,48.6,OVER,14.3,STRONG,WATCH
MLB,garrett mitchell,Garrett Mitchell,hits_runs_rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,1.5,1.5,1.5,5,100.0,0.0,110.0,-150.0,,,,,,,,,,,,43.6,UNDER,11.5,GOOD,WATCH
MLB,garrett mitchell,Garrett Mitchell,home_runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,640.0,-1200.0,,,,,,,,,,,,61.5,UNDER,74.5,GOOD,WATCH
MLB,garrett mitchell,Garrett Mitchell,rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,5,100.0,0.0,198.0,-285.0,,,,,,,,,,,,50.1,UNDER,37.6,GOOD,WATCH
MLB,garrett mitchell,Garrett Mitchell,runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,144.5,-200.0,,,,,,,,,,,,48.8,UNDER,24.0,GOOD,WATCH
MLB,garrett mitchell,Garrett Mitchell,singles,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,125.0,-176.0,,,,,,,,,,,,40.9,UNDER,17.9,USABLE,WATCH
MLB,garrett mitchell,Garrett Mitchell,stolen_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,494.0,-1022.5,,,,,,,,,,,,60.1,UNDER,68.8,GOOD,WATCH
MLB,garrett mitchell,Garrett Mitchell,total_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,1.5,6,83.3,0.373,-163.5,117.5,,,,,,,,,,,,43.2,OVER,14.9,GOOD,WATCH
MLB,garrett mitchell,Garrett Mitchell,triples,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,1200.0,-12000.0,,,,,,,,,,,,57.8,UNDER,85.6,USABLE,WATCH
MLB,garrett mitchell,Garrett Mitchell,walks,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,152.0,-220.0,,,,,,,,,,,,43.1,UNDER,26.8,USABLE,WATCH
MLB,george springer,George Springer,hits,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-275.0,200.0,,,,,,,,,,,,41.5,OVER,37.5,LOW,PASS
MLB,george springer,George Springer,home_runs,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,465.0,-1300.0,,,,,,,,,,,,49.1,UNDER,68.0,LOW,PASS
MLB,george springer,George Springer,rbis,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,145.0,-210.0,,,,,,,,,,,,38.3,UNDER,24.8,LOW,PASS
MLB,george springer,George Springer,runs,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,120.0,-160.0,,,,,,,,,,,,35.9,UNDER,15.0,LOW,PASS
MLB,george springer,George Springer,stolen_bases,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,0.5,0.5,0.5,1,100.0,0.0,750.0,-1600.0,,,,,,,,,,,,51.6,UNDER,77.8,LOW,PASS
MLB,george springer,George Springer,total_bases,3ffba29c7cccfbdb0cb05ee26cd7d550,2026-09-03T17:10:00Z,,,1.5,1.5,1.5,1,100.0,0.0,115.0,-150.0,,,,,,,,,,,,35.3,UNDER,12.7,LOW,PASS
MLB,graham pauley,Graham Pauley,hits,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-127.0,117.0,0.5,0.0,,,,,,,,,,34.6,OVER,9.7,LOW,PASS
MLB,graham pauley,Graham Pauley,hits_runs_rbis,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-144.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,graham pauley,Graham Pauley,home_runs,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,900.0,-1011.0,,,,,,,,,,,,52.2,UNDER,80.2,LOW,PASS
MLB,graham pauley,Graham Pauley,rbis,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,277.0,-285.0,,,,,,,,,,,,44.0,UNDER,47.2,LOW,PASS
MLB,graham pauley mia,Graham Pauley (MIA),hits,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-145.0,110.0,,,,,,,,,,,,34.8,OVER,10.8,LOW,PASS
MLB,griffin conine,Griffin Conine,hits,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,2,100.0,0.0,-182.0,120.0,,,,,,,,,,,,38.6,OVER,17.4,LOW,PASS
MLB,griffin conine,Griffin Conine,hits_runs_rbis,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,1.5,1.5,1.5,1,100.0,0.0,-117.0,-108.0,1.5,0.0,,,,,,,,,,32.6,OVER,1.9,LOW,PASS
MLB,griffin conine,Griffin Conine,home_runs,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,351.0,-558.0,,,,,,,,,,,,46.8,UNDER,58.5,LOW,PASS
MLB,griffin conine,Griffin Conine,rbis,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,132.0,-182.0,,,,,,,,,,,,37.1,UNDER,19.9,LOW,PASS
MLB,griffin conine,Griffin Conine,total_bases,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,1.5,1.5,1.5,1,100.0,0.0,135.0,-195.0,,,,,,,,,,,,37.6,UNDER,21.7,LOW,PASS
MLB,gunnar henderson,Gunnar Henderson,doubles,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,5,100.0,0.0,450.0,-740.0,,,,,,,,,,,,57.2,UNDER,65.8,GOOD,WATCH
MLB,gunnar henderson,Gunnar Henderson,hits,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,-191.0,142.5,,,,,,,,,,,,48.6,OVER,22.8,GOOD,WATCH
MLB,gunnar henderson,Gunnar Henderson,hits_runs_rbis,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,1.5,1.5,1.5,6,100.0,0.0,-105.0,-126.0,1.5,0.0,,,,,,,,,,43.9,UNDER,4.2,GOOD,WATCH
MLB,gunnar henderson,Gunnar Henderson,home_runs,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,645.0,-1075.0,,,,,,,,,,,,61.5,UNDER,74.4,GOOD,WATCH
MLB,gunnar henderson,Gunnar Henderson,pitcher_strikeouts,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-185.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,gunnar henderson,Gunnar Henderson,rbis,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,215.0,-295.0,,,,,,,,,,,,52.9,UNDER,40.3,GOOD,WATCH
MLB,gunnar henderson,Gunnar Henderson,runs,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,140.0,-190.0,,,,,,,,,,,,48.4,UNDER,22.3,GOOD,WATCH
MLB,gunnar henderson,Gunnar Henderson,singles,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,-119.0,-120.0,0.5,0.0,,,,,,,,,,42.9,UNDER,0.2,GOOD,WATCH
MLB,gunnar henderson,Gunnar Henderson,stolen_bases,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,740.0,-1450.0,,,,,,,,,,,,53.6,UNDER,77.4,LOW,PASS
MLB,gunnar henderson,Gunnar Henderson,total_bases,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,1.5,0.5,1.5,7,57.1,0.495,135.0,-204.0,,,,,,,,,,,,42.0,UNDER,22.4,STRONG,WATCH
MLB,gunnar henderson,Gunnar Henderson,triples,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,2000.0,,,,,,,,,,,,,48.9,NEUTRAL,50.0,USABLE,WATCH
MLB,gunnar henderson,Gunnar Henderson,walks,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,235.0,-345.0,,,,,,,,,,,,47.5,UNDER,44.4,USABLE,WATCH
MLB,gunnar henderson bal,Gunnar Henderson (BAL),hits,87e824da83d83bcea518867ca5c3d75f,2026-09-03T23:15:00Z,,,1.5,1.5,1.5,1,100.0,0.0,,-130.0,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,henry bolte,Henry Bolte,home_runs,0bbf9d80b06a1e1868b6224c751b8a2e,2026-09-04T01:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,790.0,-2248.0,,,,,,,,,,,,51.9,UNDER,79.0,LOW,PASS
MLB,heriberto hern ndez,Heriberto Hernández,home_runs,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,309.0,-472.0,,,,,,,,,,,,45.7,UNDER,54.3,LOW,PASS
MLB,heriberto hernandez,Heriberto Hernandez,hits,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,1.0,0.5,1.5,2,100.0,0.5,26.0,-67.5,,,,,,,,,,,,42.4,OVER,32.6,LOW,PASS
MLB,heriberto hernandez,Heriberto Hernandez,rbis,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,148.0,-205.0,,,,,,,,,,,,38.4,UNDER,25.0,LOW,PASS
MLB,heriberto hernandez,Heriberto Hernandez,stolen_bases,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,1150.0,,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,heriberto hernandez,Heriberto Hernandez,total_bases,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,1.5,1.5,1.5,2,100.0,0.0,116.0,-149.5,,,,,,,,,,,,37.5,UNDER,12.8,LOW,PASS
MLB,hunter brown,Hunter Brown,earned_runs,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,1.5,1.5,1.5,1,100.0,0.0,-168.0,125.0,,,,,,,,,,,,36.4,OVER,17.0,LOW,PASS
MLB,hunter brown,Hunter Brown,hits_allowed,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,4.5,4.5,4.5,1,100.0,0.0,,-134.0,,,,,,,,,,,,44.6,NEUTRAL,50.0,LOW,PASS
MLB,hunter brown,Hunter Brown,pitcher_strikeouts,4531806102eb01c9886a2ceb2b16b0b9,2026-09-03T18:10:00Z,,,6.5,5.5,6.5,4,75.0,0.433,-112.0,-129.0,,,,,,,,,,,,34.4,UNDER,3.2,USABLE,WATCH
MLB,ian happ,Ian Happ,doubles,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,475.0,-770.0,,,,,,,,,,,,53.2,UNDER,67.2,USABLE,WATCH
MLB,ian happ,Ian Happ,hits,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,-133.5,107.0,,,,,,,,,,,,45.0,OVER,8.4,GOOD,WATCH
MLB,ian happ,Ian Happ,hits_runs_rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,1.5,0.5,1.5,6,83.3,0.373,126.5,-176.0,,,,,,,,,,,,44.1,UNDER,18.2,GOOD,WATCH
MLB,ian happ,Ian Happ,home_runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,5,100.0,0.0,405.0,-690.0,,,,,,,,,,,,56.5,UNDER,63.0,GOOD,WATCH
MLB,ian happ,Ian Happ,pitcher_strikeouts,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,1.5,1.5,1.5,1,100.0,0.0,190.0,-260.0,,,,,,,,,,,,41.0,UNDER,35.4,LOW,PASS
MLB,ian happ,Ian Happ,rbis,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,6,100.0,0.0,193.0,-295.0,,,,,,,,,,,,52.2,UNDER,37.3,GOOD,WATCH
MLB,ian happ,Ian Happ,runs,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,7,100.0,0.0,140.0,-192.5,,,,,,,,,,,,50.6,UNDER,22.5,STRONG,WATCH
MLB,ian happ,Ian Happ,singles,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,5,100.0,0.0,167.0,-240.0,,,,,,,,,,,,48.4,UNDER,30.7,GOOD,WATCH
MLB,ian happ,Ian Happ,stolen_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,1,100.0,0.0,1750.0,-20000.0,,,,,,,,,,,,54.6,UNDER,89.7,LOW,PASS
MLB,ian happ,Ian Happ,total_bases,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,1.5,7,57.1,0.495,-137.0,-0.5,,,,,,,,,,,,61.0,OVER,98.3,STRONG,WATCH
MLB,ian happ,Ian Happ,triples,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,2,100.0,0.0,1900.0,-15000.0,,,,,,,,,,,,56.9,UNDER,90.4,LOW,PASS
MLB,ian happ,Ian Happ,walks,919bdbd90145290fd9a5266e0fed035b,2026-09-03T23:15:00Z,,,0.5,0.5,0.5,3,100.0,0.0,165.0,-230.0,,,,,,,,,,,,43.9,UNDER,29.7,USABLE,WATCH
MLB,isaac collins,Isaac Collins,hits,18307ff6045b1448e7ad3a1f2d836c6a,2026-09-03T23:40:00Z,,,0.5,0.5,0.5,1,100.0,0.0,-167.0,123.0,,,,,,,,,,,,36.3,OVER,16.5,LOW,PASS
