player,name_key,team,position,sleeper_id,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp
Cameron Latu,cameron latu,NE,TE,10210,673.1,666.7,
Camerun Peoples,camerun peoples,,RB,10211,,647.4,
Josh Whyle,josh whyle,GB,TE,10212,695.5,685.2,
Tre Tucker,tre tucker,LV,WR,10213,202.0,181.5,187.5
Davis Allen,davis allen,LAR,TE,10214,660.7,676.6,
Jake Haener,jake haener,NYG,QB,10215,654.7,659.3,
Kenny McIntosh,kenny mcintosh,,RB,10216,684.4,667.8,
Clayton Tune,clayton tune,,QB,10217,,643.8,
Xavier Hutchinson,xavier hutchinson,HOU,WR,10218,,679.1,
Chris Rodriguez,chris rodriguez,JAX,RB,10219,139.9,125.8,142.5
Will Mallory,will mallory,IND,TE,10220,698.5,681.4,
Ronnie Bell,ronnie bell,,WR,10221,686.6,683.3,
Jayden Reed,jayden reed,GB,WR,10222,109.9,101.3,118.6
Eric Gray,eric gray,,RB,10223,,658.0,
Brayden Willis,brayden willis,SF,TE,10224,682.8,695.5,
Jonathan Mingo,jonathan mingo,DAL,WR,10225,699.9,693.3,
Andrei Iosivas,andrei iosivas,CIN,WR,10226,,700.9,
Payne Durham,payne durham,TB,TE,10227,564.0,620.5,
Charlie Jones,charlie jones,NYG,WR,10228,,659.8,
Rashee Rice,rashee rice,KC,WR,10229,29.0,29.2,34.2
Jalen Wayne,jalen wayne,,WR,10230,687.5,503.0,
Elijah Higgins,elijah higgins,ARI,TE,10231,,668.1,
Michael Wilson,michael wilson,ARI,WR,10232,85.3,89.4,75.2
Max Duggan,max duggan,,QB,10233,,647.7,
Derius Davis,derius davis,LAC,WR,10234,,615.3,
Roschon Johnson,roschon johnson,CHI,RB,10235,,670.7,
Dalton Kincaid,dalton kincaid,BUF,TE,10236,87.6,91.5,81.1
Nick Foles,nick foles,,QB,1029,,686.5,
Brandon Bolden,brandon bolden,,RB,1034,634.3,666.7,
Cedric Tillman,cedric tillman,NO,WR,10444,667.4,697.6,
Lamar Miller,lamar miller,,RB,1048,699.5,655.8,
Ryan Tannehill,ryan tannehill,,QB,1049,623.1,677.8,
Mohamed Ibrahim,mohamed ibrahim,,RB,10651,696.7,700.3,
Marvin Jones,marvin jones,,WR,1067,650.5,470.6,
Mohamed Sanu,mohamed sanu,,WR,1071,697.7,641.7,
Travis Benjamin,travis benjamin,,WR,1077,673.0,689.0,
Stetson Bennett,stetson bennett,LAR,QB,10857,,699.3,
Sam LaPorta,sam laporta,DET,TE,10859,58.8,64.5,79.4
Malik Cunningham,malik cunningham,,WR,10860,669.0,671.5,
Xazavian Valladay,xazavian valladay,,RB,10861,562.0,681.1,
Dorian Thompson-Robinson,dorian thompson robinson,,QB,10862,664.4,578.8,
A.T. Perry,a t perry,,WR,10863,631.0,654.0,
Travis Dye,travis dye,,RB,10865,694.1,634.7,
Aidan O'Connell,aidan o connell,LV,QB,10866,662.3,620.0,
Jake Bobo,jake bobo,SEA,WR,10867,,635.9,
Matt Landers,matt landers,,WR,10869,593.0,695.0,
Deneric Prince,deneric prince,,RB,10870,692.4,694.0,
Luke Schoonmaker,luke schoonmaker,DAL,TE,10871,,668.8,
Sean Clifford,sean clifford,SF,QB,10983,,618.5,
Grant DuBose,grant dubose,,WR,11024,,629.2,
Jalen Brooks,jalen brooks,ARI,WR,11034,691.3,661.0,
Colton Dowell,colton dowell,,WR,11046,274.0,476.3,
Antoine Green,antoine green,,WR,11053,671.8,662.0,
Jared Wayne,jared wayne,HOU,WR,11056,682.0,675.0,
Robert Burns,robert burns,,RB,11060,431.2,654.3,
Adrian Martinez,adrian martinez,,QB,11065,635.0,651.8,
Mitch Tinsley,mitch tinsley,HOU,WR,11068,,607.9,
Kazmeir Allen,kazmeir allen,,WR,11070,671.6,669.5,
Thayer Thomas,thayer thomas,,WR,11073,264.0,677.0,
Malik Knowles,malik knowles,,WR,11080,445.3,685.4,
Cephus Johnson,cephus johnson,,WR,11081,566.1,682.5,
Ben Sims,ben sims,MIA,TE,11082,468.0,677.2,
Jordan Byrd,jordan byrd,,WR,11089,575.7,697.3,
Kearis Jackson,kearis jackson,,WR,11099,645.1,639.6,
Marcedes Lewis,marcedes lewis,,TE,111,631.1,700.0,
T.Y. Hilton,t y hilton,,WR,1110,,461.4,
Charles McClelland,charles mcclelland,,RB,11102,494.8,663.8,
SaRodorick Thompson,sarodorick thompson,,RB,11104,673.0,692.4,
Shaquan Davis,shaquan davis,,WR,11105,559.5,661.1,
Sy Barnett,sy barnett,,WR,11111,564.8,681.3,
Joel Wilson,joel wilson,TEN,TE,11113,408.1,691.9,
Elijah Dotson,elijah dotson,,RB,11114,658.3,668.8,
Terrell Bynum,terrell bynum,,WR,11115,505.1,658.2,
Tyler Hoosman,tyler hoosman,,RB,11123,659.5,624.0,
Michael Ezeike,michael ezeike,,TE,11126,631.7,590.5,
Pokey Wilson,pokey wilson,,WR,11130,700.8,493.0,
Jaray Jenkins,jaray jenkins,,WR,11133,659.4,609.0,
Oliver Martin,oliver martin,,WR,11136,650.0,566.0,
Elijah Cooks,elijah cooks,,WR,11139,235.0,611.5,
Leonard Taylor,leonard taylor,,TE,11140,668.0,564.3,
Tyler Hudson,tyler hudson,,WR,11148,,492.5,
Christian Sims,christian sims,,TE,11155,547.1,610.4,
Brycen Tremayne,brycen tremayne,CAR,WR,11157,675.5,613.5,
Jalen Sample,jalen sample,,WR,11158,,675.2,
Zion Bowens,zion bowens,,WR,11159,681.5,293.5,
Tim DeMorat,tim demorat,,QB,11163,671.5,655.0,
Xavier Smith,xavier smith,LAR,WR,11168,551.0,588.8,
Dresser Winn,dresser winn,,QB,11169,655.8,661.0,
Shae Wyatt,shae wyatt,,WR,11172,454.0,692.4,
Khalan Laborn,khalan laborn,,RB,11176,629.0,699.3,
Ronald Awatt,ronald awatt,,RB,11182,656.5,612.9,
Daniel Arias,daniel arias,,WR,11184,676.0,609.3,
Carlos Washington,carlos washington,,RB,11186,270.0,677.8,
Zay Malone,zay malone,,WR,11189,372.5,670.2,
Keilahn Harris,keilahn harris,,WR,11190,631.3,529.0,
Justin Marshall,justin marshall,,WR,11191,,385.7,
Malik Flowers,malik flowers,,WR,11192,614.6,622.9,
Joel Honigford,joel honigford,,TE,11197,647.9,554.8,
Emari Demercado,emari demercado,DAL,RB,11199,,678.5,
Blake Whiteheart,blake whiteheart,CLE,TE,11201,,617.8,
Duece Watts,duece watts,,WR,11204,695.0,688.8,
Malik Heath,malik heath,ATL,WR,11210,637.0,391.5,
Camren McDonald,camren mcdonald,,TE,11213,582.1,615.5,
Tanner Morgan,tanner morgan,,QB,11214,693.0,683.8,
Holton Ahlers,holton ahlers,,QB,11216,636.8,683.5,
Marcus Cooper,marcus cooper,,RB,11222,623.7,600.0,
John Hall,john hall,,WR,11223,,541.2,
Griffin Hebert,griffin hebert,,TE,11224,609.2,608.5,
Noah Gindorff,noah gindorff,,TE,11225,699.8,304.0,
Tyjon Lindsey,tyjon lindsey,,WR,11226,,694.3,
Calvin Tyler,calvin tyler,,RB,11229,657.6,696.6,
Christian Trahan,christian trahan,,TE,11231,305.3,509.3,
Isaiah Winstead,isaiah winstead,,WR,11232,679.8,521.8,
Jacob Saylors,jacob saylors,DET,RB,11237,556.7,492.8,
Patrick Murtagh,patrick murtagh,,TE,11245,540.0,686.6,
Mac Hippenhammer,mac hippenhammer,,WR,11247,,690.0,
Chris Smith,chris smith,,RB,11249,608.9,669.4,
Tyson Bagent,tyson bagent,CHI,QB,11256,,606.0,
Shedrick Jackson,shedrick jackson,,WR,11257,587.0,608.0,
Damien Caffrey,damien caffrey,,TE,11262,620.5,510.3,
Thyrick Pitts,thyrick pitts,,WR,11266,631.0,620.0,
Aron Cruickshank,aron cruickshank,,WR,11267,,618.6,
Hassan Hall,hassan hall,,RB,11270,615.7,507.5,
Joseph Ngata,joseph ngata,,WR,11276,421.0,680.3,
Brady Russell,brady russell,SEA,RB,11280,636.0,540.9,
Johnny King,johnny king,,WR,11282,662.0,614.7,
Darius Hagans,darius hagans,,RB,11283,430.0,479.7,
Cody Chrest,cody chrest,,WR,11284,383.0,661.5,
Tommy DeVito,tommy devito,NE,QB,11292,,655.5,
Ryan Jones,ryan jones,,TE,11298,350.5,603.9,
Zavier Scott,zavier scott,CHI,RB,11299,693.0,691.0,
Braxton Westfield,braxton westfield,,WR,11301,341.7,687.0,
E.J. Jenkins,e j jenkins,PHI,TE,11304,359.3,593.5,
Xavier Gipson,xavier gipson,,WR,11306,531.0,565.6,
Jason Brownlee,jason brownlee,,WR,11311,,518.1,
T.J. Luther,t j luther,,WR,11312,643.1,447.3,
Nikko Remigio,nikko remigio,KC,WR,11320,,498.0,
Josh Vann,josh vann,,WR,11329,,429.3,
Keytaon Thompson,keytaon thompson,,WR,11344,287.5,493.8,
Chase Cota,chase cota,,WR,11347,640.0,469.0,
Thomas Greaney,thomas greaney,,TE,11351,471.8,639.0,
Tyler Adams,tyler adams,,WR,11357,280.5,431.7,
Kody Case,kody case,,WR,11359,649.0,293.3,
Chris Coleman,chris coleman,,WR,11366,642.8,671.5,
Daewood Davis,daewood davis,,WR,11367,402.4,464.3,
Chris Brooks,chris brooks,GB,RB,11370,,695.2,
Julian Hill,julian hill,NE,TE,11371,668.8,638.9,
James Blackman,james blackman,,QB,11374,,626.5,
Tyrell Shavers,tyrell shavers,BUF,WR,11377,651.4,421.0,
Jordan Mims,jordan mims,,RB,11378,463.7,478.6,
Johnny Lumpkin,johnny lumpkin,,TE,11380,602.0,528.3,
Travis Vokolek,travis vokolek,ARI,TE,11381,,457.8,
Dontay Demus,dontay demus,,WR,11382,628.0,512.2,
Owen Wright,owen wright,,RB,11384,700.4,546.0,
Brian Walker,brian walker,,TE,11385,454.0,685.3,
Sean Ryan,sean ryan,,WR,11387,625.8,425.8,
Nolan Henderson,nolan henderson,,QB,11388,670.7,664.5,
Braxton Burmeister,braxton burmeister,,WR,11410,643.9,557.2,
Ronnie Brown,ronnie brown,,RB,11413,643.0,476.4,
Tanner Taula,tanner taula,,TE,11415,436.0,673.0,
Taye Barber,taye barber,,WR,11418,,310.7,
Kade Warner,kade warner,,WR,11419,,345.7,
Ryan Miller,ryan miller,MIA,WR,11421,639.7,399.0,
Isaiah Bowser,isaiah bowser,,RB,11431,507.2,676.0,
Nate Adkins,nate adkins,DEN,TE,11433,627.5,651.7,
Emanuel Wilson,emanuel wilson,SEA,RB,11435,250.3,265.7,160.6
Dallas Daniels,dallas daniels,,WR,11438,,394.0,
Jaleel McLaughlin,jaleel mclaughlin,CLE,RB,11439,,660.9,
Cole Beasley,cole beasley,,WR,1144,,636.0,
Taylor Grimes,taylor grimes,,WR,11445,639.3,284.0,
Kris Leach,kris leach,,TE,11447,497.0,675.0,
Jesse Matthews,jesse matthews,,WR,11452,403.0,255.0,
Tre'Shaun Harrison,tre shaun harrison,,WR,11456,681.1,289.0,
John Samuel Shenker,john samuel shenker,,TE,11467,657.9,683.5,
Alfonzo Graham,alfonzo graham,,RB,11472,,652.5,
Dylan Drummond,dylan drummond,ATL,WR,11474,251.0,290.0,
Ellis Merriweather,ellis merriweather,,RB,11483,291.2,373.0,
Alshon Jeffery,alshon jeffery,,WR,1149,,651.2,
Austin Aune,austin aune,,QB,11491,663.2,698.3,
Jordan Murray,jordan murray,,TE,11493,,490.0,
Bryan Thompson,bryan thompson,,WR,11495,448.3,,
Braydon Johnson,braydon johnson,,WR,11496,645.3,,
Brian Cobbs,brian cobbs,,WR,11502,678.2,677.8,
Jose Barbon,jose barbon,,WR,11504,692.0,,
Jalen Moreno-Cropper,jalen moreno cropper,NO,WR,11506,,699.8,
Princeton Fant,princeton fant,DAL,TE,11508,256.0,560.5,
John Stephens,john stephens,,TE,11511,,646.5,
Lucky Jackson,lucky jackson,DET,WR,11520,666.6,619.9,
Jadakis Bonds,jadakis bonds,,WR,11521,495.0,,
Jerome Kapp,jerome kapp,,WR,11522,635.0,,
Cody Chrest,cody chrest,,WR,11523,,682.5,
Izaiah Gathings,izaiah gathings,,TE,11524,,556.0,
Garett Maag,garett maag,,WR,11528,241.0,,
Ed Lee,ed lee,,WR,11529,648.0,287.0,
Milton Wright,milton wright,,WR,11536,464.0,,
Wayne Taulapapa,wayne taulapapa,,RB,11537,652.2,629.5,
La'Michael Pettway,la michael pettway,,TE,11540,,290.5,
Lachlan Pitts,lachlan pitts,,TE,11543,694.8,316.6,
Aaron Dykes,aaron dykes,,RB,11548,596.1,499.3,
Chase Cota,chase cota,,WR,11554,603.5,,
Devin Leary,devin leary,,QB,11556,677.3,569.0,
Joe Milton,joe milton,DAL,QB,11557,,684.4,
Sam Hartman,sam hartman,WAS,QB,11558,660.9,690.1,
Michael Penix,michael penix,ATL,QB,11559,227.9,694.7,230.6
Caleb Williams,caleb williams,CHI,QB,11560,71.5,74.2,91.7
Michael Pratt,michael pratt,,QB,11561,695.2,683.2,
Spencer Rattler,spencer rattler,NO,QB,11562,,686.3,
Bo Nix,bo nix,DEN,QB,11563,117.0,118.3,121.1
Drake Maye,drake maye,NE,QB,11564,48.6,51.0,49.6
J.J. McCarthy,j j mccarthy,MIN,QB,11565,224.2,653.9,227.1
Jayden Daniels,jayden daniels,WAS,QB,11566,66.7,69.9,65.7
Jordan Travis,jordan travis,,QB,11567,,607.2,
Blake Watson,blake watson,,RB,11568,502.3,252.0,
Jarquez Hunter,jarquez hunter,,RB,11569,240.6,698.4,191.4
Rasheen Ali,rasheen ali,BAL,RB,11570,,682.0,
Isaiah Davis,isaiah davis,NYJ,RB,11571,,695.4,
Frank Gore,frank gore,BUF,RB,11573,,650.4,
Dylan Laube,dylan laube,LV,RB,11574,,606.8,
Ray Davis,ray davis,BUF,RB,11575,224.5,205.6,167.3
Braelon Allen,braelon allen,NYJ,RB,11576,205.0,186.6,134.7
Will Shipley,will shipley,PHI,RB,11577,,685.8,
Audric Estime,audric estime,NO,RB,11579,237.4,692.6,189.8
Dillon Johnson,dillon johnson,,RB,11580,649.3,,
MarShawn Lloyd,marshawn lloyd,GB,RB,11581,159.4,136.4,
Carson Steele,carson steele,PHI,RB,11582,629.5,624.6,
Jonathon Brooks,jonathon brooks,CAR,RB,11583,100.0,87.0,143.7
Bucky Irving,bucky irving,TB,RB,11584,43.9,47.3,32.3
Blake Corum,blake corum,LAR,RB,11586,101.0,92.3,68.1
Jawhar Jordan,jawhar jordan,HOU,RB,11588,,642.8,
Trey Benson,trey benson,ARI,RB,11589,255.2,263.6,114.3
Jase McClellan,jase mcclellan,,RB,11590,474.0,,
Erick All,erick all,CIN,TE,11592,,565.3,
Jared Wiley,jared wiley,KC,TE,11595,677.5,435.0,
Ben Sinnott,ben sinnott,WAS,TE,11596,,671.5,
Theo Johnson,theo johnson,NYG,TE,11597,232.2,262.8,144.2
Tanner McLachlan,tanner mclachlan,,TE,11598,697.7,554.5,
Cade Stover,cade stover,HOU,TE,11599,,592.7,
Ja'Tavion Sanders,ja tavion sanders,CAR,TE,11600,,694.3,
Trey Knox,trey knox,,TE,11601,,514.8,
AJ Barner,aj barner,SEA,TE,11603,182.6,196.2,125.9
Brock Bowers,brock bowers,LV,TE,11604,23.1,23.6,30.2
Jaheim Bell,jaheim bell,,TE,11605,,647.5,
Hayden Hatten,hayden hatten,,WR,11607,500.0,,
Isaiah Williams,isaiah williams,NYJ,WR,11608,,649.5,
Malik Washington,malik washington,MIA,WR,11610,176.4,179.5,
Jacob Cowing,jacob cowing,SF,WR,11616,,693.9,
Malachi Corley,malachi corley,CLE,WR,11617,242.0,564.2,
Jalen McMillan,jalen mcmillan,TB,WR,11618,210.8,210.7,165.4
Ja'Lynn Polk,ja lynn polk,,WR,11619,689.5,340.5,
Rome Odunze,rome odunze,CHI,WR,11620,65.7,62.7,67.6
Brenden Rice,brenden rice,,WR,11621,677.5,678.7,
Jordan Whittington,jordan whittington,LAR,WR,11623,,647.5,
Xavier Worthy,xavier worthy,KC,WR,11624,138.4,127.4,121.5
Adonai Mitchell,adonai mitchell,NYJ,WR,11625,231.0,223.2,162.2
Xavier Legette,xavier legette,CAR,WR,11626,,686.5,
Troy Franklin,troy franklin,DEN,WR,11627,241.8,263.6,170.5
Marvin Harrison,marvin harrison,ARI,WR,11628,76.7,73.9,82.6
Devontez Walker,devontez walker,BAL,WR,11629,,650.1,
Roman Wilson,roman wilson,PIT,WR,11630,,688.0,
Brian Thomas,brian thomas,JAX,WR,11631,74.9,75.3,78.9
Malik Nabers,malik nabers,NYG,WR,11632,26.0,28.5,30.3
Ladd McConkey,ladd mcconkey,LAC,WR,11635,35.5,35.2,46.8
Johnny Wilson,johnny wilson,PHI,WR,11636,,700.0,
Keon Coleman,keon coleman,BUF,WR,11637,234.8,242.2,205.5
Ricky Pearsall,ricky pearsall,SF,WR,11638,244.4,693.0,400.0
Jermaine Burton,jermaine burton,,WR,11640,594.0,535.0,
Jaylen Wright,jaylen wright,MIA,RB,11643,247.9,225.0,173.8
Cody Schrader,cody schrader,DEN,RB,11644,,664.7,
Javon Baker,javon baker,,WR,11645,665.9,483.3,
Jalen Coker,jalen coker,CAR,WR,11646,147.4,145.5,131.8
Kimani Vidal,kimani vidal,LAC,RB,11647,237.8,228.2,140.7
Kedon Slovis,kedon slovis,GB,QB,11648,664.0,590.6,
Kendall Milton,kendall milton,CIN,RB,11649,687.3,657.0,
Luke McCaffrey,luke mccaffrey,WAS,WR,11650,,620.4,
Isaac Guerendo,isaac guerendo,SF,RB,11651,,677.5,
Louis Rees-Zammit,louis rees zammit,,RB,11652,697.7,496.9,
Dante Miller,dante miller,,RB,11654,487.7,,
Tyrone Tracy,tyrone tracy,NYG,RB,11655,174.5,152.1,109.5
Kirk Cousins,kirk cousins,LV,QB,1166,,685.6,
Robert Griffin,robert griffin,,QB,1169,668.5,698.0,
Alfred Morris,alfred morris,,RB,1170,463.4,629.9,
Sione Vaki,sione vaki,DET,RB,11729,,527.3,
Bub Means,bub means,,WR,11748,688.0,663.0,
Anthony Gould,anthony gould,IND,WR,11762,,368.7,
Ryan Flournoy,ryan flournoy,DAL,WR,11783,230.7,231.7,198.5
Casey Washington,casey washington,CAR,WR,11806,243.0,261.0,
Jha'Quan Jackson,jha quan jackson,,WR,11808,688.4,356.3,
Cornelius Johnson,cornelius johnson,,WR,11815,634.9,,
Devin Culp,devin culp,TB,TE,11820,668.9,,
Tahj Washington,tahj washington,,WR,11821,,657.4,
Devaughn Vele,devaughn vele,NO,WR,11834,239.8,680.1,208.6
Casey Bauman,casey bauman,,QB,11848,485.3,593.5,
Carter Bradley,carter bradley,JAX,QB,11851,418.5,278.0,
Daijun Edwards,daijun edwards,,RB,11857,659.0,,
John Rhys Plumlee,john rhys plumlee,,QB,11859,643.5,642.3,
Luke Benson,luke benson,,TE,11862,,257.0,
Leon Johnson,leon johnson,,WR,11863,676.5,,
Zach Heins,zach heins,,TE,11864,549.0,,
Jaelen Gill,jaelen gill,,WR,11867,618.4,,
Jaylen Johnson,jaylen johnson,,WR,11874,266.9,,
Ramel Keyton,ramel keyton,,WR,11885,247.0,659.5,
Mason Tipton,mason tipton,NO,WR,11895,490.0,473.0,
Jermaine Jackson,jermaine jackson,,WR,11897,650.0,418.7,
Jacob Kibodi,jacob kibodi,,RB,11900,365.5,,
Kyle Sheets,kyle sheets,,WR,11901,685.3,,
Jeshaun Jones,jeshaun jones,MIN,WR,11911,496.8,495.8,
Devron Harper,devron harper,,WR,11913,424.0,,
Ahmarean Brown,ahmarean brown,,WR,11918,666.1,686.0,
Xavier Weaver,xavier weaver,,WR,11921,647.0,437.0,
Tanner Mordecai,tanner mordecai,,QB,11924,623.9,501.0,
Terique Owens,terique owens,,WR,11925,,682.8,
Austin Reed,austin reed,,QB,11931,674.0,607.8,
Mike DiLiello,mike diliello,,QB,11932,690.5,655.7,
JaQuae Jackson,jaquae jackson,,WR,11940,656.5,302.0,
Isaiah Wooden,isaiah wooden,,WR,11941,636.0,,
Colson Yankoff,colson yankoff,WAS,TE,11942,,678.1,
Michael Wiley,michael wiley,,RB,11943,465.0,,
Marcus Rosemy-Jacksaint,marcus rosemy jacksaint,,WR,11946,488.0,379.0,
Austin Jones,austin jones,,RB,11947,388.0,629.9,
Sam Schnee,sam schnee,,WR,11957,428.0,,
Bryce Oliver,bryce oliver,CLE,WR,11959,656.0,,
Steven Stilianos,steven stilianos,,TE,11960,688.5,628.0,
Emory Jones,emory jones,,QB,11961,655.5,672.0,
Tayvion Robinson,tayvion robinson,,WR,11962,683.0,,
Chris Collier,chris collier,LV,RB,11963,654.2,670.1,
Dayton Wade,dayton wade,,WR,11964,444.4,469.4,
Xavier Johnson,xavier johnson,,WR,11969,469.4,,
Jordan Terrell,jordan terrell,,RB,11975,566.2,,
Isaiah Washington,isaiah washington,,WR,11982,248.0,,
D.J. Williams,d j williams,,RB,11989,689.6,,
Kameron Johnson,kameron johnson,TB,WR,11994,,652.0,
Zack Annexstad,zack annexstad,,QB,11995,500.7,615.8,
Gunnar Watson,gunnar watson,,QB,12003,555.6,663.0,
Nathaniel Peat,nathaniel peat,,RB,12007,316.7,,
Jack Plummer,jack plummer,,QB,12009,661.2,585.0,
Devin Carter,devin carter,,WR,12019,669.1,,
Kobe Lewis,kobe lewis,,RB,12026,244.5,,
TaMerik Williams,tamerik williams,,RB,12028,319.5,,
Tyler Harrell,tyler harrell,,WR,12029,236.0,,
Ian Wheeler,ian wheeler,,RB,12036,687.3,,
TD Ayo-Durojaiye,td ayo durojaiye,,RB,12039,610.5,676.4,
Jack Westover,jack westover,WAS,TE,12045,625.5,263.0,
Chevan Cordeiro,chevan cordeiro,,QB,12046,547.2,610.7,
George Holani,george holani,SEA,RB,12048,,700.0,
Noah Cain,noah cain,,RB,12061,357.0,,
Cam Grandy,cam grandy,MIN,TE,12062,599.7,,
Rocky Lombardi,rocky lombardi,,QB,12063,,532.8,
Elijah Collins,elijah collins,,RB,12066,380.5,,
Mason Pline,mason pline,,TE,12068,607.0,,
McCallan Castles,mccallan castles,,TE,12070,,250.0,
Talik Keaton,talik keaton,,WR,12074,661.8,,
Lincoln Victor,lincoln victor,,WR,12077,668.0,,
Treyton Welch,treyton welch,NO,TE,12079,516.5,,
Aidan Robbins,aidan robbins,,RB,12080,690.3,,
Alec Holler,alec holler,,TE,12085,670.0,,
Cam Johnson,cam johnson,,WR,12086,601.3,,
Jjay Mcafee,jjay mcafee,,TE,12095,670.0,331.0,
Chris Autman-Bell,chris autman bell,,WR,12100,287.7,457.3,
Dylan Leonard,dylan leonard,,TE,12107,659.8,,
Rhett Ellison,rhett ellison,,TE,1211,674.5,286.7,
Thomas Yassmin,thomas yassmin,GB,TE,12113,628.9,,
Joshua Cephus,joshua cephus,,WR,12114,586.0,,
Jacob Warren,jacob warren,,TE,12118,616.8,665.3,
Isaac Rex,isaac rex,,TE,12126,507.5,296.0,
Jalon Calhoun,jalon calhoun,,WR,12129,606.0,,
Drake Stoops,drake stoops,,WR,12133,683.7,,
Sam Wiglusz,sam wiglusz,,WR,12134,537.4,,
Neal Johnson,neal johnson,,TE,12135,633.8,,
Je'Quan Burton,je quan burton,,WR,12144,487.0,245.0,
Gavin Hardison,gavin hardison,,QB,12149,671.7,365.0,
Jarius Wright,jarius wright,,WR,1215,535.0,,
Jarveon Howard,jarveon howard,,RB,12150,248.0,,
Julian Hicks,julian hicks,SEA,WR,12151,573.0,,
Messiah Swinson,messiah swinson,CLE,TE,12154,335.2,,
Spencer Sanders,spencer sanders,,QB,12165,,644.8,
Trey Potts,trey potts,,RB,12166,615.0,,
Zach Mathis,zach mathis,,WR,12168,614.3,,
Reggie Brown,reggie brown,,WR,12169,690.1,,
Jaaron Hayek,jaaron hayek,,WR,12170,664.8,272.0,
British Brooks,british brooks,HOU,RB,12171,390.3,668.9,
Jaxon Janke,jaxon janke,,WR,12173,666.5,,
Malcolm Epps,malcolm epps,,TE,12187,643.5,530.0,
Justin Strong,justin strong,,RB,12188,304.2,,
Xavier White,xavier white,,WR,12189,389.2,551.7,
Jason Bean,jason bean,,QB,12190,662.0,512.4,
Trent Pennix,trent pennix,,TE,12191,696.0,428.0,
John Paddock,john paddock,,QB,12197,674.0,672.3,
Cole Burgess,cole burgess,PIT,WR,12210,572.2,479.0,
Austin Stogner,austin stogner,,TE,12212,673.3,,
Kevin Foelsch,kevin foelsch,,TE,12215,643.4,,
Shawn Bowman,shawn bowman,ARI,TE,12217,638.2,698.2,
Jalen Jackson,jalen jackson,,RB,12218,244.0,501.8,
Joseph Scates,joseph scates,,WR,12222,685.1,,
David White,david white,,WR,12224,,519.0,
Lorenzo Lingard,lorenzo lingard,,RB,12226,618.0,,
Garrett Celek,garrett celek,,TE,1223,653.5,,
JJ Laap,jj laap,,WR,12231,455.1,606.8,
Marcus Riley,marcus riley,,WR,12235,623.6,,
Lincoln Sefcik,lincoln sefcik,,TE,12237,249.0,315.0,
Peewee Jarrett,peewee jarrett,,QB,12239,591.5,662.7,
DeAngelo Hardy,deangelo hardy,,WR,12244,615.1,,
Jelani Baker,jelani baker,,WR,12245,669.9,442.0,
Mike Rigerman,mike rigerman,,TE,12246,653.3,,
Riley Sharp,riley sharp,,TE,12250,653.3,,
Phillip Brooks,phillip brooks,,WR,12254,669.0,,
Baylor Cupp,baylor cupp,,TE,12256,646.7,275.0,
Taulia Tagovailoa,taulia tagovailoa,,QB,12259,690.4,669.5,
Mason Fairchild,mason fairchild,,TE,12260,621.0,,
Cole Beck,cole beck,,WR,12264,662.5,,
Qadir Ismail,qadir ismail,CHI,WR,12267,548.5,,
Colby Suits,colby suits,,QB,12268,636.5,397.0,
Andrew Peasley,andrew peasley,,QB,12270,651.4,445.0,
RJ Mobley,rj mobley,,WR,12276,682.7,,
John Matocha,john matocha,,QB,12277,678.0,422.0,
Jacob Sirmon,jacob sirmon,,QB,12278,650.0,,
Dimitri Stanley,dimitri stanley,,WR,12281,246.0,,
Dylan McDuffie,dylan mcduffie,,RB,12283,611.4,,
Michael Herzog,michael herzog,,RB,12284,678.7,,
Cade Peterson,cade peterson,,QB,12285,636.1,,
Mathieu Severance,mathieu severance,,RB,12288,485.7,,
Dakota Caton,dakota caton,,WR,12291,514.0,,
Kaylon Horton,kaylon horton,,WR,12296,601.2,,
Joshua Lingenfelter,joshua lingenfelter,,TE,12300,694.5,,
La'Damian Webb,la damian webb,,RB,12306,628.5,,
Samson Evans,samson evans,,RB,12308,439.8,,
Daniel George,daniel george,,WR,12311,413.9,533.4,
Beau Corrales,beau corrales,,WR,12314,552.0,,
Robert Turbin,robert turbin,,RB,1232,581.0,,
Treyton Pickering,treyton pickering,,TE,12320,428.7,412.9,
William Thompson,william thompson,,QB,12324,564.6,303.0,
Dakereon Joyner,dakereon joyner,,WR,12333,697.8,,
Russell Wilson,russell wilson,,QB,1234,694.8,662.3,
Alex Larson,alex larson,,TE,12340,664.0,,
Jeremy Moussa,jeremy moussa,,QB,12352,554.2,,
Treveyon Pratt,treveyon pratt,,WR,12355,470.8,667.8,
Jabari Small,jabari small,DET,RB,12356,491.0,,
Latreal Jones,latreal jones,,WR,12360,279.0,,
Aeneas Dennis,aeneas dennis,,QB,12361,669.0,,
Praise Olatoke,praise olatoke,,WR,12370,698.0,672.0,
Hayden Rucci,hayden rucci,JAX,TE,12389,466.0,,
Tanner Knue,tanner knue,,WR,12395,237.0,288.0,
Jadon Janke,jadon janke,,WR,12398,566.0,,
Ramon Jefferson,ramon jefferson,,RB,12402,684.0,359.7,
Michael Hiers,michael hiers,,QB,12408,682.0,323.0,
John Jackson,john jackson,,WR,12410,,548.0,
Hamze El-Zayat,hamze el zayat,,WR,12413,351.0,,
Ben Bryant,ben bryant,,QB,12433,678.3,,
Kairee Robinson,kairee robinson,,RB,12434,638.7,443.0,
