overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share
228,53,4,Jaylen Wright,RB,MIA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/feeuommtlmpvuxvtb1zt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/feeuommtlmpvuxvtb1zt",20.857142857142858,22.525714285714287,,,0.0,0.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0
229,91,5,Tre Harris,WR,LAC,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v5ofh8jggzo8rygtpwl7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v5ofh8jggzo8rygtpwl7",20.84600127492043,22.513681376914064,,,0.0,0.0,0.0,0.0,21.0,13.0,158.0,0.0,20.826160220755984
230,54,4,Sean Tucker,RB,TB,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wiarwjvy8p6bojlratp4","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wiarwjvy8p6bojlratp4",20.714285714285715,22.371428571428574,,,0.0,0.0,190.0,3.0,0.0,0.0,0.0,0.0,0.0
231,42,5,Deshaun Watson,QB,CLE,1.0,ACT,False,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn","https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",25.0,22.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,92,5,Jaylin Noel,WR,HOU,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ehlm8w4afdqoisx1e6as","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ehlm8w4afdqoisx1e6as",20.302770208402045,21.92699182507421,,,0.0,0.0,0.0,0.0,13.0,9.0,140.0,0.0,29.494620272779464
233,45,5,Noah Gray,TE,KC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bpmlguml8jth2rbdfyp5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bpmlguml8jth2rbdfyp5",22.951837023974687,21.574726802536205,,,0.0,0.0,0.0,0.0,16.0,7.0,48.0,0.0,10.759185119873438
234,93,5,Jalen McMillan,WR,TB,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s8tlj5wsi6cq8kjhp06v","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s8tlj5wsi6cq8kjhp06v",19.832094741416775,21.418662320730117,,,0.0,0.0,0.0,0.0,9.0,7.0,114.0,0.0,34.1412429378531
235,55,4,Tyjae Spears,RB,TEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pkly3nkohty1tuijtwty","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pkly3nkohty1tuijtwty",19.742857142857144,21.322285714285716,,,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0
236,46,5,Elijah Higgins,TE,ARI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qgvtaa0gekopg4ad6vqe","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qgvtaa0gekopg4ad6vqe",22.528541589623483,21.176829094246074,,,0.0,0.0,0.0,0.0,8.0,7.0,91.0,0.0,15.05937461478408
237,43,5,Tyrod Taylor,QB,GB,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/whpztm9akd7yefplp37r","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/whpztm9akd7yefplp37r",23.983333333333334,21.105333333333334,,,717.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,44,5,Carson Wentz,QB,MIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolixdvigc8axelug66","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolixdvigc8axelug66",22.955555555555556,20.20088888888889,,,1216.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,94,5,Isaac TeSlaa,WR,DET,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ducfhbiy2a8loytcjymn","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ducfhbiy2a8loytcjymn",18.63654136701517,20.127464676376384,,,0.0,0.0,0.0,0.0,7.0,4.0,52.0,1.0,20.43270683507584
240,45,5,Tyler Huntley,QB,BAL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fxyjf9d5qkwqjdd8ypvv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fxyjf9d5qkwqjdd8ypvv",22.405555555555555,19.71688888888889,,,361.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,56,5,Ray Davis,RB,BUF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xibwzhrl6q5xkgh3utug","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xibwzhrl6q5xkgh3utug",18.15714285714286,19.60971428571429,,,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0
242,46,5,Quinn Ewers,QB,JAX,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bbcwyjuhyijtqe7jo274","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bbcwyjuhyijtqe7jo274",22.16111111111111,19.50177777777778,,,569.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,57,5,Bam Knight,RB,ARI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjxnlzlnnwlfqayeybut","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjxnlzlnnwlfqayeybut",17.757142857142856,19.177714285714288,,,0.0,0.0,193.0,2.0,0.0,0.0,0.0,0.0,0.0
244,58,5,Malik Davis,RB,DAL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvranxxyt8qeihn8c2q9","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvranxxyt8qeihn8c2q9",17.47142857142857,18.869142857142858,,,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
245,95,5,Dyami Brown,WR,WAS,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/addv9eheok1jj7amfkpb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/addv9eheok1jj7amfkpb",17.397111506003846,18.788880426484155,,,0.0,0.0,0.0,0.0,19.0,10.0,95.0,1.0,25.92786522232693
246,59,5,Dylan Sampson,RB,CLE,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/den1hzzomdxfcsgk88o5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/den1hzzomdxfcsgk88o5",17.257142857142856,18.637714285714285,,,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
247,47,5,Jameis Winston,QB,NYG,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e5qyxnibbyawi0pvfpjl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e5qyxnibbyawi0pvfpjl",21.15,18.612,,,567.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,96,5,Jack Bech,WR,LV,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/feplgtl0x1svqen9szwv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/feplgtl0x1svqen9szwv",17.19149801615021,18.566817857442228,,,0.0,0.0,0.0,0.0,11.0,9.0,77.0,0.0,21.284413157674123
249,60,5,Samaje Perine,RB,CIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fllwhcdovol5i7xxahf6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fllwhcdovol5i7xxahf6",17.15714285714286,18.529714285714288,,,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
250,48,5,Mason Rudolph,QB,PIT,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oadtxde6hxz1jgrs618o","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oadtxde6hxz1jgrs618o",20.855555555555554,18.352888888888888,,,298.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,61,5,Chris Brooks,RB,GB,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ityat7ltppdxe9t0imjd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ityat7ltppdxe9t0imjd",16.87142857142857,18.22114285714286,,,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
252,47,5,Brock Wright,TE,DET,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghmaeofuj87fm97yhvcp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghmaeofuj87fm97yhvcp",19.014083564886285,17.873238550993108,,,0.0,0.0,0.0,0.0,7.0,2.0,8.0,0.0,5.6537511577647495
253,49,5,Riley Leonard,QB,IND,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/okxcrf19ylc0hwfefmwl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/okxcrf19ylc0hwfefmwl",20.305555555555557,17.86888888888889,,,415.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,62,5,George Holani,RB,SEA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pgwvv5qhcmnwf3tomy1a","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pgwvv5qhcmnwf3tomy1a",16.385714285714286,17.69657142857143,,,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
255,97,5,Kevin Austin Jr.,WR,NO,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fh2yaqaxkornxeb7d9ie","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fh2yaqaxkornxeb7d9ie",16.08294977278414,17.369585754606874,,,0.0,0.0,0.0,0.0,19.0,11.0,122.0,1.0,17.280133479305317
256,66,5,Emmett Johnson,RB,KC,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avdz4njz1slqn7ktqcuq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avdz4njz1slqn7ktqcuq",16.0,17.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,98,5,KC Concepcion,WR,CLE,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztdyzyngqr1pexyghlt3","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztdyzyngqr1pexyghlt3",16.0,17.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,69,5,Kaelon Black,RB,SF,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwgkzr1ysr32jc79zfnt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwgkzr1ysr32jc79zfnt",16.0,17.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,68,5,Braelon Allen,RB,NYJ,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fmpzgmfjmcbrv1gmqbdn","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fmpzgmfjmcbrv1gmqbdn",16.0,17.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,65,5,Seth McGowan,RB,IND,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qkwvvygwu9pan88sivzb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qkwvvygwu9pan88sivzb",16.0,17.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,63,5,Justice Hill,RB,BAL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fuodbrwvianete2gy5ag","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fuodbrwvianete2gy5ag",16.0,17.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,64,5,Jonathon Brooks,RB,CAR,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txl39rwjrs2fkm1shtxh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txl39rwjrs2fkm1shtxh",16.0,17.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,67,5,Keaton Mitchell,RB,LAC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztciwwpbyaffmckwrzdk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztciwwpbyaffmckwrzdk",16.0,17.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,99,5,Kalif Raymond,WR,CHI,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpdv6dm0almcbjdppizx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpdv6dm0almcbjdppizx",15.179249550232205,16.39358951425078,,,0.0,0.0,0.0,0.0,5.0,4.0,62.0,1.0,4.877016981930257
265,48,5,Tanner Hudson,TE,CIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyl2bpjw0vy4idcseama","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyl2bpjw0vy4idcseama",16.92942997469015,15.91366417620874,,,0.0,0.0,0.0,0.0,10.0,7.0,26.0,1.0,8.980483206784083
266,100,5,Lil'Jordan Humphrey,WR,DEN,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otxrvkflhixz9akhmfqq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otxrvkflhixz9akhmfqq",14.526274163647408,15.688376096739201,,,0.0,0.0,0.0,0.0,13.0,6.0,78.0,0.0,35.38137081823703
267,101,5,Isaiah Bond,WR,CLE,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/piv889pkizjvgrtpfkxm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/piv889pkizjvgrtpfkxm",14.520832694894892,15.682499310486484,,,0.0,0.0,0.0,0.0,18.0,7.0,96.0,0.0,27.719548089859074
268,102,5,Jaylin Lane,WR,WAS,7.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fa5ufxqxs3hzioih3cfb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fa5ufxqxs3hzioih3cfb",14.385111629190604,15.535920559525852,,,0.0,0.0,0.0,0.0,11.0,6.0,89.0,0.0,36.329404299799165
269,103,5,Xavier Restrepo,WR,TEN,6.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w4onu90fxjmlkmkchcg1","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w4onu90fxjmlkmkchcg1",14.048990806840944,15.172910071388221,,,0.0,0.0,0.0,0.0,6.0,2.0,26.0,0.0,45.74495403420472
270,60,5,Josh Oliver,TE,MIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/awdb5xedlbq0ebpptgzb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/awdb5xedlbq0ebpptgzb",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,63,5,Johnny Mundt,TE,PHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbsnomwbzavt5124vvaz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbsnomwbzavt5124vvaz",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,62,5,Kenyon Sadiq,TE,NYJ,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnswulwto4yqkgmugoiq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnswulwto4yqkgmugoiq",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,59,5,Will Kacmarek,TE,MIA,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erqascuieblamkhf2vbs","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erqascuieblamkhf2vbs",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,49,5,Charlie Woerner,TE,ATL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tuzldnhk23mvsapfejqd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tuzldnhk23mvsapfejqd",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,66,5,Daniel Bellinger,TE,TEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvabdu88h2cvroeygabo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvabdu88h2cvroeygabo",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,50,5,Durham Smythe,TE,BAL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pwcuy1ntmris98x8xmxi","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pwcuy1ntmris98x8xmxi",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,58,5,Nate Boerkircher,TE,JAX,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bxglkvzpx2y40u25xaso","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bxglkvzpx2y40u25xaso",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,51,5,Mitchell Evans,TE,CAR,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yruhsxdnyfaa7iswn1dp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yruhsxdnyfaa7iswn1dp",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,65,5,Payne Durham,TE,TB,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/emibbexzjbzvopbvo1at","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/emibbexzjbzvopbvo1at",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,52,5,Drew Sample,TE,CIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mmxrr2k7gdfowqpyxtr7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mmxrr2k7gdfowqpyxtr7",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,54,5,Brevyn Spann-Ford,TE,DAL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sko2pmuqociwa92ep1ad","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sko2pmuqociwa92ep1ad",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,64,5,Eric Saubert,TE,SEA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/czzieyox5rht6ae3g5tx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/czzieyox5rht6ae3g5tx",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,55,5,Adam Trautman,TE,DEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bqsgkwkfolczyrxmdp1j","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bqsgkwkfolczyrxmdp1j",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,56,5,Foster Moreau,TE,HOU,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/daymhftrwf00siu0iviy","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/daymhftrwf00siu0iviy",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,67,5,John Bates,TE,WAS,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqaiwpind6kk4ns4acql","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqaiwpind6kk4ns4acql",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,53,5,Blake Whiteheart,TE,CLE,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/senw8edxu2ovkg1dbdxs","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/senw8edxu2ovkg1dbdxs",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,61,5,Eli Raridon,TE,NE,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tglrg0yek3kwrt8rqz5t","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tglrg0yek3kwrt8rqz5t",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,57,5,Mo Alie-Cox,TE,IND,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivdxijcqlhfwsydxh6ox","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivdxijcqlhfwsydxh6ox",16.0,15.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,70,5,Kendre Miller,RB,NO,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vclaomtslw55smksopku","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vclaomtslw55smksopku",13.514285714285714,14.595428571428572,,,0.0,0.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0
290,104,5,Tim Patrick,WR,NYJ,5.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hw06t7n00cfpt7euljza","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hw06t7n00cfpt7euljza",13.3469302840722,14.414684706797978,,,0.0,0.0,0.0,0.0,6.0,5.0,78.0,1.0,23.234651420361008
291,105,5,Isaiah Williams,WR,NYJ,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rj2etltwzmlxyz1cfkeo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rj2etltwzmlxyz1cfkeo",13.30269894076927,14.366914856030812,,,0.0,0.0,0.0,0.0,19.0,15.0,107.0,0.0,19.53272547307712
292,106,5,Ashton Dulin,WR,IND,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ux55cx0r9iwqwmfmaip6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ux55cx0r9iwqwmfmaip6",13.133201461315624,14.183857578220874,,,0.0,0.0,0.0,0.0,5.0,2.0,55.0,0.0,40.18523807580888
293,59,5,Kyle McCord,QB,MIA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smdh2mmu457aammcblth","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smdh2mmu457aammcblth",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,58,5,Fernando Mendoza,QB,LV,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umygvel2pumkyvxt3jm9","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/umygvel2pumkyvxt3jm9",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,50,5,Gardner Minshew,QB,ARI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knlacyr7rqfkcxiriudj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knlacyr7rqfkcxiriudj",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,62,5,Drew Lock,QB,SEA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vdixnkk1uglfpwowalf8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vdixnkk1uglfpwowalf8",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,51,5,Kyle Allen,QB,BUF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s3vbqdcoc6oc6yh460v9","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s3vbqdcoc6oc6yh460v9",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,56,5,Joshua Dobbs,QB,DET,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/twaqqjexyi0vgyfbvzis","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/twaqqjexyi0vgyfbvzis",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,53,5,Joe Milton III,QB,DAL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsj9lobse1gxzanf39dt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tsj9lobse1gxzanf39dt",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,63,5,Jalon Daniels,QB,TB,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwhfl6i5drktwjvslfpn","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwhfl6i5drktwjvslfpn",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,55,5,Jarrett Stidham,QB,DEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzdn86skeienyyqxyiuw","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uzdn86skeienyyqxyiuw",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,52,5,Tyson Bagent,QB,CHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ymimvligfyrucu0v3p6a","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ymimvligfyrucu0v3p6a",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,57,5,Stetson Bennett,QB,LA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s0eo3fstv6rkitzbefzu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s0eo3fstv6rkitzbefzu",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,60,5,Tommy DeVito,QB,NE,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hb3m2zbfb5aprw6vdqx8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hb3m2zbfb5aprw6vdqx8",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,54,5,Sam Howell,QB,DAL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sx77bippywnl0dx6m8q9","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sx77bippywnl0dx6m8q9",16.0,14.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
