year,team,conference,elo,source_year
2021,Hawai'i,Mountain West,1398,2021
2021,Houston,American Athletic,1680,2021
2021,Illinois,Big Ten,1495,2021
2021,Indiana,Big Ten,1245,2021
2021,Iowa,Big Ten,1687,2021
2021,Iowa State,Big 12,1919,2021
2021,Kansas,Big 12,1041,2021
2021,Kansas State,Big 12,1675,2021
2021,Kent State,Mid-American,1261,2021
2021,Kentucky,SEC,1756,2021
2021,Liberty,FBS Independents,1651,2021
2021,Louisiana,Sun Belt,1831,2021
2021,Louisiana Tech,Conference USA,1202,2021
2021,Louisville,ACC,1602,2021
2021,LSU,SEC,1557,2021
2021,Marshall,Conference USA,1573,2021
2021,Maryland,Big Ten,1495,2021
2021,Massachusetts,FBS Independents,804,2021
2021,Memphis,American Athletic,1485,2021
2021,Miami,ACC,1606,2021
2021,Miami (OH),Mid-American,1525,2021
2021,Michigan,Big Ten,2022,2021
2021,Michigan State,Big Ten,1595,2021
2021,Middle Tennessee,Conference USA,1418,2021
2021,Minnesota,Big Ten,1709,2021
2021,Mississippi State,SEC,1530,2021
2021,Missouri,SEC,1356,2021
2021,Navy,American Athletic,1355,2021
2021,NC State,ACC,1699,2021
2021,Nebraska,Big Ten,1704,2021
2021,Nevada,Mountain West,1597,2021
2021,New Mexico,Mountain West,1094,2021
2021,New Mexico State,FBS Independents,1027,2021
2021,North Carolina,ACC,1583,2021
2021,Northern Illinois,Mid-American,1314,2021
2021,North Texas,Conference USA,1389,2021
2021,Northwestern,Big Ten,1292,2021
2021,Notre Dame,FBS Independents,1990,2021
2021,Ohio,Mid-American,1303,2021
2021,Ohio State,Big Ten,2149,2021
2021,Oklahoma,Big 12,1874,2021
2021,Oklahoma State,Big 12,1913,2021
2021,Old Dominion,Conference USA,1335,2021
2021,Ole Miss,SEC,1737,2021
2021,Oregon,Pac-12,1611,2021
2021,Oregon State,Pac-12,1567,2021
2021,Penn State,Big Ten,1755,2021
2021,Pittsburgh,ACC,1751,2021
2021,Purdue,Big Ten,1703,2021
2021,Rice,Conference USA,1118,2021
2021,Rutgers,Big Ten,1298,2021
2021,San Diego State,Mountain West,1553,2021
2021,San José State,Mountain West,1258,2021
2021,SMU,American Athletic,1611,2021
2021,South Alabama,Sun Belt,1277,2021
2021,South Carolina,SEC,1480,2021
2021,Southern Miss,Conference USA,1150,2021
2021,South Florida,American Athletic,1176,2021
2021,Stanford,Pac-12,1283,2021
2021,Syracuse,ACC,1358,2021
2021,TCU,Big 12,1405,2021
2021,Temple,American Athletic,902,2021
2021,Tennessee,SEC,1711,2021
2021,Texas,Big 12,1700,2021
2021,Texas A&M,SEC,1813,2021
2021,Texas State,Sun Belt,1155,2021
2021,Texas Tech,Big 12,1554,2021
2021,Toledo,Mid-American,1552,2021
2021,Troy,Sun Belt,1271,2021
2021,Tulane,American Athletic,1416,2021
2021,Tulsa,American Athletic,1503,2021
2021,UAB,Conference USA,1570,2021
2021,UCF,American Athletic,1604,2021
2021,UCLA,Pac-12,1751,2021
2021,UConn,FBS Independents,926,2021
2021,UL Monroe,Sun Belt,1061,2021
2021,UNLV,Mountain West,1201,2021
2021,USC,Pac-12,1481,2021
2021,Utah,Pac-12,1935,2021
2021,Utah State,Mountain West,1599,2021
2021,UTEP,Conference USA,1290,2021
2021,UTSA,Conference USA,1518,2021
2021,Vanderbilt,SEC,1084,2021
2021,Virginia,ACC,1539,2021
2021,Virginia Tech,ACC,1369,2021
2021,Wake Forest,ACC,1711,2021
2021,Washington,Pac-12,1555,2021
2021,Washington State,Pac-12,1635,2021
2021,Western Kentucky,Conference USA,1776,2021
2021,Western Michigan,Mid-American,1557,2021
2021,West Virginia,Big 12,1485,2021
2021,Wisconsin,Big Ten,1864,2021
2021,Wyoming,Mountain West,1496,2021
2022,Air Force,Mountain West,1768,2022
2022,Akron,Mid-American,1154,2022
2022,Alabama,SEC,2181,2022
2022,App State,Sun Belt,1593,2022
2022,Arizona,Pac-12,1374,2022
2022,Arizona State,Pac-12,1446,2022
2022,Arkansas,SEC,1686,2022
2022,Arkansas State,Sun Belt,1134,2022
2022,Army,FBS Independents,1499,2022
2022,Auburn,SEC,1596,2022
2022,Ball State,Mid-American,1290,2022
2022,Baylor,Big 12,1672,2022
2022,Boise State,Mountain West,1712,2022
2022,Boston College,ACC,1222,2022
2022,Bowling Green,Mid-American,1126,2022
2022,Buffalo,Mid-American,1386,2022
2022,BYU,FBS Independents,1526,2022
2022,California,Pac-12,1406,2022
2022,Central Michigan,Mid-American,1306,2022
2022,Charlotte,Conference USA,1081,2022
2022,Cincinnati,American Athletic,1690,2022
2022,Clemson,ACC,1843,2022
2022,Coastal Carolina,Sun Belt,1344,2022
2022,Colorado,Pac-12,986,2022
2022,Colorado State,Mountain West,1252,2022
2022,Duke,ACC,1527,2022
2022,East Carolina,American Athletic,1509,2022
2022,Eastern Michigan,Mid-American,1400,2022
2022,Florida,SEC,1581,2022
2022,Florida Atlantic,Conference USA,1387,2022
2022,Florida International,Conference USA,859,2022
2022,Florida State,ACC,1848,2022
2022,Fresno State,Mountain West,1766,2022
2022,Georgia,SEC,2300,2022
2022,Georgia Southern,Sun Belt,1377,2022
2022,Georgia State,Sun Belt,1486,2022
2022,Georgia Tech,ACC,1272,2022
2022,Hawai'i,Mountain West,1120,2022
2022,Houston,American Athletic,1619,2022
2022,Illinois,Big Ten,1749,2022
2022,Indiana,Big Ten,1332,2022
2022,Iowa,Big Ten,1748,2022
2022,Iowa State,Big 12,1554,2022
2022,James Madison,Sun Belt,1659,2022
2022,Kansas,Big 12,1373,2022
2022,Kansas State,Big 12,1861,2022
2022,Kent State,Mid-American,1345,2022
2022,Kentucky,SEC,1606,2022
2022,Liberty,FBS Independents,1413,2022
2022,Louisiana,Sun Belt,1556,2022
2022,Louisiana Tech,Conference USA,1127,2022
2022,Louisville,ACC,1753,2022
2022,LSU,SEC,1871,2022
2022,Marshall,Sun Belt,1563,2022
2022,Maryland,Big Ten,1645,2022
2022,Massachusetts,FBS Independents,861,2022
2022,Memphis,American Athletic,1568,2022
2022,Miami,ACC,1316,2022
2022,Miami (OH),Mid-American,1380,2022
2022,Michigan,Big Ten,2124,2022
2022,Michigan State,Big Ten,1550,2022
2022,Middle Tennessee,Conference USA,1373,2022
2022,Minnesota,Big Ten,1758,2022
2022,Mississippi State,SEC,1694,2022
2022,Missouri,SEC,1470,2022
2022,Navy,American Athletic,1457,2022
2022,NC State,ACC,1586,2022
2022,Nebraska,Big Ten,1532,2022
2022,Nevada,Mountain West,1236,2022
2022,New Mexico,Mountain West,1031,2022
2022,New Mexico State,FBS Independents,1233,2022
2022,North Carolina,ACC,1559,2022
2022,Northern Illinois,Mid-American,1207,2022
2022,North Texas,Conference USA,1458,2022
2022,Northwestern,Big Ten,1257,2022
2022,Notre Dame,FBS Independents,1850,2022
2022,Ohio,Mid-American,1474,2022
2022,Ohio State,Big Ten,2107,2022
2022,Oklahoma,Big 12,1662,2022
2022,Oklahoma State,Big 12,1545,2022
2022,Old Dominion,Sun Belt,1314,2022
2022,Ole Miss,SEC,1634,2022
2022,Oregon,Pac-12,1724,2022
2022,Oregon State,Pac-12,1793,2022
2022,Penn State,Big Ten,2000,2022
2022,Pittsburgh,ACC,1687,2022
2022,Purdue,Big Ten,1460,2022
2022,Rice,Conference USA,1057,2022
2022,Rutgers,Big Ten,1182,2022
2022,San Diego State,Mountain West,1483,2022
2022,San José State,Mountain West,1444,2022
2022,SMU,American Athletic,1504,2022
2022,South Alabama,Sun Belt,1485,2022
2022,South Carolina,SEC,1620,2022
2022,Southern Miss,Sun Belt,1305,2022
2022,South Florida,American Athletic,1130,2022
2022,Stanford,Pac-12,1237,2022
2022,Syracuse,ACC,1464,2022
2022,TCU,Big 12,1729,2022
2022,Temple,American Athletic,1144,2022
2022,Tennessee,SEC,2000,2022
2022,Texas,Big 12,1900,2022
2022,Texas A&M,SEC,1629,2022
2022,Texas State,Sun Belt,1191,2022
2022,Texas Tech,Big 12,1633,2022
2022,Toledo,Mid-American,1495,2022
2022,Troy,Sun Belt,1585,2022
2022,Tulane,American Athletic,1710,2022
2022,Tulsa,American Athletic,1378,2022
2022,UAB,Conference USA,1515,2022
2022,UCF,American Athletic,1551,2022
2022,UCLA,Pac-12,1684,2022
2022,UConn,FBS Independents,1141,2022
2022,UL Monroe,Sun Belt,1117,2022
2022,UNLV,Mountain West,1275,2022
2022,USC,Pac-12,1745,2022
2022,Utah,Pac-12,1915,2022
2022,Utah State,Mountain West,1343,2022
2022,UTEP,Conference USA,1304,2022
2022,UTSA,Conference USA,1658,2022
2022,Vanderbilt,SEC,1234,2022
2022,Virginia,ACC,1340,2022
2022,Virginia Tech,ACC,1318,2022
2022,Wake Forest,ACC,1663,2022
2022,Washington,Pac-12,1760,2022
2022,Washington State,Pac-12,1587,2022
2022,Western Kentucky,Conference USA,1693,2022
2022,Western Michigan,Mid-American,1301,2022
2022,West Virginia,Big 12,1408,2022
2022,Wisconsin,Big Ten,1706,2022
2022,Wyoming,Mountain West,1364,2022
2023,Air Force,Mountain West,1608,2023
2023,Akron,Mid-American,1068,2023
2023,Alabama,SEC,2032,2023
2023,App State,Sun Belt,1617,2023
2023,Arizona,Pac-12,1822,2023
2023,Arizona State,Pac-12,1283,2023
2023,Arkansas,SEC,1431,2023
2023,Arkansas State,Sun Belt,1359,2023
2023,Army,FBS Independents,1388,2023
2023,Auburn,SEC,1585,2023
2023,Ball State,Mid-American,1262,2023
2023,Baylor,Big 12,1384,2023
2023,Boise State,Mountain West,1690,2023
2023,Boston College,ACC,1345,2023
2023,Bowling Green,Mid-American,1397,2023
2023,Buffalo,Mid-American,1286,2023
2023,BYU,Big 12,1364,2023
2023,California,Pac-12,1475,2023
2023,Central Michigan,Mid-American,1250,2023
2023,Charlotte,American Athletic,1055,2023
2023,Cincinnati,Big 12,1342,2023
2023,Clemson,ACC,1764,2023
2023,Coastal Carolina,Sun Belt,1423,2023
2023,Colorado,Pac-12,1237,2023
2023,Colorado State,Mountain West,1276,2023
2023,Duke,ACC,1654,2023
2023,East Carolina,American Athletic,1356,2023
2023,Eastern Michigan,Mid-American,1181,2023
2023,Florida,SEC,1594,2023
2023,Florida Atlantic,American Athletic,1383,2023
2023,Florida International,Conference USA,997,2023
2023,Florida State,ACC,1789,2023
2023,Fresno State,Mountain West,1588,2023
2023,Georgia,SEC,2273,2023
2023,Georgia Southern,Sun Belt,1326,2023
2023,Georgia State,Sun Belt,1375,2023
2023,Georgia Tech,ACC,1496,2023
2023,Hawai'i,Mountain West,1091,2023
2023,Houston,Big 12,1421,2023
2023,Illinois,Big Ten,1504,2023
2023,Indiana,Big Ten,1343,2023
2023,Iowa,Big Ten,1575,2023
2023,Iowa State,Big 12,1669,2023
2023,Jacksonville State,Conference USA,1558,2023
2023,James Madison,Sun Belt,1787,2023
2023,Kansas,Big 12,1679,2023
2023,Kansas State,Big 12,1942,2023
2023,Kent State,Mid-American,987,2023
2023,Kentucky,SEC,1641,2023
2023,Liberty,Conference USA,1609,2023
2023,Louisiana,Sun Belt,1494,2023
2023,Louisiana Tech,Conference USA,1119,2023
2023,Louisville,ACC,1688,2023
2023,LSU,SEC,1985,2023
2023,Marshall,Sun Belt,1360,2023
2023,Maryland,Big Ten,1695,2023
2023,Massachusetts,FBS Independents,962,2023
2023,Memphis,American Athletic,1604,2023
2023,Miami,ACC,1580,2023
2023,Miami (OH),Mid-American,1509,2023
2023,Michigan,Big Ten,2210,2023
2023,Michigan State,Big Ten,1338,2023
2023,Middle Tennessee,Conference USA,1351,2023
2023,Minnesota,Big Ten,1488,2023
2023,Mississippi State,SEC,1421,2023
2023,Missouri,SEC,1866,2023
2023,Navy,American Athletic,1302,2023
2023,NC State,ACC,1660,2023
2023,Nebraska,Big Ten,1511,2023
2023,Nevada,Mountain West,1083,2023
2023,New Mexico,Mountain West,1102,2023
2023,New Mexico State,Conference USA,1399,2023
2023,North Carolina,ACC,1569,2023
2023,Northern Illinois,Mid-American,1420,2023
2023,North Texas,American Athletic,1369,2023
2023,Northwestern,Big Ten,1498,2023
2023,Notre Dame,FBS Independents,2077,2023
2023,Ohio,Mid-American,1533,2023
2023,Ohio State,Big Ten,2065,2023
2023,Oklahoma,Big 12,1930,2023
2023,Oklahoma State,Big 12,1533,2023
2023,Old Dominion,Sun Belt,1359,2023
2023,Ole Miss,SEC,1737,2023
2023,Oregon,Pac-12,2106,2023
2023,Oregon State,Pac-12,1722,2023
2023,Penn State,Big Ten,2000,2023
2023,Pittsburgh,ACC,1404,2023
2023,Purdue,Big Ten,1489,2023
2023,Rice,American Athletic,1294,2023
2023,Rutgers,Big Ten,1441,2023
2023,Sam Houston,Conference USA,1332,2023
2023,San Diego State,Mountain West,1375,2023
2023,San José State,Mountain West,1566,2023
2023,SMU,American Athletic,1785,2023
2023,South Alabama,Sun Belt,1725,2023
2023,South Carolina,SEC,1594,2023
2023,Southern Miss,Sun Belt,1164,2023
2023,South Florida,American Athletic,1413,2023
2023,Stanford,Pac-12,1180,2023
2023,Syracuse,ACC,1246,2023
2023,TCU,Big 12,1631,2023
2023,Temple,American Athletic,1017,2023
2023,Tennessee,SEC,1877,2023
2023,Texas,Big 12,2025,2023
2023,Texas A&M,SEC,1772,2023
2023,Texas State,Sun Belt,1349,2023
2023,Texas Tech,Big 12,1562,2023
2023,Toledo,Mid-American,1539,2023
2023,Troy,Sun Belt,1736,2023
2023,Tulane,American Athletic,1598,2023
2023,Tulsa,American Athletic,1122,2023
2023,UAB,American Athletic,1295,2023
2023,UCF,Big 12,1617,2023
2023,UCLA,Pac-12,1602,2023
2023,UConn,FBS Independents,1096,2023
2023,UL Monroe,Sun Belt,985,2023
2023,UNLV,Mountain West,1494,2023
2023,USC,Pac-12,1723,2023
2023,Utah,Pac-12,1684,2023
2023,Utah State,Mountain West,1269,2023
2023,UTEP,Conference USA,1195,2023
2023,UTSA,American Athletic,1647,2023
2023,Vanderbilt,SEC,1176,2023
2023,Virginia,ACC,1216,2023
2023,Virginia Tech,ACC,1657,2023
2023,Wake Forest,ACC,1397,2023
2023,Washington,Pac-12,1879,2023
2023,Washington State,Pac-12,1546,2023
2023,Western Kentucky,Conference USA,1449,2023
2023,Western Michigan,Mid-American,1223,2023
2023,West Virginia,Big 12,1611,2023
2023,Wisconsin,Big Ten,1631,2023
2023,Wyoming,Mountain West,1494,2023
2024,Air Force,Mountain West,1407,2024
2024,Akron,Mid-American,1118,2024
2024,Alabama,SEC,1986,2024
2024,App State,Sun Belt,1393,2024
2024,Arizona,Big 12,1307,2024
2024,Arizona State,Big 12,1801,2024
2024,Arkansas,SEC,1611,2024
2024,Arkansas State,Sun Belt,1267,2024
2024,Army,American Athletic,1661,2024
2024,Auburn,SEC,1611,2024
2024,Ball State,Mid-American,1086,2024
2024,Baylor,Big 12,1656,2024
2024,Boise State,Mountain West,1764,2024
2024,Boston College,ACC,1513,2024
2024,Bowling Green,Mid-American,1442,2024
2024,Buffalo,Mid-American,1374,2024
2024,BYU,Big 12,1717,2024
2024,California,ACC,1529,2024
2024,Central Michigan,Mid-American,1103,2024
2024,Charlotte,American Athletic,1131,2024
2024,Cincinnati,Big 12,1463,2024
2024,Clemson,ACC,1807,2024
2024,Coastal Carolina,Sun Belt,1319,2024
2024,Colorado,Big 12,1701,2024
2024,Colorado State,Mountain West,1324,2024
2024,Duke,ACC,1540,2024
2024,East Carolina,American Athletic,1403,2024
2024,Eastern Michigan,Mid-American,1175,2024
2024,Florida,SEC,1767,2024
2024,Florida Atlantic,American Athletic,1217,2024
2024,Florida International,Conference USA,1308,2024
2024,Florida State,ACC,1363,2024
2024,Fresno State,Mountain West,1485,2024
2024,Georgia,SEC,1998,2024
2024,Georgia Southern,Sun Belt,1436,2024
2024,Georgia State,Sun Belt,1247,2024
2024,Georgia Tech,ACC,1554,2024
2024,Hawai'i,Mountain West,1136,2024
2024,Houston,Big 12,1313,2024
2024,Illinois,Big Ten,1618,2024
2024,Indiana,Big Ten,1951,2024
2024,Iowa,Big Ten,1774,2024
2024,Iowa State,Big 12,1675,2024
2024,Jacksonville State,Conference USA,1726,2024
2024,James Madison,Sun Belt,1691,2024
2024,Kansas,Big 12,1625,2024
2024,Kansas State,Big 12,1754,2024
2024,Kennesaw State,Conference USA,1150,2024
2024,Kent State,Mid-American,760,2024
2024,Kentucky,SEC,1498,2024
2024,Liberty,Conference USA,1503,2024
2024,Louisiana,Sun Belt,1462,2024
2024,Louisiana Tech,Conference USA,1346,2024
2024,Louisville,ACC,1809,2024
2024,LSU,SEC,1827,2024
2024,Marshall,Sun Belt,1611,2024
2024,Maryland,Big Ten,1407,2024
2024,Massachusetts,FBS Independents,1040,2024
2024,Memphis,American Athletic,1657,2024
2024,Miami,ACC,1855,2024
2024,Miami (OH),Mid-American,1543,2024
2024,Michigan,Big Ten,1909,2024
2024,Michigan State,Big Ten,1303,2024
2024,Middle Tennessee,Conference USA,1093,2024
2024,Minnesota,Big Ten,1674,2024
2024,Mississippi State,SEC,1369,2024
2024,Missouri,SEC,1711,2024
2024,Navy,American Athletic,1565,2024
2024,NC State,ACC,1502,2024
2024,Nebraska,Big Ten,1537,2024
2024,Nevada,Mountain West,1192,2024
2024,New Mexico,Mountain West,1247,2024
2024,New Mexico State,Conference USA,1120,2024
2024,North Carolina,ACC,1496,2024
2024,Northern Illinois,Mid-American,1455,2024
2024,North Texas,American Athletic,1367,2024
2024,Northwestern,Big Ten,1397,2024
2024,Notre Dame,FBS Independents,2154,2024
2024,Ohio,Mid-American,1682,2024
2024,Ohio State,Big Ten,2211,2024
2024,Oklahoma,SEC,1725,2024
2024,Oklahoma State,Big 12,1251,2024
2024,Old Dominion,Sun Belt,1471,2024
2024,Ole Miss,SEC,2007,2024
2024,Oregon,Big Ten,2040,2024
2024,Oregon State,Pac-12,1359,2024
2024,Penn State,Big Ten,2063,2024
2024,Pittsburgh,ACC,1456,2024
2024,Purdue,Big Ten,1061,2024
2024,Rice,American Athletic,1239,2024
2024,Rutgers,Big Ten,1533,2024
2024,Sam Houston,Conference USA,1428,2024
2024,San Diego State,Mountain West,1228,2024
2024,San José State,Mountain West,1477,2024
2024,SMU,ACC,1826,2024
2024,South Alabama,Sun Belt,1583,2024
2024,South Carolina,SEC,1810,2024
2024,Southern Miss,Sun Belt,929,2024
2024,South Florida,American Athletic,1434,2024
2024,Stanford,ACC,1175,2024
2024,Syracuse,ACC,1499,2024
2024,TCU,Big 12,1700,2024
2024,Temple,American Athletic,1038,2024
2024,Tennessee,SEC,1915,2024
2024,Texas,SEC,2042,2024
2024,Texas A&M,SEC,1762,2024
2024,Texas State,Sun Belt,1640,2024
2024,Texas Tech,Big 12,1607,2024
2024,Toledo,Mid-American,1431,2024
2024,Troy,Sun Belt,1464,2024
2024,Tulane,American Athletic,1674,2024
2024,Tulsa,American Athletic,812,2024
2024,UAB,American Athletic,1229,2024
2024,UCF,Big 12,1557,2024
2024,UCLA,Big Ten,1488,2024
2024,UConn,FBS Independents,1432,2024
2024,UL Monroe,Sun Belt,1172,2024
2024,UNLV,Mountain West,1679,2024
2024,USC,Big Ten,1765,2024
2024,Utah,Big 12,1563,2024
2024,Utah State,Mountain West,1362,2024
2024,UTEP,Conference USA,1111,2024
2024,UTSA,American Athletic,1544,2024
2024,Vanderbilt,SEC,1496,2024
2024,Virginia,ACC,1356,2024
2024,Virginia Tech,ACC,1647,2024
2024,Wake Forest,ACC,1346,2024
2024,Washington,Big Ten,1628,2024
2024,Washington State,Pac-12,1531,2024
2024,Western Kentucky,Conference USA,1364,2024
2024,Western Michigan,Mid-American,1268,2024
2024,West Virginia,Big 12,1455,2024
2024,Wisconsin,Big Ten,1554,2024
2024,Wyoming,Mountain West,1301,2024
2025,Air Force,Mountain West,1386,2025
2025,Akron,Mid-American,1101,2025
2025,Alabama,SEC,1857,2025
2025,App State,Sun Belt,1216,2025
2025,Arizona,Big 12,1688,2025
2025,Arizona State,Big 12,1609,2025
2025,Arkansas,SEC,1571,2025
2025,Arkansas State,Sun Belt,1317,2025
2025,Army,American Athletic,1589,2025
2025,Auburn,SEC,1670,2025
2025,Ball State,Mid-American,1010,2025
2025,Baylor,Big 12,1509,2025
2025,Boise State,Mountain West,1594,2025
2025,Boston College,ACC,1359,2025
2025,Bowling Green,Mid-American,1260,2025
2025,Buffalo,Mid-American,1298,2025
2025,BYU,Big 12,1750,2025
2025,California,ACC,1360,2025
2025,Central Michigan,Mid-American,1232,2025
2025,Charlotte,American Athletic,1023,2025
2025,Cincinnati,Big 12,1471,2025
2025,Clemson,ACC,1755,2025
2025,Coastal Carolina,Sun Belt,1163,2025
2025,Colorado,Big 12,1344,2025
2025,Colorado State,Mountain West,1155,2025
2025,Delaware,Conference USA,1356,2025
2025,Duke,ACC,1622,2025
2025,East Carolina,American Athletic,1593,2025
2025,Eastern Michigan,Mid-American,1239,2025
2025,Florida,SEC,1593,2025
2025,Florida Atlantic,American Athletic,1178,2025
2025,Florida International,Conference USA,1324,2025
2025,Florida State,ACC,1556,2025
2025,Fresno State,Mountain West,1548,2025
2025,Georgia,SEC,2057,2025
2025,Georgia Southern,Sun Belt,1314,2025
2025,Georgia State,Sun Belt,1112,2025
2025,Georgia Tech,ACC,1595,2025
2025,Hawai'i,Mountain West,1459,2025
2025,Houston,Big 12,1512,2025
2025,Illinois,Big Ten,1595,2025
2025,Indiana,Big Ten,2346,2025
2025,Iowa,Big Ten,1937,2025
2025,Iowa State,Big 12,1629,2025
2025,Jacksonville State,Conference USA,1491,2025
2025,James Madison,Sun Belt,1905,2025
2025,Kansas,Big 12,1516,2025
2025,Kansas State,Big 12,1674,2025
2025,Kennesaw State,Conference USA,1310,2025
2025,Kent State,Mid-American,1001,2025
2025,Kentucky,SEC,1465,2025
2025,Liberty,Conference USA,1441,2025
2025,Louisiana,Sun Belt,1334,2025
2025,Louisiana Tech,Conference USA,1431,2025
2025,Louisville,ACC,1749,2025
2025,LSU,SEC,1675,2025
2025,Marshall,Sun Belt,1468,2025
2025,Maryland,Big Ten,1387,2025
2025,Massachusetts,Mid-American,718,2025
2025,Memphis,American Athletic,1540,2025
2025,Miami,ACC,2014,2025
2025,Miami (OH),Mid-American,1400,2025
2025,Michigan,Big Ten,1786,2025
2025,Michigan State,Big Ten,1409,2025
2025,Middle Tennessee,Conference USA,1164,2025
2025,Minnesota,Big Ten,1516,2025
2025,Mississippi State,SEC,1468,2025
2025,Missouri,SEC,1750,2025
2025,Missouri State,Conference USA,1328,2025
2025,Navy,American Athletic,1575,2025
2025,NC State,ACC,1605,2025
2025,Nebraska,Big Ten,1558,2025
2025,Nevada,Mountain West,1277,2025
2025,New Mexico,Mountain West,1494,2025
2025,New Mexico State,Conference USA,1172,2025
2025,North Carolina,ACC,1320,2025
2025,Northern Illinois,Mid-American,1233,2025
2025,North Texas,American Athletic,1709,2025
2025,Northwestern,Big Ten,1574,2025
2025,Notre Dame,FBS Independents,2243,2025
2025,Ohio,Mid-American,1584,2025
2025,Ohio State,Big Ten,2138,2025
2025,Oklahoma,SEC,1810,2025
2025,Oklahoma State,Big 12,1110,2025
2025,Old Dominion,Sun Belt,1670,2025
2025,Ole Miss,SEC,2009,2025
2025,Oregon,Big Ten,2071,2025
2025,Oregon State,Pac-12,1150,2025
2025,Penn State,Big Ten,1954,2025
2025,Pittsburgh,ACC,1614,2025
2025,Purdue,Big Ten,1227,2025
2025,Rice,American Athletic,1044,2025
2025,Rutgers,Big Ten,1469,2025
2025,Sam Houston,Conference USA,994,2025
2025,San Diego State,Mountain West,1528,2025
2025,San José State,Mountain West,1146,2025
2025,SMU,ACC,1852,2025
2025,South Alabama,Sun Belt,1336,2025
2025,South Carolina,SEC,1697,2025
2025,Southern Miss,Sun Belt,1275,2025
2025,South Florida,American Athletic,1774,2025
2025,Stanford,ACC,1335,2025
2025,Syracuse,ACC,1182,2025
2025,TCU,Big 12,1670,2025
2025,Temple,American Athletic,1219,2025
2025,Tennessee,SEC,1787,2025
2025,Texas,SEC,1926,2025
2025,Texas A&M,SEC,1872,2025
2025,Texas State,Sun Belt,1606,2025
2025,Texas Tech,Big 12,2056,2025
2025,Toledo,Mid-American,1646,2025
2025,Troy,Sun Belt,1384,2025
2025,Tulane,American Athletic,1583,2025
2025,Tulsa,American Athletic,1110,2025
2025,UAB,American Athletic,1184,2025
2025,UCF,Big 12,1448,2025
2025,UCLA,Big Ten,1322,2025
2025,UConn,FBS Independents,1477,2025
2025,UL Monroe,Sun Belt,1016,2025
2025,UNLV,Mountain West,1622,2025
2025,USC,Big Ten,1871,2025
2025,Utah,Big 12,1976,2025
2025,Utah State,Mountain West,1446,2025
2025,UTEP,Conference USA,1135,2025
2025,UTSA,American Athletic,1668,2025
2025,Vanderbilt,SEC,1880,2025
2025,Virginia,ACC,1637,2025
2025,Virginia Tech,ACC,1382,2025
2025,Wake Forest,ACC,1531,2025
2025,Washington,Big Ten,1866,2025
2025,Washington State,Pac-12,1549,2025
2025,Western Kentucky,Conference USA,1408,2025
2025,Western Michigan,Mid-American,1546,2025
2025,West Virginia,Big 12,1291,2025
2025,Wisconsin,Big Ten,1502,2025
2025,Wyoming,Mountain West,1295,2025
2026,Eastern Michigan,Mid-American,1350,2026
2026,Florida State,ACC,1559,2026
2026,Hawai'i,Mountain West,1454,2026
2026,Jacksonville State,Conference USA,1432,2026
2026,Memphis,American Athletic,1541,2026
2026,NC State,ACC,1509,2026
2026,New Mexico State,Conference USA,1259,2026
2026,North Carolina,ACC,1395,2026
2026,North Dakota State,Mountain West,1562,2026
2026,Sacramento State,Mid-American,1476,2026
2026,San José State,Mountain West,1395,2026
2026,Stanford,ACC,1408,2026
2026,TCU,Big 12,1598,2026
2026,UNLV,Mountain West,1566,2026
2026,USC,Big Ten,1763,2026
2026,Virginia,ACC,1652,2026
