game_date,season,week,home_team,away_team,home_points,away_points,neutral,conference_game,home_margin,total_points,home_win,home_games_before,home_pf_last3,home_pa_last3,home_margin_last3,home_pf_last5,home_pa_last5,home_margin_last5,home_pf_last8,home_pa_last8,home_margin_last8,home_winpct_last5,home_winpct_last8,home_rest_days,away_games_before,away_pf_last3,away_pa_last3,away_margin_last3,away_pf_last5,away_pa_last5,away_margin_last5,away_pf_last8,away_pa_last8,away_margin_last8,away_winpct_last5,away_winpct_last8,away_rest_days,margin_form_gap_3,margin_form_gap_5,margin_form_gap_8,offense_gap_5,defense_gap_5,winpct_gap_5,rest_gap,home_field,history_ready
2016-09-02 23:00:00+00:00,2016,1,Syracuse,Colgate,33.0,7.0,False,False,26.0,40.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-02 23:00:00+00:00,2016,1,Temple,Army,13.0,28.0,False,False,-15.0,41.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-02 23:30:00+00:00,2016,1,Baylor,Northwestern State,55.0,7.0,False,False,48.0,62.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 00:00:00+00:00,2016,1,Colorado,Colorado State,44.0,7.0,True,False,37.0,51.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,False
2016-09-03 01:00:00+00:00,2016,1,Arkansas State,Toledo,10.0,31.0,False,False,-21.0,41.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 01:00:00+00:00,2016,1,Stanford,Kansas State,26.0,13.0,False,False,13.0,39.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 01:30:00+00:00,2016,1,Nevada,Cal Poly,30.0,27.0,False,False,3.0,57.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 11:30:00+00:00,2016,1,Boston College,Georgia Tech,14.0,17.0,True,True,-3.0,31.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,False
2016-09-03 16:00:00+00:00,2016,1,Houston,Oklahoma,33.0,23.0,True,False,10.0,56.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,False
2016-09-03 16:00:00+00:00,2016,1,Louisiana,Boise State,10.0,45.0,False,False,-35.0,55.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 16:00:00+00:00,2016,1,Maryland,Howard,52.0,13.0,False,False,39.0,65.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 16:00:00+00:00,2016,1,Michigan,Hawai'i,63.0,3.0,False,False,60.0,66.0,1,0,,,,,,,,,,,,,1,31.0,51.0,-20.0,31.0,51.0,-20.0,31.0,51.0,-20.0,0.0,0.0,7.583333333333333,,,,,,,,1,False
2016-09-03 16:00:00+00:00,2016,1,Mississippi State,South Alabama,20.0,21.0,False,False,-1.0,41.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 16:00:00+00:00,2016,1,Navy,Fordham,52.0,16.0,False,False,36.0,68.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 16:00:00+00:00,2016,1,Northwestern,Western Michigan,21.0,22.0,False,False,-1.0,43.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 16:00:00+00:00,2016,1,Ohio State,Bowling Green,77.0,10.0,False,False,67.0,87.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 16:00:00+00:00,2016,1,Purdue,Eastern Kentucky,45.0,24.0,False,False,21.0,69.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 16:00:00+00:00,2016,1,West Virginia,Missouri,26.0,11.0,False,False,15.0,37.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 16:30:00+00:00,2016,1,Virginia Tech,Liberty,36.0,13.0,False,False,23.0,49.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 17:30:00+00:00,2016,1,Pittsburgh,Villanova,28.0,7.0,False,False,21.0,35.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 18:00:00+00:00,2016,1,Air Force,Abilene Christian,37.0,21.0,False,False,16.0,58.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 18:00:00+00:00,2016,1,Washington,Rutgers,48.0,13.0,False,False,35.0,61.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 19:30:00+00:00,2016,1,Illinois,Murray State,52.0,3.0,False,False,49.0,55.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 19:30:00+00:00,2016,1,Iowa,Miami (OH),45.0,21.0,False,False,24.0,66.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 19:30:00+00:00,2016,1,Ohio,Texas State,54.0,56.0,False,False,-2.0,110.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 19:30:00+00:00,2016,1,Oklahoma State,SE Louisiana,61.0,7.0,False,False,54.0,68.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 19:30:00+00:00,2016,1,Penn State,Kent State,33.0,13.0,False,False,20.0,46.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 19:30:00+00:00,2016,1,Texas A&M,UCLA,31.0,24.0,False,False,7.0,55.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 19:30:00+00:00,2016,1,Virginia,Richmond,20.0,37.0,False,False,-17.0,57.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 19:30:00+00:00,2016,1,Wisconsin,LSU,16.0,14.0,True,False,2.0,30.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,False
2016-09-03 20:00:00+00:00,2016,1,Arkansas,Louisiana Tech,21.0,20.0,False,False,1.0,41.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 21:00:00+00:00,2016,1,Oregon,UC Davis,53.0,28.0,False,False,25.0,81.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 21:30:00+00:00,2016,1,North Carolina,Georgia,24.0,33.0,True,False,-9.0,57.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,False
2016-09-03 22:00:00+00:00,2016,1,Duke,North Carolina Central,49.0,6.0,False,False,43.0,55.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 22:00:00+00:00,2016,1,East Carolina,Western Carolina,52.0,7.0,False,False,45.0,59.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 22:00:00+00:00,2016,1,Florida Atlantic,Southern Illinois,38.0,30.0,False,False,8.0,68.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 22:00:00+00:00,2016,1,Georgia Southern,Savannah State,54.0,0.0,False,False,54.0,54.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 22:00:00+00:00,2016,1,Miami,Florida A&M,70.0,3.0,False,False,67.0,73.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 22:00:00+00:00,2016,1,Troy,Austin Peay,57.0,17.0,False,False,40.0,74.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 22:30:00+00:00,2016,1,Akron,VMI,47.0,24.0,False,False,23.0,71.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:00:00+00:00,2016,1,Kansas,Rhode Island,55.0,6.0,False,False,49.0,61.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:00:00+00:00,2016,1,Memphis,Southeast Missouri State,35.0,17.0,False,False,18.0,52.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:00:00+00:00,2016,1,Middle Tennessee,Alabama A&M,55.0,0.0,False,False,55.0,55.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:00:00+00:00,2016,1,North Texas,SMU,21.0,34.0,False,False,-13.0,55.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:00:00+00:00,2016,1,South Florida,Towson,56.0,20.0,False,False,36.0,76.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:00:00+00:00,2016,1,Tulsa,San José State,45.0,10.0,False,False,35.0,55.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:00:00+00:00,2016,1,UCF,South Carolina State,38.0,0.0,False,False,38.0,38.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:00:00+00:00,2016,1,UL Monroe,Southern,38.0,21.0,False,False,17.0,59.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:00:00+00:00,2016,1,UTSA,Alabama State,26.0,13.0,False,False,13.0,39.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:30:00+00:00,2016,1,Florida,Massachusetts,24.0,7.0,False,False,17.0,31.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-03 23:30:00+00:00,2016,1,Kentucky,Southern Miss,35.0,44.0,False,False,-9.0,79.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 00:00:00+00:00,2016,1,Alabama,USC,52.0,6.0,True,False,46.0,58.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,False
2016-09-04 00:00:00+00:00,2016,1,Iowa State,Northern Iowa,20.0,25.0,False,False,-5.0,45.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 00:00:00+00:00,2016,1,Nebraska,Fresno State,43.0,10.0,False,False,33.0,53.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 00:00:00+00:00,2016,1,TCU,South Dakota State,59.0,41.0,False,False,18.0,100.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 00:00:00+00:00,2016,1,Texas Tech,Stephen F. Austin,69.0,17.0,False,False,52.0,86.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 00:00:00+00:00,2016,1,UTEP,New Mexico State,38.0,22.0,False,False,16.0,60.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 00:00:00+00:00,2016,1,Washington State,Eastern Washington,42.0,45.0,False,False,-3.0,87.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 00:30:00+00:00,2016,1,San Diego State,New Hampshire,31.0,0.0,True,False,31.0,31.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,False
2016-09-04 01:00:00+00:00,2016,1,Auburn,Clemson,13.0,19.0,False,False,-6.0,32.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 02:30:00+00:00,2016,1,Arizona,BYU,16.0,18.0,True,False,-2.0,34.0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,False
2016-09-04 02:30:00+00:00,2016,1,Wyoming,Northern Illinois,40.0,34.0,False,False,6.0,74.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 03:00:00+00:00,2016,1,Arizona State,Northern Arizona,44.0,13.0,False,False,31.0,57.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
2016-09-04 19:30:00+00:00,2016,1,Old Dominion,Hampton,54.0,21.0,False,False,33.0,75.0,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,False
