year,throughSeasonType,throughWeek,team,conference,overall,offense,defense,offensePlays,defensePlays,modelVersion,source_year
2018,postseason,1,Army,FBS Independents,3.62,4.78,1.17,715,528,core-v1,2018
2018,postseason,1,Stanford,Pac-12,3.43,5.75,2.33,725,831,core-v1,2018
2018,postseason,1,Florida State,ACC,3.27,-5.97,-9.25,660,801,core-v1,2018
2018,postseason,1,Boston College,ACC,3.23,-4.74,-7.97,765,813,core-v1,2018
2018,postseason,1,Temple,American Athletic,2.73,0.78,-1.94,799,881,core-v1,2018
2018,postseason,1,BYU,FBS Independents,2.63,-1.03,-3.65,711,747,core-v1,2018
2018,postseason,1,Houston,American Athletic,2.47,9.67,7.21,822,874,core-v1,2018
2018,postseason,1,Arizona State,Pac-12,2.27,6.02,3.75,878,873,core-v1,2018
2018,postseason,1,San Diego State,Mountain West,2.19,-4.94,-7.14,726,788,core-v1,2018
2018,postseason,1,Syracuse,ACC,1.95,-2.32,-4.27,878,787,core-v1,2018
2018,postseason,1,Oklahoma State,Big 12,1.58,6.19,4.61,890,873,core-v1,2018
2018,postseason,1,South Carolina,SEC,1.39,3.08,1.69,737,850,core-v1,2018
2018,postseason,1,Arizona,Pac-12,1.29,1.89,0.6,697,694,core-v1,2018
2018,postseason,1,Florida Atlantic,Conference USA,1.22,2.24,1.02,701,688,core-v1,2018
2018,postseason,1,Baylor,Big 12,0.52,6.92,6.4,851,744,core-v1,2018
2018,postseason,1,North Texas,Conference USA,0.42,-0.72,-1.14,798,773,core-v1,2018
2018,postseason,1,Air Force,Mountain West,0.38,7.15,6.76,780,660,core-v1,2018
2018,postseason,1,UCLA,Pac-12,0.24,2.81,2.57,804,824,core-v1,2018
2018,postseason,1,Vanderbilt,SEC,0.18,6.28,6.1,740,816,core-v1,2018
2018,postseason,1,Northern Illinois,Mid-American,0.17,-10.11,-10.27,946,1002,core-v1,2018
2018,postseason,1,Wyoming,Mountain West,0.14,-5.94,-6.08,656,697,core-v1,2018
2018,postseason,1,Troy,Sun Belt,0.07,-3.94,-4.01,733,783,core-v1,2018
2018,postseason,1,Minnesota,Big Ten,-0.14,-0.56,-0.42,798,744,core-v1,2018
2018,postseason,1,Kansas State,Big 12,-0.19,0.02,0.22,661,662,core-v1,2018
2018,postseason,1,Tulane,American Athletic,-0.22,-4.66,-4.44,713,726,core-v1,2018
2018,postseason,1,Middle Tennessee,Conference USA,-0.22,-1.48,-1.25,825,788,core-v1,2018
2018,postseason,1,USC,Pac-12,-0.43,-3.16,-2.74,776,845,core-v1,2018
2018,postseason,1,Wake Forest,ACC,-0.64,-0.68,-0.04,860,807,core-v1,2018
2018,postseason,1,Georgia Tech,ACC,-0.66,9.63,10.29,706,643,core-v1,2018
2018,postseason,1,Oregon,Pac-12,-0.83,0.66,1.48,793,833,core-v1,2018
2018,postseason,1,Texas Tech,Big 12,-0.99,1.21,2.2,864,807,core-v1,2018
2018,postseason,1,Purdue,Big Ten,-1.05,2.19,3.24,799,868,core-v1,2018
2018,postseason,1,Southern Miss,Conference USA,-1.09,-11.3,-10.21,688,584,core-v1,2018
2018,postseason,1,TCU,Big 12,-1.16,-10.2,-9.04,783,806,core-v1,2018
2018,postseason,1,California,Pac-12,-1.3,-14.27,-12.97,807,800,core-v1,2018
2018,postseason,1,Buffalo,Mid-American,-1.52,1.93,3.46,854,774,core-v1,2018
2018,postseason,1,Nevada,Mountain West,-1.64,-7.0,-5.36,817,819,core-v1,2018
2018,postseason,1,Duke,ACC,-1.78,-3.07,-1.29,807,862,core-v1,2018
2018,postseason,1,Louisiana Tech,Conference USA,-1.83,-5.5,-3.67,810,798,core-v1,2018
2018,postseason,1,Northwestern,Big Ten,-1.94,-6.7,-4.76,1039,974,core-v1,2018
2018,postseason,1,Miami (OH),Mid-American,-1.98,0.2,2.18,766,773,core-v1,2018
2018,postseason,1,Indiana,Big Ten,-1.99,1.72,3.7,881,819,core-v1,2018
2018,postseason,1,UL Monroe,Sun Belt,-2.21,2.8,5.01,630,677,core-v1,2018
2018,postseason,1,Arkansas,SEC,-2.3,-1.07,1.24,654,660,core-v1,2018
2018,postseason,1,Eastern Michigan,Mid-American,-2.47,-6.46,-3.99,803,822,core-v1,2018
2018,postseason,1,Marshall,Conference USA,-2.59,-6.81,-4.23,815,830,core-v1,2018
2018,postseason,1,Virginia Tech,ACC,-2.77,1.77,4.54,823,807,core-v1,2018
2018,postseason,1,Toledo,Mid-American,-2.82,4.4,7.22,754,761,core-v1,2018
2018,postseason,1,Florida International,Conference USA,-3.02,4.68,7.7,741,739,core-v1,2018
2018,postseason,1,Kansas,Big 12,-3.42,-4.07,-0.65,660,703,core-v1,2018
2018,postseason,1,Tennessee,SEC,-4.6,-4.27,0.33,573,673,core-v1,2018
2018,postseason,1,Western Michigan,Mid-American,-4.81,3.33,8.13,788,680,core-v1,2018
2018,postseason,1,North Carolina,ACC,-4.84,-1.41,3.42,711,727,core-v1,2018
2018,postseason,1,Colorado,Pac-12,-5.17,-6.16,-1.0,752,755,core-v1,2018
2018,postseason,1,Texas State,Sun Belt,-5.29,-10.52,-5.23,657,756,core-v1,2018
2018,postseason,1,South Florida,American Athletic,-7.11,-3.95,3.16,712,767,core-v1,2018
2018,postseason,1,East Carolina,American Athletic,-7.68,-10.23,-2.55,767,675,core-v1,2018
2018,postseason,1,Louisiana,Sun Belt,-7.75,7.74,15.49,746,831,core-v1,2018
2018,postseason,1,Charlotte,Conference USA,-8.28,-6.54,1.74,635,522,core-v1,2018
2018,postseason,1,Tulsa,American Athletic,-9.11,-7.02,2.09,764,765,core-v1,2018
2018,postseason,1,Western Kentucky,Conference USA,-9.31,-7.91,1.4,715,729,core-v1,2018
2018,postseason,1,Hawai'i,Mountain West,-9.55,2.68,12.23,789,838,core-v1,2018
2018,postseason,1,SMU,American Athletic,-9.77,-7.42,2.34,701,793,core-v1,2018
2018,postseason,1,Ball State,Mid-American,-9.87,-2.15,7.72,764,789,core-v1,2018
2018,postseason,1,Colorado State,Mountain West,-10.6,-0.94,9.67,691,644,core-v1,2018
2018,postseason,1,Navy,American Athletic,-12.12,-3.71,8.4,710,746,core-v1,2018
2018,postseason,1,Akron,Mid-American,-12.34,-13.98,-1.64,662,815,core-v1,2018
2018,postseason,1,Illinois,Big Ten,-12.61,4.72,17.33,620,690,core-v1,2018
2018,postseason,1,Coastal Carolina,Sun Belt,-13.44,2.42,15.86,653,607,core-v1,2018
2018,postseason,1,Liberty,FBS Independents,-13.56,-7.05,6.51,686,698,core-v1,2018
2018,postseason,1,UNLV,Mountain West,-14.18,-1.14,13.04,672,663,core-v1,2018
2018,postseason,1,Louisville,ACC,-14.52,-4.43,10.09,570,626,core-v1,2018
2018,postseason,1,Oregon State,Pac-12,-14.82,4.28,19.09,742,715,core-v1,2018
2018,postseason,1,Rutgers,Big Ten,-14.86,-17.14,-2.29,632,761,core-v1,2018
2018,postseason,1,New Mexico State,FBS Independents,-15.02,-11.28,3.74,712,781,core-v1,2018
2018,postseason,1,Central Michigan,Mid-American,-15.03,-17.55,-2.51,691,749,core-v1,2018
2018,postseason,1,South Alabama,Sun Belt,-15.04,-5.6,9.43,654,670,core-v1,2018
2018,postseason,1,Old Dominion,Conference USA,-15.31,-3.56,11.75,788,803,core-v1,2018
2018,postseason,1,San José State,Mountain West,-16.54,-15.11,1.43,629,783,core-v1,2018
2018,postseason,1,New Mexico,Mountain West,-16.97,-8.83,8.14,553,652,core-v1,2018
2018,postseason,1,Kent State,Mid-American,-17.31,-12.29,5.01,724,726,core-v1,2018
2018,postseason,1,Massachusetts,FBS Independents,-17.56,-4.64,12.93,622,636,core-v1,2018
2018,postseason,1,Georgia State,Sun Belt,-18.16,0.52,18.68,594,636,core-v1,2018
2018,postseason,1,UTEP,Conference USA,-18.96,-13.5,5.46,576,616,core-v1,2018
2018,postseason,1,Bowling Green,Mid-American,-19.77,-6.5,13.27,640,673,core-v1,2018
2018,postseason,1,UTSA,Conference USA,-24.61,-18.08,6.53,630,724,core-v1,2018
2018,postseason,1,Rice,Conference USA,-27.37,-13.63,13.74,653,709,core-v1,2018
2018,postseason,1,UConn,American Athletic,-31.0,0.83,31.83,511,548,core-v1,2018
2019,postseason,1,LSU,SEC,38.73,28.05,-10.67,836,745,core-v1,2019
2019,postseason,1,Ohio State,Big Ten,38.42,24.17,-14.25,828,635,core-v1,2019
2019,postseason,1,Alabama,SEC,33.67,22.72,-10.95,640,645,core-v1,2019
2019,postseason,1,Clemson,ACC,33.32,12.33,-21.0,754,693,core-v1,2019
2019,postseason,1,Wisconsin,Big Ten,24.85,13.43,-11.42,833,698,core-v1,2019
2019,postseason,1,Utah,Pac-12,23.71,10.31,-13.4,732,643,core-v1,2019
2019,postseason,1,Oklahoma,Big 12,21.38,22.46,1.09,768,682,core-v1,2019
2019,postseason,1,Auburn,SEC,18.49,1.32,-17.17,792,788,core-v1,2019
2019,postseason,1,Georgia,SEC,18.21,4.81,-13.4,791,724,core-v1,2019
2019,postseason,1,Oregon,Pac-12,17.65,5.7,-11.95,790,814,core-v1,2019
2019,postseason,1,Florida,SEC,16.44,7.15,-9.29,686,651,core-v1,2019
2019,postseason,1,Navy,American Athletic,16.33,12.7,-3.63,702,615,core-v1,2019
2019,postseason,1,Memphis,American Athletic,16.0,13.39,-2.61,845,864,core-v1,2019
2019,postseason,1,Minnesota,Big Ten,16.0,13.6,-2.39,774,657,core-v1,2019
2019,postseason,1,Notre Dame,FBS Independents,14.68,3.49,-11.19,756,749,core-v1,2019
2019,postseason,1,Michigan,Big Ten,14.04,0.88,-13.16,788,712,core-v1,2019
2019,postseason,1,Texas,Big 12,13.94,11.99,-1.95,881,837,core-v1,2019
2019,postseason,1,UCF,American Athletic,12.89,7.12,-5.77,802,784,core-v1,2019
2019,postseason,1,Penn State,Big Ten,12.42,5.07,-7.35,741,829,core-v1,2019
2019,postseason,1,Tulane,American Athletic,12.41,9.9,-2.5,798,784,core-v1,2019
2019,postseason,1,Texas A&M,SEC,11.95,5.11,-6.84,719,696,core-v1,2019
2019,postseason,1,App State,Sun Belt,11.65,2.83,-8.82,840,806,core-v1,2019
2019,postseason,1,Air Force,Mountain West,11.32,9.35,-1.97,783,656,core-v1,2019
2019,postseason,1,North Carolina,ACC,11.18,10.48,-0.7,841,766,core-v1,2019
2019,postseason,1,Boise State,Mountain West,10.92,3.24,-7.68,842,732,core-v1,2019
2019,postseason,1,Iowa State,Big 12,10.78,8.82,-1.96,781,787,core-v1,2019
2019,postseason,1,Baylor,Big 12,9.46,-1.88,-11.35,780,865,core-v1,2019
2019,postseason,1,Cincinnati,American Athletic,9.36,0.89,-8.47,898,887,core-v1,2019
2019,postseason,1,Miami,ACC,9.25,-1.35,-10.6,754,774,core-v1,2019
2019,postseason,1,Louisiana,Sun Belt,9.25,10.22,0.98,874,820,core-v1,2019
2019,postseason,1,USC,Pac-12,8.5,8.07,-0.42,849,868,core-v1,2019
2019,postseason,1,Iowa,Big Ten,7.81,-0.64,-8.45,815,804,core-v1,2019
2019,postseason,1,Michigan State,Big Ten,7.02,-4.2,-11.22,852,746,core-v1,2019
2019,postseason,1,TCU,Big 12,7.01,-3.3,-10.31,754,660,core-v1,2019
2019,postseason,1,UAB,Conference USA,6.98,-2.17,-9.15,683,647,core-v1,2019
2019,postseason,1,Florida Atlantic,Conference USA,6.46,-0.35,-6.81,840,805,core-v1,2019
2019,postseason,1,Washington,Pac-12,5.72,-1.43,-7.15,746,744,core-v1,2019
2019,postseason,1,Western Kentucky,Conference USA,5.5,-3.78,-9.28,803,746,core-v1,2019
2019,postseason,1,Tennessee,SEC,4.92,-1.53,-6.45,722,758,core-v1,2019
2019,postseason,1,Oklahoma State,Big 12,4.31,2.51,-1.8,824,804,core-v1,2019
2019,postseason,1,Tulsa,American Athletic,4.25,-1.97,-6.22,893,795,core-v1,2019
2019,postseason,1,Louisiana Tech,Conference USA,3.83,-1.11,-4.95,753,743,core-v1,2019
2019,postseason,1,Missouri,SEC,3.49,-4.7,-8.19,710,642,core-v1,2019
2019,postseason,1,Wyoming,Mountain West,3.27,-2.08,-5.34,741,819,core-v1,2019
2019,postseason,1,Pittsburgh,ACC,3.05,-9.65,-12.69,858,826,core-v1,2019
2019,postseason,1,Mississippi State,SEC,2.85,5.94,3.09,647,662,core-v1,2019
2019,postseason,1,Virginia Tech,ACC,2.7,-0.89,-3.59,689,699,core-v1,2019
2019,postseason,1,San Diego State,Mountain West,2.55,-8.49,-11.03,842,739,core-v1,2019
2019,postseason,1,Ole Miss,SEC,2.22,1.87,-0.35,747,749,core-v1,2019
2019,postseason,1,Buffalo,Mid-American,2.2,-2.73,-4.92,804,669,core-v1,2019
2019,postseason,1,SMU,American Athletic,1.77,2.62,0.85,948,907,core-v1,2019
2019,postseason,1,Virginia,ACC,1.75,4.2,2.45,854,789,core-v1,2019
2019,postseason,1,Kansas State,Big 12,1.63,0.77,-0.85,707,694,core-v1,2019
2019,postseason,1,Arizona State,Pac-12,1.31,-1.5,-2.81,765,834,core-v1,2019
2019,postseason,1,Louisville,ACC,1.24,9.29,8.05,756,813,core-v1,2019
2019,postseason,1,Temple,American Athletic,0.68,-8.1,-8.78,809,867,core-v1,2019
2019,postseason,1,Indiana,Big Ten,0.56,4.11,3.55,746,729,core-v1,2019
2019,postseason,1,Georgia Southern,Sun Belt,-0.04,-2.99,-2.95,704,732,core-v1,2019
2019,postseason,1,BYU,FBS Independents,-0.2,1.75,1.95,678,705,core-v1,2019
2019,postseason,1,Ohio,Mid-American,-1.13,8.43,9.56,745,770,core-v1,2019
2019,postseason,1,Central Michigan,Mid-American,-1.13,0.17,1.3,827,768,core-v1,2019
2019,postseason,1,Fresno State,Mountain West,-1.17,1.23,2.4,667,799,core-v1,2019
2019,postseason,1,Kentucky,SEC,-1.41,-0.78,0.63,741,676,core-v1,2019
2019,postseason,1,Boston College,ACC,-1.56,7.77,9.33,813,784,core-v1,2019
2019,postseason,1,California,Pac-12,-1.63,-5.71,-4.07,730,841,core-v1,2019
2019,postseason,1,Florida State,ACC,-1.78,-4.63,-2.85,799,887,core-v1,2019
2019,postseason,1,Nebraska,Big Ten,-1.85,-2.16,-0.3,748,736,core-v1,2019
2019,postseason,1,UL Monroe,Sun Belt,-1.86,6.63,8.49,753,746,core-v1,2019
2019,postseason,1,Colorado,Pac-12,-1.93,4.08,6.02,771,770,core-v1,2019
2019,postseason,1,Troy,Sun Belt,-1.99,5.56,7.55,724,679,core-v1,2019
2019,postseason,1,South Carolina,SEC,-2.06,-7.63,-5.57,737,730,core-v1,2019
2019,postseason,1,Southern Miss,Conference USA,-2.15,-2.39,-0.24,774,687,core-v1,2019
2019,postseason,1,Florida International,Conference USA,-2.24,0.27,2.51,697,763,core-v1,2019
2019,postseason,1,Ball State,Mid-American,-2.36,1.11,3.47,806,759,core-v1,2019
2019,postseason,1,Oregon State,Pac-12,-2.56,5.52,8.09,737,773,core-v1,2019
2019,postseason,1,Charlotte,Conference USA,-2.62,8.52,11.14,708,705,core-v1,2019
2019,postseason,1,Hawai'i,Mountain West,-3.04,7.29,10.34,882,891,core-v1,2019
2019,postseason,1,Wake Forest,ACC,-3.12,-1.58,1.54,909,809,core-v1,2019
2019,postseason,1,Marshall,Conference USA,-3.13,-3.81,-0.68,764,788,core-v1,2019
2019,postseason,1,Washington State,Pac-12,-3.23,6.87,10.09,811,760,core-v1,2019
2019,postseason,1,Northwestern,Big Ten,-3.54,-12.72,-9.18,767,737,core-v1,2019
2019,postseason,1,Illinois,Big Ten,-3.68,-5.46,-1.78,798,897,core-v1,2019
2019,postseason,1,Western Michigan,Mid-American,-3.82,1.8,5.62,772,785,core-v1,2019
2019,postseason,1,Liberty,FBS Independents,-4.24,-1.71,2.53,682,733,core-v1,2019
2019,postseason,1,Texas Tech,Big 12,-4.29,0.59,4.89,763,733,core-v1,2019
2019,postseason,1,Houston,American Athletic,-4.76,1.45,6.21,691,741,core-v1,2019
2019,postseason,1,Arizona,Pac-12,-4.78,-1.59,3.19,732,775,core-v1,2019
2019,postseason,1,Arkansas State,Sun Belt,-4.95,-0.48,4.47,803,886,core-v1,2019
2019,postseason,1,Colorado State,Mountain West,-5.05,-2.07,2.98,765,737,core-v1,2019
2019,postseason,1,Army,FBS Independents,-5.24,-0.99,4.25,673,644,core-v1,2019
2019,postseason,1,Utah State,Mountain West,-5.44,-5.38,0.07,782,866,core-v1,2019
2019,postseason,1,Middle Tennessee,Conference USA,-5.44,4.52,9.97,652,759,core-v1,2019
2019,postseason,1,Stanford,Pac-12,-5.52,-1.95,3.57,748,802,core-v1,2019
2019,postseason,1,West Virginia,Big 12,-5.71,-5.52,0.2,653,738,core-v1,2019
2019,postseason,1,San José State,Mountain West,-6.31,1.87,8.18,715,806,core-v1,2019
2019,postseason,1,Duke,ACC,-6.57,-11.45,-4.88,680,689,core-v1,2019
2019,postseason,1,Eastern Michigan,Mid-American,-6.6,3.78,10.38,762,800,core-v1,2019
2019,postseason,1,Georgia State,Sun Belt,-7.14,3.42,10.57,759,678,core-v1,2019
2019,postseason,1,Purdue,Big Ten,-7.6,-2.91,4.69,817,825,core-v1,2019
2019,postseason,1,Kansas,Big 12,-7.64,-1.12,6.52,586,730,core-v1,2019
2019,postseason,1,Miami (OH),Mid-American,-7.66,-9.87,-2.21,766,877,core-v1,2019
2019,postseason,1,Coastal Carolina,Sun Belt,-7.68,-2.09,5.6,686,652,core-v1,2019
2019,postseason,1,North Texas,Conference USA,-8.13,-4.72,3.41,698,737,core-v1,2019
2019,postseason,1,UCLA,Pac-12,-9.29,-0.84,8.44,860,754,core-v1,2019
2019,postseason,1,New Mexico,Mountain West,-9.69,-5.45,4.24,688,696,core-v1,2019
2019,postseason,1,South Florida,American Athletic,-10.5,-11.58,-1.07,528,575,core-v1,2019
2019,postseason,1,Nevada,Mountain West,-10.69,-7.25,3.44,750,718,core-v1,2019
2019,postseason,1,Syracuse,ACC,-11.98,-6.88,5.1,703,733,core-v1,2019
2019,postseason,1,Northern Illinois,Mid-American,-12.07,-8.5,3.58,686,634,core-v1,2019
2019,postseason,1,Kent State,Mid-American,-12.1,0.76,12.85,774,805,core-v1,2019
2019,postseason,1,Maryland,Big Ten,-12.57,-9.42,3.15,498,623,core-v1,2019
2019,postseason,1,NC State,ACC,-12.58,-10.52,2.07,680,716,core-v1,2019
2019,postseason,1,UNLV,Mountain West,-12.83,-6.82,6.01,665,686,core-v1,2019
2019,postseason,1,Georgia Tech,ACC,-12.93,-7.27,5.66,588,707,core-v1,2019
2019,postseason,1,Vanderbilt,SEC,-13.15,-6.67,6.48,584,672,core-v1,2019
2019,postseason,1,Arkansas,SEC,-13.46,-6.62,6.83,600,672,core-v1,2019
2019,postseason,1,Texas State,Sun Belt,-14.19,-10.96,3.23,546,661,core-v1,2019
2019,postseason,1,Toledo,Mid-American,-14.91,-1.45,13.46,711,732,core-v1,2019
2019,postseason,1,South Alabama,Sun Belt,-14.99,-12.23,2.76,618,713,core-v1,2019
2019,postseason,1,East Carolina,American Athletic,-15.04,-0.28,14.75,673,675,core-v1,2019
2019,postseason,1,New Mexico State,FBS Independents,-15.31,-3.42,11.89,637,703,core-v1,2019
2019,postseason,1,Rutgers,Big Ten,-16.04,-11.6,4.44,587,648,core-v1,2019
2019,postseason,1,UTSA,Conference USA,-16.13,-6.84,9.29,662,664,core-v1,2019
2019,postseason,1,Rice,Conference USA,-16.78,-13.18,3.6,705,726,core-v1,2019
2019,postseason,1,UTEP,Conference USA,-20.0,-6.84,13.16,633,659,core-v1,2019
2019,postseason,1,Old Dominion,Conference USA,-20.39,-20.8,-0.41,700,692,core-v1,2019
2019,postseason,1,UConn,American Athletic,-26.58,-12.25,14.33,560,583,core-v1,2019
2019,postseason,1,Bowling Green,Mid-American,-27.86,-13.31,14.55,570,576,core-v1,2019
2019,postseason,1,Akron,Mid-American,-30.91,-24.66,6.24,536,697,core-v1,2019
2019,postseason,1,Massachusetts,FBS Independents,-43.32,-15.19,28.13,529,551,core-v1,2019
2020,postseason,1,Alabama,SEC,29.48,23.05,-6.42,726,669,core-v1,2020
2020,postseason,1,BYU,FBS Independents,27.3,19.9,-7.4,577,547,core-v1,2020
2020,postseason,1,Clemson,ACC,21.82,11.91,-9.92,691,573,core-v1,2020
2020,postseason,1,Ohio State,Big Ten,17.98,15.65,-2.33,511,465,core-v1,2020
2020,postseason,1,Cincinnati,American Athletic,17.27,4.37,-12.9,569,557,core-v1,2020
2020,postseason,1,Buffalo,Mid-American,16.7,12.7,-3.99,415,365,core-v1,2020
2020,postseason,1,Iowa State,Big 12,16.56,10.24,-6.32,774,685,core-v1,2020
2020,postseason,1,Texas A&M,SEC,16.01,9.27,-6.74,680,597,core-v1,2020
2020,postseason,1,Coastal Carolina,Sun Belt,14.22,11.15,-3.07,679,642,core-v1,2020
2020,postseason,1,App State,Sun Belt,14.15,4.47,-9.68,721,664,core-v1,2020
2020,postseason,1,Notre Dame,ACC,13.05,5.13,-7.92,746,635,core-v1,2020
2020,postseason,1,North Carolina,ACC,12.82,16.42,3.6,712,686,core-v1,2020
2020,postseason,1,Georgia,SEC,12.76,4.92,-7.84,630,598,core-v1,2020
2020,postseason,1,Oklahoma,Big 12,12.66,7.92,-4.74,609,580,core-v1,2020
2020,postseason,1,Toledo,Mid-American,12.61,5.58,-7.03,432,356,core-v1,2020
2020,postseason,1,Air Force,Mountain West,11.93,11.55,-0.38,336,327,core-v1,2020
2020,postseason,1,Louisiana,Sun Belt,11.79,7.07,-4.71,696,736,core-v1,2020
2020,postseason,1,Western Michigan,Mid-American,11.35,18.16,6.81,366,399,core-v1,2020
2020,postseason,1,Florida,SEC,11.25,12.11,0.87,825,808,core-v1,2020
2020,postseason,1,Tulsa,American Athletic,10.75,-0.09,-10.83,640,602,core-v1,2020
2020,postseason,1,Arizona State,Pac-12,10.08,6.42,-3.66,214,287,core-v1,2020
2020,postseason,1,UCLA,Pac-12,9.27,7.27,-2.0,499,506,core-v1,2020
2020,postseason,1,Kent State,Mid-American,8.52,15.67,7.15,270,227,core-v1,2020
2020,postseason,1,Oregon,Pac-12,8.42,6.42,-2.0,423,529,core-v1,2020
2020,postseason,1,Oklahoma State,Big 12,8.34,-1.04,-9.38,759,719,core-v1,2020
2020,postseason,1,Washington,Pac-12,8.21,3.22,-4.99,243,220,core-v1,2020
2020,postseason,1,Iowa,Big Ten,8.18,-1.13,-9.31,513,521,core-v1,2020
2020,postseason,1,Texas,Big 12,7.93,7.76,-0.17,646,669,core-v1,2020
2020,postseason,1,UAB,Conference USA,7.79,-0.51,-8.3,511,489,core-v1,2020
2020,postseason,1,San José State,Mountain West,7.72,1.07,-6.64,517,552,core-v1,2020
2020,postseason,1,Georgia Southern,Sun Belt,7.66,1.97,-5.69,717,722,core-v1,2020
2020,postseason,1,Marshall,Conference USA,7.03,-0.67,-7.7,513,524,core-v1,2020
2020,postseason,1,Ball State,Mid-American,6.98,4.94,-2.04,590,555,core-v1,2020
2020,postseason,1,Army,FBS Independents,6.88,-2.12,-9.01,554,456,core-v1,2020
2020,postseason,1,Penn State,Big Ten,6.72,1.14,-5.58,669,567,core-v1,2020
2020,postseason,1,Northwestern,Big Ten,6.72,-5.8,-12.53,652,602,core-v1,2020
2020,postseason,1,TCU,Big 12,6.33,-0.54,-6.87,644,583,core-v1,2020
2020,postseason,1,UCF,American Athletic,6.13,10.71,4.58,773,680,core-v1,2020
2020,postseason,1,Miami,ACC,6.03,3.27,-2.75,737,723,core-v1,2020
2020,postseason,1,Nevada,Mountain West,5.06,4.37,-0.7,600,611,core-v1,2020
2020,postseason,1,Boise State,Mountain West,4.95,1.82,-3.13,405,434,core-v1,2020
2020,postseason,1,Houston,American Athletic,4.83,1.07,-3.75,543,487,core-v1,2020
2020,postseason,1,Tulane,American Athletic,4.29,3.13,-1.16,775,837,core-v1,2020
2020,postseason,1,Pittsburgh,ACC,4.28,-5.35,-9.64,690,637,core-v1,2020
2020,postseason,1,San Diego State,Mountain West,3.68,-9.56,-13.25,539,497,core-v1,2020
2020,postseason,1,Louisville,ACC,3.52,5.68,2.16,710,663,core-v1,2020
2020,postseason,1,Georgia State,Sun Belt,3.52,-0.54,-4.05,727,673,core-v1,2020
2020,postseason,1,Utah,Pac-12,3.5,-4.42,-7.92,343,331,core-v1,2020
2020,postseason,1,Wyoming,Mountain West,3.47,-5.82,-9.29,392,375,core-v1,2020
2020,postseason,1,Wisconsin,Big Ten,3.45,-8.4,-11.85,453,400,core-v1,2020
2020,postseason,1,Arkansas,SEC,3.12,2.08,-1.04,613,744,core-v1,2020
2020,postseason,1,West Virginia,Big 12,3.1,-5.68,-8.79,625,548,core-v1,2020
2020,postseason,1,Auburn,SEC,2.71,2.99,0.27,704,743,core-v1,2020
2020,postseason,1,USC,Pac-12,2.26,0.84,-1.42,420,370,core-v1,2020
2020,postseason,1,Texas Tech,Big 12,2.15,0.63,-1.52,589,658,core-v1,2020
2020,postseason,1,Virginia Tech,ACC,2.05,7.86,5.81,696,754,core-v1,2020
2020,postseason,1,Hawai'i,Mountain West,1.79,2.54,0.74,615,636,core-v1,2020
2020,postseason,1,Troy,Sun Belt,1.3,-3.09,-4.38,643,644,core-v1,2020
2020,postseason,1,SMU,American Athletic,1.17,3.39,2.22,634,614,core-v1,2020
2020,postseason,1,Miami (OH),Mid-American,0.77,1.91,1.15,148,164,core-v1,2020
2020,postseason,1,NC State,ACC,0.55,-0.88,-1.43,795,884,core-v1,2020
2020,postseason,1,Liberty,FBS Independents,0.5,6.39,5.89,584,489,core-v1,2020
2020,postseason,1,Georgia Tech,ACC,0.35,1.95,1.6,637,719,core-v1,2020
2020,postseason,1,Rice,Conference USA,0.14,-4.64,-4.78,330,287,core-v1,2020
2020,postseason,1,Nebraska,Big Ten,-0.07,2.4,2.46,535,552,core-v1,2020
2020,postseason,1,Tennessee,SEC,-0.41,-2.36,-1.95,585,640,core-v1,2020
2020,postseason,1,Fresno State,Mountain West,-0.44,1.34,1.78,459,401,core-v1,2020
2020,postseason,1,Central Michigan,Mid-American,-0.48,-6.07,-5.6,400,399,core-v1,2020
2020,postseason,1,Baylor,Big 12,-0.56,-8.4,-7.84,589,570,core-v1,2020
2020,postseason,1,Ohio,Mid-American,-0.67,3.4,4.07,141,191,core-v1,2020
2020,postseason,1,Colorado State,Mountain West,-1.07,-4.19,-3.13,232,274,core-v1,2020
2020,postseason,1,Michigan,Big Ten,-1.22,3.3,4.52,349,418,core-v1,2020
2020,postseason,1,Colorado,Pac-12,-1.46,-4.64,-3.18,434,397,core-v1,2020
2020,postseason,1,Virginia,ACC,-1.78,-0.97,0.81,672,614,core-v1,2020
2020,postseason,1,Purdue,Big Ten,-1.8,0.09,1.89,412,443,core-v1,2020
2020,postseason,1,Stanford,Pac-12,-1.82,7.68,9.5,401,387,core-v1,2020
2020,postseason,1,UTSA,Conference USA,-1.95,-2.7,-0.75,743,720,core-v1,2020
2020,postseason,1,Ole Miss,SEC,-2.05,11.72,13.77,764,737,core-v1,2020
2020,postseason,1,Wake Forest,ACC,-2.35,1.12,3.47,563,548,core-v1,2020
2020,postseason,1,Memphis,American Athletic,-3.23,-0.33,2.9,717,753,core-v1,2020
2020,postseason,1,Arkansas State,Sun Belt,-3.44,3.45,6.88,737,707,core-v1,2020
2020,postseason,1,Kansas State,Big 12,-3.47,1.24,4.71,523,632,core-v1,2020
2020,postseason,1,Oregon State,Pac-12,-3.5,4.62,8.12,491,475,core-v1,2020
2020,postseason,1,Boston College,ACC,-3.5,2.79,6.29,725,722,core-v1,2020
2020,postseason,1,Kentucky,SEC,-4.51,-7.46,-2.95,630,672,core-v1,2020
2020,postseason,1,Indiana,Big Ten,-4.52,-8.62,-4.1,537,526,core-v1,2020
