year,throughSeasonType,throughWeek,team,conference,overall,offense,defense,offensePlays,defensePlays,modelVersion,source_year
2020,postseason,1,Mississippi State,SEC,-4.82,-11.81,-6.99,731,749,core-v1,2020
2020,postseason,1,Western Kentucky,Conference USA,-4.89,-10.86,-5.97,606,675,core-v1,2020
2020,postseason,1,Michigan State,Big Ten,-5.39,-11.97,-6.58,415,465,core-v1,2020
2020,postseason,1,Missouri,SEC,-5.68,-0.44,5.24,598,604,core-v1,2020
2020,postseason,1,Maryland,Big Ten,-5.85,-0.22,5.63,269,356,core-v1,2020
2020,postseason,1,Florida Atlantic,Conference USA,-6.01,-10.26,-4.25,590,594,core-v1,2020
2020,postseason,1,East Carolina,American Athletic,-6.06,-5.72,0.35,550,578,core-v1,2020
2020,postseason,1,North Texas,Conference USA,-6.07,7.22,13.29,628,615,core-v1,2020
2020,postseason,1,LSU,SEC,-7.04,-3.03,4.01,678,599,core-v1,2020
2020,postseason,1,Eastern Michigan,Mid-American,-7.28,-0.12,7.16,383,449,core-v1,2020
2020,postseason,1,Florida State,ACC,-7.51,-2.0,5.51,488,529,core-v1,2020
2020,postseason,1,California,Pac-12,-8.24,-11.03,-2.79,275,243,core-v1,2020
2020,postseason,1,New Mexico,Mountain West,-8.44,-3.78,4.65,493,448,core-v1,2020
2020,postseason,1,South Alabama,Sun Belt,-8.49,-6.06,2.44,726,703,core-v1,2020
2020,postseason,1,Middle Tennessee,Conference USA,-8.81,-0.01,8.8,588,598,core-v1,2020
2020,postseason,1,South Florida,American Athletic,-9.3,-3.96,5.35,470,527,core-v1,2020
2020,postseason,1,Minnesota,Big Ten,-9.88,3.83,13.71,427,385,core-v1,2020
2020,postseason,1,Texas State,Sun Belt,-10.03,-1.68,8.35,702,878,core-v1,2020
2020,postseason,1,Illinois,Big Ten,-10.16,-0.18,9.97,477,500,core-v1,2020
2020,postseason,1,Charlotte,Conference USA,-10.55,-3.85,6.7,368,366,core-v1,2020
2020,postseason,1,UTEP,Conference USA,-10.9,-3.86,7.04,372,348,core-v1,2020
2020,postseason,1,South Carolina,SEC,-11.09,-3.97,7.12,588,603,core-v1,2020
2020,postseason,1,Navy,American Athletic,-11.21,-8.86,2.35,546,601,core-v1,2020
2020,postseason,1,Northern Illinois,Mid-American,-11.36,-7.93,3.43,397,366,core-v1,2020
2020,postseason,1,Arizona,Pac-12,-11.97,-9.47,2.5,299,290,core-v1,2020
2020,postseason,1,UNLV,Mountain West,-12.34,-1.87,10.46,406,382,core-v1,2020
2020,postseason,1,Florida International,Conference USA,-12.99,-12.01,0.98,240,279,core-v1,2020
2020,postseason,1,Rutgers,Big Ten,-13.26,-11.46,1.81,611,651,core-v1,2020
2020,postseason,1,Louisiana Tech,Conference USA,-13.54,-12.37,1.17,521,553,core-v1,2020
2020,postseason,1,Washington State,Pac-12,-13.6,-1.04,12.56,233,248,core-v1,2020
2020,postseason,1,Southern Miss,Conference USA,-13.63,-1.68,11.94,558,615,core-v1,2020
2020,postseason,1,Bowling Green,Mid-American,-15.45,-8.55,6.9,214,274,core-v1,2020
2020,postseason,1,Duke,ACC,-16.85,-10.68,6.17,737,696,core-v1,2020
2020,postseason,1,UL Monroe,Sun Belt,-17.78,-9.7,8.08,504,588,core-v1,2020
2020,postseason,1,Kansas,Big 12,-17.8,-15.58,2.22,457,508,core-v1,2020
2020,postseason,1,Vanderbilt,SEC,-19.21,-6.54,12.66,535,527,core-v1,2020
2020,postseason,1,Temple,American Athletic,-19.56,-8.88,10.68,464,432,core-v1,2020
2020,postseason,1,Massachusetts,FBS Independents,-20.45,-11.58,8.87,153,196,core-v1,2020
2020,postseason,1,Syracuse,ACC,-21.21,-20.16,1.05,592,807,core-v1,2020
2020,postseason,1,Akron,Mid-American,-21.72,-10.62,11.1,275,272,core-v1,2020
2020,postseason,1,Utah State,Mountain West,-23.17,-12.44,10.72,313,409,core-v1,2020
2021,postseason,1,Georgia,SEC,33.44,11.01,-22.43,706,667,core-v1,2021
2021,postseason,1,Ohio State,Big Ten,29.45,24.51,-4.94,739,718,core-v1,2021
2021,postseason,1,Alabama,SEC,24.93,10.27,-14.66,901,771,core-v1,2021
2021,postseason,1,Oklahoma State,Big 12,20.49,0.53,-19.96,910,762,core-v1,2021
2021,postseason,1,Cincinnati,American Athletic,19.55,5.9,-13.64,709,813,core-v1,2021
2021,postseason,1,Arkansas,SEC,18.08,9.81,-8.27,789,763,core-v1,2021
2021,postseason,1,UAB,Conference USA,16.11,11.96,-4.15,599,654,core-v1,2021
2021,postseason,1,Arizona State,Pac-12,14.51,7.92,-6.59,716,754,core-v1,2021
2021,postseason,1,Texas A&M,SEC,14.5,-3.97,-18.47,649,710,core-v1,2021
2021,postseason,1,NC State,ACC,14.24,0.82,-13.42,693,686,core-v1,2021
2021,postseason,1,Utah,Pac-12,14.2,7.49,-6.7,799,770,core-v1,2021
2021,postseason,1,App State,Sun Belt,13.79,3.63,-10.16,810,742,core-v1,2021
2021,postseason,1,Nebraska,Big Ten,13.38,8.91,-4.46,693,710,core-v1,2021
2021,postseason,1,Pittsburgh,ACC,13.1,3.24,-9.86,890,841,core-v1,2021
2021,postseason,1,Michigan,Big Ten,13.02,4.09,-8.93,842,832,core-v1,2021
2021,postseason,1,Coastal Carolina,Sun Belt,13.0,12.79,-0.21,677,683,core-v1,2021
2021,postseason,1,UCLA,Pac-12,12.57,13.43,0.86,807,773,core-v1,2021
2021,postseason,1,Oregon,Pac-12,12.53,9.85,-2.68,832,860,core-v1,2021
2021,postseason,1,Wisconsin,Big Ten,12.52,-3.17,-15.7,785,666,core-v1,2021
2021,postseason,1,Iowa State,Big 12,12.11,8.02,-4.09,745,653,core-v1,2021
2021,postseason,1,Minnesota,Big Ten,12.01,2.02,-9.98,838,690,core-v1,2021
2021,postseason,1,Oklahoma,Big 12,11.49,10.21,-1.29,758,812,core-v1,2021
2021,postseason,1,Notre Dame,FBS Independents,11.46,2.69,-8.77,845,807,core-v1,2021
2021,postseason,1,Kansas State,Big 12,10.55,9.91,-0.64,651,709,core-v1,2021
2021,postseason,1,Florida,SEC,10.09,5.39,-4.7,751,687,core-v1,2021
2021,postseason,1,Mississippi State,SEC,9.69,6.13,-3.56,859,709,core-v1,2021
2021,postseason,1,San Diego State,Mountain West,9.48,-5.54,-15.02,778,829,core-v1,2021
2021,postseason,1,Western Kentucky,Conference USA,9.24,12.41,3.17,939,921,core-v1,2021
2021,postseason,1,Tennessee,SEC,9.09,10.14,1.04,714,820,core-v1,2021
2021,postseason,1,Houston,American Athletic,9.01,-0.41,-9.42,853,736,core-v1,2021
2021,postseason,1,Ole Miss,SEC,8.75,8.18,-0.57,867,833,core-v1,2021
2021,postseason,1,Clemson,ACC,8.72,-7.0,-15.72,768,768,core-v1,2021
2021,postseason,1,Auburn,SEC,8.71,1.7,-7.01,802,821,core-v1,2021
2021,postseason,1,Oregon State,Pac-12,8.24,10.27,2.03,784,786,core-v1,2021
2021,postseason,1,BYU,FBS Independents,8.06,10.31,2.25,783,820,core-v1,2021
2021,postseason,1,Fresno State,Mountain West,8.02,1.9,-6.12,783,720,core-v1,2021
2021,postseason,1,Texas,Big 12,7.93,7.11,-0.82,724,769,core-v1,2021
2021,postseason,1,Baylor,Big 12,7.53,-0.45,-7.98,846,847,core-v1,2021
2021,postseason,1,Michigan State,Big Ten,6.93,3.9,-3.04,761,882,core-v1,2021
2021,postseason,1,Air Force,Mountain West,6.83,6.11,-0.72,779,614,core-v1,2021
2021,postseason,1,Purdue,Big Ten,6.7,3.75,-2.95,878,793,core-v1,2021
2021,postseason,1,Marshall,Conference USA,6.62,3.36,-3.25,829,857,core-v1,2021
2021,postseason,1,UTEP,Conference USA,6.48,3.04,-3.43,668,744,core-v1,2021
2021,postseason,1,Penn State,Big Ten,6.36,-6.69,-13.05,812,851,core-v1,2021
2021,postseason,1,Boise State,Mountain West,6.29,1.0,-5.29,795,740,core-v1,2021
2021,postseason,1,Florida State,ACC,6.26,2.81,-3.45,679,745,core-v1,2021
2021,postseason,1,Kentucky,SEC,6.09,4.18,-1.91,729,650,core-v1,2021
2021,postseason,1,Toledo,Mid-American,5.99,-0.82,-6.81,715,790,core-v1,2021
2021,postseason,1,Liberty,FBS Independents,4.85,3.34,-1.51,651,648,core-v1,2021
2021,postseason,1,Tulsa,American Athletic,4.79,0.12,-4.67,840,740,core-v1,2021
2021,postseason,1,Miami,ACC,4.66,1.18,-3.48,750,731,core-v1,2021
2021,postseason,1,Texas Tech,Big 12,4.35,5.8,1.45,658,704,core-v1,2021
2021,postseason,1,Louisville,ACC,4.14,7.78,3.63,710,764,core-v1,2021
2021,postseason,1,Colorado State,Mountain West,3.73,-1.33,-5.06,785,725,core-v1,2021
2021,postseason,1,Western Michigan,Mid-American,3.47,6.38,2.91,835,641,core-v1,2021
2021,postseason,1,Maryland,Big Ten,3.42,5.63,2.2,726,748,core-v1,2021
2021,postseason,1,West Virginia,Big 12,3.42,-1.13,-4.55,784,741,core-v1,2021
2021,postseason,1,Utah State,Mountain West,3.37,1.57,-1.81,906,777,core-v1,2021
2021,postseason,1,Georgia State,Sun Belt,3.28,0.5,-2.79,789,822,core-v1,2021
2021,postseason,1,South Carolina,SEC,3.19,-0.31,-3.51,624,670,core-v1,2021
2021,postseason,1,East Carolina,American Athletic,3.18,2.62,-0.55,790,661,core-v1,2021
2021,postseason,1,Nevada,Mountain West,3.11,5.34,2.24,770,754,core-v1,2021
2021,postseason,1,SMU,American Athletic,2.7,5.55,2.85,749,692,core-v1,2021
2021,postseason,1,Hawai'i,Mountain West,2.44,1.37,-1.07,775,879,core-v1,2021
2021,postseason,1,UCF,American Athletic,2.31,-1.51,-3.81,703,781,core-v1,2021
2021,postseason,1,Iowa,Big Ten,2.13,-11.35,-13.48,837,898,core-v1,2021
2021,postseason,1,Louisiana,Sun Belt,2.12,-0.95,-3.08,849,819,core-v1,2021
2021,postseason,1,UTSA,Conference USA,2.02,5.54,3.52,872,783,core-v1,2021
2021,postseason,1,North Carolina,ACC,1.68,6.25,4.57,785,797,core-v1,2021
2021,postseason,1,Wyoming,Mountain West,0.44,2.16,1.72,704,772,core-v1,2021
2021,postseason,1,Miami (OH),Mid-American,0.08,1.75,1.67,743,727,core-v1,2021
2021,postseason,1,LSU,SEC,0.02,-2.48,-2.49,751,780,core-v1,2021
2021,postseason,1,Syracuse,ACC,-0.52,-0.12,0.4,649,688,core-v1,2021
2021,postseason,1,Central Michigan,Mid-American,-1.06,-0.28,0.78,768,753,core-v1,2021
2021,postseason,1,Washington State,Pac-12,-1.34,-2.18,-0.83,729,730,core-v1,2021
2021,postseason,1,North Texas,Conference USA,-1.5,-3.71,-2.22,785,668,core-v1,2021
2021,postseason,1,Army,FBS Independents,-1.51,1.33,2.84,735,648,core-v1,2021
2021,postseason,1,Tulane,American Athletic,-1.66,-3.51,-1.86,679,748,core-v1,2021
2021,postseason,1,Memphis,American Athletic,-1.83,-1.11,0.72,764,854,core-v1,2021
2021,postseason,1,San José State,Mountain West,-2.05,-9.25,-7.21,653,758,core-v1,2021
2021,postseason,1,California,Pac-12,-2.1,-3.19,-1.09,695,752,core-v1,2021
2021,postseason,1,Wake Forest,ACC,-2.26,2.94,5.2,927,828,core-v1,2021
2021,postseason,1,Virginia,ACC,-2.39,10.05,12.44,767,708,core-v1,2021
2021,postseason,1,Florida Atlantic,Conference USA,-2.84,-2.21,0.63,655,693,core-v1,2021
2021,postseason,1,Old Dominion,Conference USA,-3.2,-5.93,-2.73,795,869,core-v1,2021
2021,postseason,1,Virginia Tech,ACC,-3.61,-3.29,0.33,747,748,core-v1,2021
2021,postseason,1,Navy,American Athletic,-3.65,-5.74,-2.09,746,683,core-v1,2021
2021,postseason,1,Kent State,Mid-American,-3.9,7.63,11.52,854,906,core-v1,2021
2021,postseason,1,TCU,Big 12,-4.53,9.01,13.54,680,681,core-v1,2021
2021,postseason,1,Troy,Sun Belt,-4.66,-7.55,-2.89,657,703,core-v1,2021
2021,postseason,1,USC,Pac-12,-5.15,1.54,6.68,902,749,core-v1,2021
2021,postseason,1,Missouri,SEC,-5.17,3.53,8.71,748,741,core-v1,2021
2021,postseason,1,Middle Tennessee,Conference USA,-5.28,-5.81,-0.53,716,723,core-v1,2021
2021,postseason,1,Boston College,ACC,-5.79,-6.08,-0.29,682,647,core-v1,2021
2021,postseason,1,Washington,Pac-12,-6.82,-7.99,-1.17,655,687,core-v1,2021
2021,postseason,1,Louisiana Tech,Conference USA,-7.32,-0.82,6.5,702,732,core-v1,2021
2021,postseason,1,Illinois,Big Ten,-7.94,-5.66,2.28,711,755,core-v1,2021
2021,postseason,1,Northern Illinois,Mid-American,-8.35,5.06,13.41,827,747,core-v1,2021
2021,postseason,1,Ohio,Mid-American,-8.81,-1.64,7.17,687,755,core-v1,2021
2021,postseason,1,South Alabama,Sun Belt,-8.96,-7.77,1.19,640,580,core-v1,2021
2021,postseason,1,Arizona,Pac-12,-9.58,-9.29,0.29,731,621,core-v1,2021
2021,postseason,1,Georgia Southern,Sun Belt,-9.68,-5.11,4.57,690,690,core-v1,2021
2021,postseason,1,Buffalo,Mid-American,-9.84,-1.77,8.07,797,705,core-v1,2021
2021,postseason,1,Stanford,Pac-12,-10.93,-7.64,3.29,607,754,core-v1,2021
2021,postseason,1,Indiana,Big Ten,-11.67,-11.92,-0.25,655,667,core-v1,2021
2021,postseason,1,UNLV,Mountain West,-11.76,-4.98,6.78,572,667,core-v1,2021
2021,postseason,1,South Florida,American Athletic,-12.06,-1.05,11.01,682,672,core-v1,2021
2021,postseason,1,Georgia Tech,ACC,-12.42,-5.04,7.38,645,687,core-v1,2021
2021,postseason,1,Rice,Conference USA,-13.47,-5.19,8.28,621,589,core-v1,2021
2021,postseason,1,Eastern Michigan,Mid-American,-14.22,-2.8,11.43,736,773,core-v1,2021
2021,postseason,1,Colorado,Pac-12,-15.59,-11.71,3.88,529,703,core-v1,2021
2021,postseason,1,Northwestern,Big Ten,-15.63,-7.12,8.51,632,680,core-v1,2021
2021,postseason,1,Ball State,Mid-American,-16.14,-8.18,7.95,644,711,core-v1,2021
2021,postseason,1,Vanderbilt,SEC,-16.3,-8.85,7.45,659,682,core-v1,2021
2021,postseason,1,UL Monroe,Sun Belt,-16.52,-12.79,3.73,663,703,core-v1,2021
2021,postseason,1,Bowling Green,Mid-American,-16.9,-15.69,1.22,588,687,core-v1,2021
2021,postseason,1,Rutgers,Big Ten,-18.44,-14.47,3.96,697,698,core-v1,2021
2021,postseason,1,Kansas,Big 12,-19.21,-1.35,17.86,553,634,core-v1,2021
2021,postseason,1,Temple,American Athletic,-19.41,-10.24,9.17,518,674,core-v1,2021
2021,postseason,1,Southern Miss,Conference USA,-19.49,-15.55,3.94,454,472,core-v1,2021
2021,postseason,1,Texas State,Sun Belt,-19.73,-8.46,11.27,695,764,core-v1,2021
2021,postseason,1,Arkansas State,Sun Belt,-20.39,-7.03,13.36,684,691,core-v1,2021
2021,postseason,1,Charlotte,Conference USA,-20.76,-0.48,20.28,694,696,core-v1,2021
2021,postseason,1,New Mexico,Mountain West,-21.84,-22.77,-0.93,530,627,core-v1,2021
2021,postseason,1,New Mexico State,FBS Independents,-22.85,-3.94,18.92,714,592,core-v1,2021
2021,postseason,1,Duke,ACC,-23.31,-10.57,12.74,685,672,core-v1,2021
2021,postseason,1,Florida International,Conference USA,-23.34,-9.98,13.36,572,690,core-v1,2021
2021,postseason,1,UConn,FBS Independents,-26.13,-14.38,11.75,497,576,core-v1,2021
2021,postseason,1,Massachusetts,FBS Independents,-26.24,-8.83,17.41,473,485,core-v1,2021
2021,postseason,1,Akron,Mid-American,-29.01,-6.53,22.48,583,592,core-v1,2021
2022,postseason,1,Georgia,SEC,31.6,14.52,-17.08,816,721,core-v1,2022
2022,postseason,1,Ohio State,Big Ten,27.35,19.68,-7.68,736,656,core-v1,2022
2022,postseason,1,Michigan,Big Ten,24.98,10.25,-14.73,847,761,core-v1,2022
2022,postseason,1,LSU,SEC,24.1,13.64,-10.45,820,781,core-v1,2022
2022,postseason,1,Alabama,SEC,22.19,9.04,-13.15,698,725,core-v1,2022
2022,postseason,1,Tennessee,SEC,18.35,15.41,-2.94,728,731,core-v1,2022
2022,postseason,1,James Madison,Sun Belt,15.79,1.99,-13.81,650,537,core-v1,2022
2022,postseason,1,Texas,Big 12,15.23,7.24,-7.99,794,881,core-v1,2022
2022,postseason,1,Penn State,Big Ten,15.13,3.58,-11.55,802,773,core-v1,2022
2022,postseason,1,Florida State,ACC,14.09,11.4,-2.7,731,676,core-v1,2022
2022,postseason,1,Utah,Pac-12,13.93,5.2,-8.73,850,642,core-v1,2022
2022,postseason,1,Oregon State,Pac-12,12.9,2.52,-10.38,702,707,core-v1,2022
2022,postseason,1,Pittsburgh,ACC,12.9,0.92,-11.98,790,729,core-v1,2022
2022,postseason,1,TCU,Big 12,12.34,8.48,-3.86,856,902,core-v1,2022
2022,postseason,1,Louisville,ACC,11.58,2.41,-9.18,818,768,core-v1,2022
2022,postseason,1,Mississippi State,SEC,11.44,-0.06,-11.5,787,723,core-v1,2022
2022,postseason,1,Oregon,Pac-12,11.3,13.47,2.17,766,661,core-v1,2022
2022,postseason,1,Boise State,Mountain West,11.21,6.05,-5.16,796,746,core-v1,2022
2022,postseason,1,Tulane,American Athletic,10.39,6.2,-4.2,819,880,core-v1,2022
2022,postseason,1,Maryland,Big Ten,9.97,4.02,-5.94,847,846,core-v1,2022
2022,postseason,1,Ole Miss,SEC,9.81,10.06,0.25,864,807,core-v1,2022
2022,postseason,1,Kansas State,Big 12,9.12,6.4,-2.72,806,771,core-v1,2022
2022,postseason,1,Kentucky,SEC,8.99,-2.23,-11.22,707,700,core-v1,2022
2022,postseason,1,UCLA,Pac-12,8.8,11.87,3.06,839,814,core-v1,2022
2022,postseason,1,Illinois,Big Ten,8.65,-1.04,-9.69,814,684,core-v1,2022
2022,postseason,1,Auburn,SEC,8.62,1.52,-7.1,687,735,core-v1,2022
2022,postseason,1,Houston,American Athletic,8.56,10.88,2.32,847,876,core-v1,2022
2022,postseason,1,Kansas,Big 12,8.52,13.53,5.01,603,690,core-v1,2022
2022,postseason,1,Duke,ACC,8.26,8.23,-0.03,732,673,core-v1,2022
2022,postseason,1,Wisconsin,Big Ten,8.19,-0.61,-8.79,665,666,core-v1,2022
2022,postseason,1,Clemson,ACC,8.05,-3.43,-11.48,899,805,core-v1,2022
2022,postseason,1,Air Force,Mountain West,7.88,7.82,-0.07,703,534,core-v1,2022
2022,postseason,1,Iowa State,Big 12,7.85,-6.24,-14.1,757,604,core-v1,2022
2022,postseason,1,Toledo,Mid-American,7.53,1.2,-6.33,867,783,core-v1,2022
2022,postseason,1,Minnesota,Big Ten,7.2,4.17,-3.03,679,624,core-v1,2022
2022,postseason,1,Washington,Pac-12,6.99,12.51,5.52,828,739,core-v1,2022
2022,postseason,1,Florida,SEC,6.59,8.07,1.49,747,792,core-v1,2022
2022,postseason,1,Troy,Sun Belt,6.29,-2.62,-8.91,809,873,core-v1,2022
2022,postseason,1,Notre Dame,FBS Independents,6.22,0.82,-5.4,847,750,core-v1,2022
2022,postseason,1,UAB,Conference USA,5.82,7.28,1.46,733,744,core-v1,2022
2022,postseason,1,UTSA,Conference USA,5.67,6.1,0.43,880,773,core-v1,2022
2022,postseason,1,Texas A&M,SEC,5.31,-1.64,-6.95,686,789,core-v1,2022
2022,postseason,1,USC,Pac-12,4.75,15.81,11.07,932,832,core-v1,2022
2022,postseason,1,Western Kentucky,Conference USA,4.72,4.92,0.2,796,758,core-v1,2022
2022,postseason,1,Marshall,Sun Belt,4.27,-9.59,-13.86,777,728,core-v1,2022
2022,postseason,1,Oklahoma,Big 12,4.25,5.82,1.56,690,786,core-v1,2022
2022,postseason,1,East Carolina,American Athletic,4.25,6.0,1.75,718,664,core-v1,2022
2022,postseason,1,App State,Sun Belt,4.1,7.75,3.65,719,652,core-v1,2022
2022,postseason,1,Fresno State,Mountain West,3.94,2.18,-1.75,732,741,core-v1,2022
2022,postseason,1,Wake Forest,ACC,3.79,7.11,3.32,836,803,core-v1,2022
2022,postseason,1,UCF,American Athletic,3.52,4.61,1.08,937,829,core-v1,2022
2022,postseason,1,Iowa,Big Ten,3.32,-13.31,-16.62,680,782,core-v1,2022
2022,postseason,1,South Alabama,Sun Belt,3.18,-0.67,-3.85,844,737,core-v1,2022
2022,postseason,1,North Carolina,ACC,3.16,12.05,8.89,903,887,core-v1,2022
2022,postseason,1,Purdue,Big Ten,2.94,3.22,0.28,902,790,core-v1,2022
2022,postseason,1,Cincinnati,American Athletic,2.9,-4.4,-7.3,778,836,core-v1,2022
2022,postseason,1,Miami,ACC,2.12,-5.54,-7.65,694,626,core-v1,2022
2022,postseason,1,Texas Tech,Big 12,1.66,-1.92,-3.58,962,809,core-v1,2022
2022,postseason,1,Syracuse,ACC,1.6,1.97,0.37,705,783,core-v1,2022
2022,postseason,1,Baylor,Big 12,1.38,1.05,-0.33,734,704,core-v1,2022
2022,postseason,1,Missouri,SEC,1.3,-4.81,-6.11,741,718,core-v1,2022
2022,postseason,1,NC State,ACC,0.98,-7.33,-8.31,794,754,core-v1,2022
2022,postseason,1,Liberty,FBS Independents,0.75,-2.39,-3.14,764,779,core-v1,2022
2022,postseason,1,Arkansas,SEC,0.66,5.17,4.52,839,792,core-v1,2022
2022,postseason,1,Tulsa,American Athletic,0.61,0.44,-0.16,725,738,core-v1,2022
2022,postseason,1,South Carolina,SEC,0.38,2.22,1.83,690,783,core-v1,2022
2022,postseason,1,Oklahoma State,Big 12,-0.18,-4.52,-4.34,852,841,core-v1,2022
2022,postseason,1,Arizona,Pac-12,-0.68,11.04,11.73,658,719,core-v1,2022
2022,postseason,1,West Virginia,Big 12,-0.83,0.27,1.1,658,659,core-v1,2022
2022,postseason,1,Boston College,ACC,-1.2,0.01,1.21,571,597,core-v1,2022
2022,postseason,1,San José State,Mountain West,-1.27,0.1,1.37,680,674,core-v1,2022
2022,postseason,1,Buffalo,Mid-American,-1.32,-4.32,-2.99,835,676,core-v1,2022
2022,postseason,1,Coastal Carolina,Sun Belt,-1.43,7.2,8.63,747,744,core-v1,2022
2022,postseason,1,Memphis,American Athletic,-1.51,-3.98,-2.47,823,812,core-v1,2022
2022,postseason,1,North Texas,Conference USA,-1.78,3.47,5.25,834,911,core-v1,2022
2022,postseason,1,San Diego State,Mountain West,-2.08,-5.05,-2.97,674,721,core-v1,2022
2022,postseason,1,BYU,FBS Independents,-2.09,5.85,7.94,703,771,core-v1,2022
2022,postseason,1,Southern Miss,Sun Belt,-2.4,-5.77,-3.37,712,787,core-v1,2022
2022,postseason,1,Georgia State,Sun Belt,-2.56,-3.61,-1.05,845,816,core-v1,2022
2022,postseason,1,Arizona State,Pac-12,-2.64,3.76,6.4,692,754,core-v1,2022
2022,postseason,1,Wyoming,Mountain West,-2.73,-2.07,0.66,646,786,core-v1,2022
2022,postseason,1,Michigan State,Big Ten,-2.96,-1.59,1.37,685,774,core-v1,2022
2022,postseason,1,Navy,American Athletic,-3.09,-3.17,-0.08,692,592,core-v1,2022
2022,postseason,1,Louisiana,Sun Belt,-3.11,-4.22,-1.11,714,673,core-v1,2022
2022,postseason,1,Temple,American Athletic,-3.56,-2.26,1.31,657,694,core-v1,2022
2022,postseason,1,Eastern Michigan,Mid-American,-4.06,4.05,8.11,812,760,core-v1,2022
2022,postseason,1,Georgia Tech,ACC,-4.07,-8.6,-4.53,665,715,core-v1,2022
2022,postseason,1,Virginia,ACC,-4.2,-11.11,-6.91,540,606,core-v1,2022
2022,postseason,1,California,Pac-12,-4.66,-3.85,0.81,679,785,core-v1,2022
2022,postseason,1,Vanderbilt,SEC,-4.74,0.17,4.91,596,587,core-v1,2022
2022,postseason,1,Rutgers,Big Ten,-5.01,-10.9,-5.9,599,677,core-v1,2022
2022,postseason,1,Washington State,Pac-12,-5.02,-6.26,-1.24,730,738,core-v1,2022
2022,postseason,1,Georgia Southern,Sun Belt,-5.8,7.55,13.36,881,884,core-v1,2022
2022,postseason,1,SMU,American Athletic,-5.83,4.38,10.21,868,794,core-v1,2022
2022,postseason,1,Central Michigan,Mid-American,-6.68,-5.54,1.14,699,742,core-v1,2022
2022,postseason,1,Indiana,Big Ten,-6.91,-7.58,-0.67,767,795,core-v1,2022
2022,postseason,1,UConn,FBS Independents,-7.25,-4.8,2.45,650,749,core-v1,2022
2022,postseason,1,Nebraska,Big Ten,-7.32,-1.07,6.25,646,790,core-v1,2022
2022,postseason,1,Ohio,Mid-American,-7.49,0.54,8.03,810,865,core-v1,2022
2022,postseason,1,Kent State,Mid-American,-7.53,2.97,10.5,743,764,core-v1,2022
2022,postseason,1,Ball State,Mid-American,-8.2,-7.57,0.63,741,833,core-v1,2022
2022,postseason,1,Utah State,Mountain West,-8.37,-5.45,2.92,818,784,core-v1,2022
2022,postseason,1,Virginia Tech,ACC,-8.63,-7.21,1.42,543,614,core-v1,2022
2022,postseason,1,Middle Tennessee,Conference USA,-8.75,-9.44,-0.69,781,831,core-v1,2022
2022,postseason,1,Northwestern,Big Ten,-8.78,-12.25,-3.47,630,638,core-v1,2022
2022,postseason,1,Bowling Green,Mid-American,-9.17,-3.84,5.33,635,729,core-v1,2022
2022,postseason,1,South Florida,American Athletic,-9.69,6.9,16.59,570,643,core-v1,2022
2022,postseason,1,UTEP,Conference USA,-9.79,-3.5,6.29,757,680,core-v1,2022
2022,postseason,1,Texas State,Sun Belt,-10.42,-9.61,0.81,669,702,core-v1,2022
2022,postseason,1,Northern Illinois,Mid-American,-10.44,1.31,11.75,646,701,core-v1,2022
2022,postseason,1,UL Monroe,Sun Belt,-10.5,-3.03,7.46,592,695,core-v1,2022
2022,postseason,1,UNLV,Mountain West,-10.94,-0.59,10.35,617,699,core-v1,2022
2022,postseason,1,Miami (OH),Mid-American,-11.44,-7.86,3.59,636,731,core-v1,2022
2022,postseason,1,Old Dominion,Sun Belt,-11.46,-7.04,4.41,694,880,core-v1,2022
2022,postseason,1,Florida Atlantic,Conference USA,-12.26,-4.18,8.08,652,639,core-v1,2022
2022,postseason,1,New Mexico State,FBS Independents,-12.87,-6.58,6.29,555,589,core-v1,2022
2022,postseason,1,Stanford,Pac-12,-12.89,-6.76,6.13,642,680,core-v1,2022
2022,postseason,1,Akron,Mid-American,-12.95,-7.35,5.6,666,598,core-v1,2022
2022,postseason,1,Western Michigan,Mid-American,-13.84,-11.66,2.18,637,642,core-v1,2022
2022,postseason,1,Army,FBS Independents,-14.63,-2.88,11.74,570,561,core-v1,2022
2022,postseason,1,Rice,Conference USA,-14.68,-5.39,9.29,607,583,core-v1,2022
2022,postseason,1,Colorado State,Mountain West,-15.25,-14.81,0.44,581,659,core-v1,2022
2022,postseason,1,Louisiana Tech,Conference USA,-16.27,-6.16,10.11,701,717,core-v1,2022
2022,postseason,1,Nevada,Mountain West,-17.16,-14.72,2.44,663,666,core-v1,2022
2022,postseason,1,Arkansas State,Sun Belt,-17.81,-6.67,11.14,632,730,core-v1,2022
2022,postseason,1,Charlotte,Conference USA,-19.44,0.81,20.26,556,583,core-v1,2022
2022,postseason,1,Florida International,Conference USA,-22.11,-10.18,11.93,594,679,core-v1,2022
2022,postseason,1,Hawai'i,Mountain West,-23.43,-8.33,15.1,675,682,core-v1,2022
2022,postseason,1,Massachusetts,FBS Independents,-23.76,-16.35,7.41,632,596,core-v1,2022
2022,postseason,1,New Mexico,Mountain West,-23.85,-24.16,-0.31,570,657,core-v1,2022
2022,postseason,1,Colorado,Pac-12,-26.45,-15.56,10.89,511,624,core-v1,2022
2023,postseason,1,Michigan,Big Ten,30.97,13.15,-17.82,769,660,core-v1,2023
2023,postseason,1,Ohio State,Big Ten,29.21,12.37,-16.84,670,667,core-v1,2023
