batter,pitch_type,pitches,weighted_pitches,avg_xwoba,avg_exit_velo,swings,whiffs,balls_in_play,hard_hits,barrels,latest_year,whiff_per_swing,hard_hit_per_bip,barrel_per_bip
457705,FC,196,107.79999999999997,0.3553119375,77.81041666666665,37.95,9.350000000000001,9.9,2.75,0.0,2025,0.2463768115942029,0.2777777777777778,0.0
457705,FF,652,358.5999999999999,0.3537260731205937,85.59138576779029,194.14999999999998,34.650000000000006,69.85000000000001,44.0,3.8500000000000005,2025,0.17847025495750712,0.6299212598425196,0.05511811023622047
457705,FO,2,1.1,,,0.0,0.0,0.0,0.0,0.0,2025,,,
457705,FS,56,30.799999999999997,0.30624169309879745,84.25625,15.4,6.050000000000001,3.8499999999999996,3.3000000000000003,0.0,2025,0.3928571428571429,0.8571428571428573,0.0
457705,KC,28,15.400000000000004,0.35675,77.41111111111111,6.6,0.55,2.2,1.1,0.0,2025,0.08333333333333334,0.5,0.0
457705,SI,433,238.14999999999995,0.3843606452004829,84.47837837837841,113.85,21.450000000000003,44.55,24.200000000000003,0.55,2025,0.1884057971014493,0.54320987654321,0.01234567901234568
457705,SL,399,219.44999999999993,0.3408846298963818,82.28470588235298,85.8,32.45,26.400000000000002,10.450000000000001,1.1,2025,0.37820512820512825,0.3958333333333333,0.041666666666666664
457705,ST,243,133.64999999999998,0.1864652992302184,80.46034482758623,55.55,18.7,18.700000000000003,4.4,0.55,2025,0.33663366336633666,0.23529411764705882,0.029411764705882353
457705,SV,8,4.4,0.691497,,1.1,1.1,0.0,0.0,0.0,2025,1.0,,
457705,,27,14.850000000000003,,,2.2,0.55,1.1,0.0,0.0,2025,0.25,0.0,0.0
457759,CH,77,42.34999999999998,0.23434756521739122,79.12692307692306,19.250000000000004,3.3000000000000003,8.8,1.1,0.0,2025,0.1714285714285714,0.125,0.0
457759,CU,51,28.05,0.305227,78.17999999999999,13.750000000000004,1.6500000000000001,4.4,0.55,0.0,2025,0.11999999999999998,0.125,0.0
457759,FA,1,0.55,0.392,58.9,0.55,0.0,0.55,0.0,0.0,2025,0.0,0.0,0.0
457759,FC,49,26.95,0.3874939431818182,82.78421052631577,12.65,1.6500000000000001,3.8500000000000005,1.1,0.0,2025,0.13043478260869565,0.2857142857142857,0.0
457759,FF,373,205.14999999999995,0.28245190259571773,81.9198473282443,96.25,17.6,25.85,9.9,0.0,2025,0.18285714285714288,0.3829787234042553,0.0
457759,FS,2,1.1,,,0.0,0.0,0.0,0.0,0.0,2025,,,
457759,KC,3,1.6500000000000001,,,0.0,0.0,0.0,0.0,0.0,2025,,,
457759,KN,1,0.55,,,0.0,0.0,0.0,0.0,0.0,2025,,,
457759,SI,110,60.49999999999997,0.33162579999999997,83.2137254901961,29.15,0.55,12.100000000000001,7.15,0.0,2025,0.01886792452830189,0.5909090909090908,0.0
457759,SL,92,50.59999999999998,0.35710289163524644,85.01282051282048,27.500000000000004,5.5,13.75,6.050000000000001,1.1,2025,0.19999999999999998,0.44000000000000006,0.08
457759,ST,47,25.850000000000005,0.22660000000000002,85.63333333333335,12.100000000000003,3.3,6.6000000000000005,2.2,0.0,2025,0.27272727272727265,0.3333333333333333,0.0
