away_team,home_team,game_start,core_market,core_side,books_reporting,prob_books_up,prob_books_down,prob_books_flat,prob_books_moving,prob_consensus_direction,prob_consensus_pct,prob_market_share_pct,avg_implied_prob_move,median_implied_prob_move,max_abs_implied_prob_move,line_books_up,line_books_down,line_books_flat,line_books_moving,line_consensus_pct,avg_point_move,median_point_move,consensus_strength,prob_direction_label
san francisco giants,pittsburgh pirates,2026-09-03 16:35:00+00:00,spread,san francisco giants,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,weak,mixed_flat
san francisco giants,pittsburgh pirates,2026-09-03 16:35:00+00:00,total,over,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,weak,mixed_flat
san francisco giants,pittsburgh pirates,2026-09-03 16:35:00+00:00,total,under,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,weak,mixed_flat
seattle mariners,boston red sox,2026-09-02 20:10:00+00:00,moneyline,boston red sox,14.0,5.0,2.0,7.0,7.0,1.0,71.42857142857143,35.714285714285715,0.07014906419812728,0.0,0.7003168933942594,0.0,0.0,14.0,0.0,0.0,,,weak,toward_side
seattle mariners,boston red sox,2026-09-02 20:10:00+00:00,moneyline,seattle mariners,14.0,2.0,5.0,7.0,7.0,-1.0,71.42857142857143,35.714285714285715,-0.07189641264633918,0.0,0.8735150244584211,0.0,0.0,14.0,0.0,0.0,,,weak,away_from_side
seattle mariners,boston red sox,2026-09-02 20:10:00+00:00,spread,boston red sox,13.0,6.0,1.0,6.0,7.0,1.0,85.71428571428571,46.15384615384615,0.2536669270758574,0.0,1.2403100775193798,0.0,0.0,13.0,0.0,0.0,0.0,0.0,medium,toward_side
seattle mariners,boston red sox,2026-09-02 20:10:00+00:00,spread,seattle mariners,13.0,2.0,6.0,5.0,8.0,-1.0,75.0,46.15384615384615,-0.1784201770954055,0.0,1.214417565335657,0.0,0.0,13.0,0.0,0.0,0.0,0.0,medium,away_from_side
seattle mariners,boston red sox,2026-09-02 20:10:00+00:00,total,over,13.0,1.0,4.0,8.0,5.0,-1.0,80.0,30.76923076923077,-0.36002568637734694,0.0,1.3738779996336326,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,away_from_side
seattle mariners,boston red sox,2026-09-02 20:10:00+00:00,total,under,13.0,4.0,1.0,8.0,5.0,1.0,80.0,30.76923076923077,0.3361524599949556,0.0,1.347951114306245,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,toward_side
st. louis cardinals,los angeles dodgers,2026-09-03 02:10:00+00:00,moneyline,los angeles dodgers,10.0,5.0,0.0,5.0,5.0,1.0,100.0,50.0,0.4870197020501954,0.2070393374741186,1.7316017316017285,0.0,0.0,10.0,0.0,0.0,,,medium,toward_side
st. louis cardinals,los angeles dodgers,2026-09-03 02:10:00+00:00,moneyline,st. louis cardinals,10.0,0.0,5.0,5.0,5.0,-1.0,100.0,50.0,-0.596862975633486,-0.2732240437158473,2.4653312788906034,0.0,0.0,10.0,0.0,0.0,,,medium,away_from_side
st. louis cardinals,los angeles dodgers,2026-09-03 02:10:00+00:00,spread,los angeles dodgers,9.0,6.0,0.0,3.0,6.0,1.0,100.0,66.66666666666666,1.8375540967109028,1.1841606669192872,3.826147266211999,0.0,0.0,9.0,0.0,0.0,0.0,0.0,strong,toward_side
st. louis cardinals,los angeles dodgers,2026-09-03 02:10:00+00:00,spread,st. louis cardinals,9.0,0.0,6.0,3.0,6.0,-1.0,100.0,66.66666666666666,-1.8055919640995262,-1.9033117624666973,3.1746031746031744,0.0,0.0,9.0,0.0,0.0,0.0,0.0,strong,away_from_side
st. louis cardinals,los angeles dodgers,2026-09-03 02:10:00+00:00,total,over,9.0,6.0,0.0,3.0,6.0,1.0,100.0,66.66666666666666,1.0736155933632108,0.7244626901714568,3.1746031746031744,4.0,0.0,5.0,4.0,100.0,0.2222222222222222,0.0,strong,toward_side
st. louis cardinals,los angeles dodgers,2026-09-03 02:10:00+00:00,total,under,9.0,0.0,7.0,2.0,7.0,-1.0,100.0,77.77777777777779,-1.2795357453542322,-1.086862011998957,3.600464576074336,4.0,0.0,5.0,4.0,100.0,0.2222222222222222,0.0,strong,away_from_side
st. louis cardinals,los angeles dodgers,2026-09-04 02:10:00+00:00,moneyline,los angeles dodgers,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,weak,mixed_flat
st. louis cardinals,los angeles dodgers,2026-09-04 02:10:00+00:00,moneyline,st. louis cardinals,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,weak,mixed_flat
st. louis cardinals,los angeles dodgers,2026-09-04 02:10:00+00:00,spread,los angeles dodgers,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,weak,mixed_flat
st. louis cardinals,los angeles dodgers,2026-09-04 02:10:00+00:00,spread,st. louis cardinals,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,weak,mixed_flat
st. louis cardinals,los angeles dodgers,2026-09-04 02:10:00+00:00,total,over,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,weak,mixed_flat
st. louis cardinals,los angeles dodgers,2026-09-04 02:10:00+00:00,total,under,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,weak,mixed_flat
tampa bay rays,texas rangers,2026-09-04 00:05:00+00:00,moneyline,tampa bay rays,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,,,weak,mixed_flat
tampa bay rays,texas rangers,2026-09-04 00:05:00+00:00,moneyline,texas rangers,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,,,weak,mixed_flat
tampa bay rays,texas rangers,2026-09-04 00:05:00+00:00,spread,tampa bay rays,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,mixed_flat
tampa bay rays,texas rangers,2026-09-04 00:05:00+00:00,spread,texas rangers,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,mixed_flat
tampa bay rays,texas rangers,2026-09-04 00:05:00+00:00,total,over,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,mixed_flat
tampa bay rays,texas rangers,2026-09-04 00:05:00+00:00,total,under,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,mixed_flat
toronto blue jays,cleveland guardians,2026-09-02 22:40:00+00:00,moneyline,cleveland guardians,14.0,5.0,3.0,6.0,8.0,1.0,62.5,35.714285714285715,0.14218504613417088,0.0,1.814717357771528,0.0,0.0,14.0,0.0,0.0,,,weak,toward_side
toronto blue jays,cleveland guardians,2026-09-02 22:40:00+00:00,moneyline,toronto blue jays,14.0,3.0,5.0,6.0,8.0,-1.0,62.5,35.714285714285715,-0.10154107184437988,0.0,1.907814407814401,0.0,0.0,14.0,0.0,0.0,,,weak,away_from_side
toronto blue jays,cleveland guardians,2026-09-02 22:40:00+00:00,spread,cleveland guardians,13.0,4.0,5.0,4.0,9.0,-1.0,55.55555555555556,38.46153846153847,-0.2193136626003682,0.0,1.6469038208168585,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,away_from_side
toronto blue jays,cleveland guardians,2026-09-02 22:40:00+00:00,spread,toronto blue jays,13.0,5.0,4.0,4.0,9.0,1.0,55.55555555555556,38.46153846153847,0.11971936724395547,0.0,1.7224748518671618,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,toward_side
toronto blue jays,cleveland guardians,2026-09-02 22:40:00+00:00,total,over,13.0,4.0,2.0,7.0,6.0,1.0,66.66666666666666,30.76923076923077,0.24938126763176355,0.0,1.466582861931709,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,toward_side
toronto blue jays,cleveland guardians,2026-09-02 22:40:00+00:00,total,under,13.0,0.0,4.0,9.0,4.0,-1.0,100.0,30.76923076923077,-0.28031407841382106,0.0,1.2195121951219523,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,away_from_side
toronto blue jays,cleveland guardians,2026-09-03 17:10:00+00:00,spread,cleveland guardians,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,weak,mixed_flat
toronto blue jays,cleveland guardians,2026-09-03 17:10:00+00:00,spread,toronto blue jays,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,weak,mixed_flat
toronto blue jays,cleveland guardians,2026-09-03 17:10:00+00:00,total,over,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,mixed_flat
toronto blue jays,cleveland guardians,2026-09-03 17:10:00+00:00,total,under,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,weak,mixed_flat
