subset,samples,winner_accuracy,avg_pred_home_win_rate,total_mae,margin_mae
B_GOOD_ALL,310,0.5645161290322581,0.5375483870967742,3.687225806451613,3.3027096774193545
B_GOOD_STRONG_SIDE,152,0.6052631578947368,0.5660526315789474,3.63,3.3810526315789473
