pitcher,pitch_type,player_name,pitches,weighted_pitches,avg_velocity,avg_spin,avg_pfx_x,avg_pfx_z,xwoba_allowed,swings,whiffs,balls_in_play,hard_hits,latest_year,usage_pct,whiff_per_swing,hard_hit_per_bip
500779,FF,"Quintana, Jose",268,147.39999999999998,90.48843283582093,2100.462686567165,0.3789925373134329,1.339179104477612,0.3530648965884174,71.5,13.75,25.85,11.0,2025,0.1146278870829769,0.19230769230769232,0.425531914893617
500779,SI,"Quintana, Jose",994,546.6999999999999,90.56237424547285,2096.9849094567408,1.1497887323943665,1.0076961770623745,0.3707567046696256,220.54999999999998,19.8,97.9,52.800000000000004,2025,0.42514970059880236,0.08977556109725687,0.5393258426966292
500779,SV,"Quintana, Jose",202,111.09999999999997,78.65198019801983,2202.351485148516,-0.8308910891089113,-0.0664851485148515,0.2375285576923077,53.89999999999999,18.150000000000002,18.150000000000002,4.4,2025,0.08639863130881094,0.3367346938775511,0.2424242424242424
500779,,"Quintana, Jose",66,36.29999999999999,89.7,1889.9999999999998,1.13,0.9200000000000002,,17.05,1.6500000000000001,8.25,0.0,2025,0.02822925577416595,0.0967741935483871,0.0
502043,CH,"Gibson, Kyle",36,19.800000000000004,85.42777777777778,1745.611111111111,-1.1005555555555555,0.35111111111111104,0.3745497,8.8,2.2,4.4,3.3,2025,0.1285714285714286,0.25,0.7499999999999999
502043,CU,"Gibson, Kyle",31,17.050000000000004,78.78709677419354,2453.064516129032,0.6609677419354838,-0.8787096774193548,0.1791607142857143,11.000000000000004,3.8499999999999996,3.3000000000000003,1.1,2025,0.11071428571428574,0.34999999999999987,0.3333333333333333
502043,FC,"Gibson, Kyle",29,15.950000000000005,87.54482758620686,2367.103448275862,0.3172413793103447,0.5368965517241379,0.7029757763157894,7.15,1.1,3.85,2.2,2025,0.1035714285714286,0.15384615384615385,0.5714285714285715
502043,FF,"Gibson, Kyle",26,14.300000000000002,91.51923076923076,2265.230769230769,-0.45923076923076916,1.3773076923076923,0.36221597115384613,6.6,0.0,3.3,1.1,2025,0.09285714285714287,0.0,0.33333333333333337
502043,SI,"Gibson, Kyle",100,54.99999999999998,90.90400000000002,2070.500000000001,-1.1657000000000004,0.5574000000000002,0.4481636545379907,24.75,2.75,11.0,9.350000000000001,2025,0.357142857142857,0.1111111111111111,0.8500000000000001
502043,SL,"Gibson, Kyle",5,2.75,83.28000000000002,2497.6,0.35200000000000004,-0.25200000000000006,,0.55,0.0,0.0,0.0,2025,0.017857142857142856,0.0,
502043,ST,"Gibson, Kyle",53,29.150000000000002,81.20377358490566,2429.754716981132,1.0818867924528301,0.05792452830188679,0.5467935483870968,10.450000000000003,3.3000000000000003,4.95,4.4,2025,0.1892857142857143,0.31578947368421045,0.888888888888889
502085,CH,"Robertson, David",3,1.6500000000000001,86.76666666666667,2301.0,-1.2,0.7766666666666666,0.217,0.55,0.0,0.55,0.0,2025,0.009287925696594429,0.0,0.0
502085,FC,"Robertson, David",162,89.09999999999998,91.75555555555557,2683.33950617284,0.3248148148148149,1.1737654320987658,0.33535035135135133,36.300000000000004,5.5,12.100000000000001,7.15,2025,0.501547987616099,0.1515151515151515,0.5909090909090908
502085,KC,"Robertson, David",108,59.39999999999998,84.5231481481482,2679.6574074074088,0.6173148148148153,-0.9467592592592599,0.242915619047619,27.5,7.15,12.100000000000001,3.8500000000000005,2025,0.3343653250773993,0.26,0.3181818181818182
502085,SI,"Robertson, David",16,8.8,91.23125,2406.9375,-0.97125,1.18875,,1.6500000000000001,0.0,0.0,0.0,2025,0.04953560371517029,0.0,
502085,SL,"Robertson, David",30,16.500000000000004,83.65666666666667,2650.2666666666664,1.0379999999999998,0.5853333333333333,0.8940606060606061,7.1499999999999995,3.3,2.75,1.1,2025,0.0928792569659443,0.46153846153846156,0.4
502085,,"Robertson, David",4,2.2,,,,,,0.0,0.0,0.0,0.0,2025,0.012383900928792572,,
506433,CH,"Darvish, Yu",8,4.4,88.0375,1768.25,-1.145,0.49750000000000005,0.0,1.6500000000000001,0.55,0.0,0.0,2025,0.006773920406435227,0.3333333333333333,
506433,CU,"Darvish, Yu",180,98.99999999999997,71.08388888888892,2507.883333333334,0.9770555555555559,-1.1467222222222229,0.211686759702286,44.0,14.850000000000001,17.6,3.3000000000000003,2025,0.15241320914479253,0.3375,0.1875
506433,FC,"Darvish, Yu",139,76.44999999999999,90.72877697841729,2518.0287769784177,-0.11690647482014391,0.884676258992806,0.5458278755911493,35.75,6.050000000000001,9.9,10.45,2025,0.11769686706181204,0.16923076923076924,1.0555555555555554
506433,FF,"Darvish, Yu",198,108.89999999999996,93.88737373737379,2371.297979797981,-0.8888888888888893,1.2015656565656572,0.2803650568444169,48.95,7.15,15.95,7.15,2025,0.16765453005927178,0.14606741573033707,0.4482758620689656
