game_id,season,week,gameday,game_type,away_team,home_team,away_score,home_score,result,total,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,total_line,roof,surface,temp,wind,stadium,referee,home_ats_margin,home_ats_result,ou_margin,ou_result,home_pre5_off_epa_per_play,home_preseason_off_epa_per_play,home_pre5_def_epa_per_play,home_preseason_def_epa_per_play,home_pre5_off_success_rate,home_preseason_off_success_rate,home_pre5_def_success_rate,home_preseason_def_success_rate,home_pre5_off_explosive_rate,home_preseason_off_explosive_rate,home_pre5_def_explosive_rate,home_preseason_def_explosive_rate,home_pre5_pass_rate,home_preseason_pass_rate,home_pre5_sack_rate,home_preseason_sack_rate,home_pre5_turnover_rate,home_preseason_turnover_rate,home_pre5_plays_per_game,home_preseason_plays_per_game,away_pre5_off_epa_per_play,away_preseason_off_epa_per_play,away_pre5_def_epa_per_play,away_preseason_def_epa_per_play,away_pre5_off_success_rate,away_preseason_off_success_rate,away_pre5_def_success_rate,away_preseason_def_success_rate,away_pre5_off_explosive_rate,away_preseason_off_explosive_rate,away_pre5_def_explosive_rate,away_preseason_def_explosive_rate,away_pre5_pass_rate,away_preseason_pass_rate,away_pre5_sack_rate,away_preseason_sack_rate,away_pre5_turnover_rate,away_preseason_turnover_rate,away_pre5_plays_per_game,away_preseason_plays_per_game
2016_14_ARI_MIA,2016,14,2016-12-11,REG,ARI,MIA,23.0,26.0,3.0,49.0,7,7,-123.0,111.0,-2.0,44.0,outdoors,grass,77.0,18.0,Hard Rock Stadium,Jerome Boger,5.0,COVER,5.0,OVER,0.004077806065517308,-0.03206783475262861,0.006374828240833996,0.018882088417533156,0.41998710371701076,0.41862276437979085,0.43028163935289926,0.43471722131598883,0.08869023753113421,0.10817980606641155,0.09974313585858827,0.09413096228721442,0.6101668532548794,0.6094752600373,0.03373921042811147,0.044816983020691786,0.013010752688172042,0.02199161352387159,58.8,58.916666666666664,-0.03524106242578963,-0.013738290763859975,0.007239375701467326,-0.07896122340852675,0.4476835054299843,0.4448596049257021,0.4462826709586822,0.4068476143298789,0.07657187375497235,0.0832786632984514,0.09206055694187527,0.07776159839948549,0.7294500449430027,0.6565169884339837,0.049940238672633044,0.039250371896574224,0.0243259215090201,0.020638337090394393,72.6,73.75
2016_14_WAS_PHI,2016,14,2016-12-11,REG,WAS,PHI,27.0,22.0,-5.0,49.0,7,7,-120.0,109.0,-1.5,48.5,outdoors,grass,35.0,3.0,Lincoln Financial Field,Tony Corrente,-3.5,NO_COVER,0.5,OVER,-0.029079550886183313,-0.01945336181407926,0.09049462170221988,-0.03787226354215372,0.44950917091054177,0.4368417435179944,0.4117582565284178,0.4107822255618727,0.07541699319098003,0.08673499177273693,0.09893213683322792,0.10714699690620999,0.6855974472762039,0.6259114206731434,0.03168745883158873,0.033219245255923076,0.023949679498037092,0.019655718005785038,73.8,68.75,0.22742460905700082,0.13818444289856502,0.17218583141652166,0.10425514357087973,0.4658341154850859,0.49108729275008733,0.5010640678236384,0.48154553356822455,0.10735878743697222,0.10532606439416918,0.09944379116940286,0.09911562816818305,0.6450955516068283,0.6447716757738421,0.018477689690784276,0.020257195254291222,0.012227689690784279,0.016603970407929134,70.0,67.91666666666667
2016_14_DEN_TEN,2016,14,2016-12-11,REG,DEN,TEN,10.0,13.0,3.0,23.0,7,14,116.0,-128.0,2.0,44.0,outdoors,grass,50.0,5.0,Nissan Stadium,John Parry,1.0,COVER,-21.0,UNDER,0.16140099782576192,0.08058396254035506,0.1080351580360486,0.04701257319701163,0.4653400685392544,0.4702214412184668,0.43857364857364856,0.42811736221986996,0.13700450320505708,0.11115820350743817,0.07154623154623155,0.08474339186000766,0.5556106436299029,0.5700002482290119,0.017278719397363466,0.022101076654512466,0.009375,0.016328143958965768,63.8,66.08333333333333,-0.08319087534988778,-0.02616529354003373,-0.14677423810287388,-0.12257548231799244,0.36199231616953137,0.418368822040845,0.39735636007322467,0.39018241886088384,0.06809026572739653,0.07840554613912304,0.06654062066702586,0.058570872478919955,0.6172621939710548,0.6159695646748029,0.04532778051765394,0.039891274075562526,0.021869488536155203,0.019472889508015723,66.4,66.66666666666667
2016_14_NYJ_SF,2016,14,2016-12-11,REG,NYJ,SF,23.0,17.0,-6.0,40.0,6,7,132.0,-146.0,3.0,42.5,outdoors,grass,54.0,8.0,Levi's Stadium,Craig Wrolstad,-9.0,NO_COVER,-2.5,UNDER,-0.09140679383554988,-0.09296854329883826,0.14981245401167223,0.08310503251865714,0.38978127136021873,0.3920448520777468,0.4574101983965835,0.44588884491310626,0.08270069112174376,0.07317379866721972,0.10994578062485813,0.10959342671583115,0.6370745044429255,0.5995489890226732,0.05497759550391129,0.04348120203383362,0.018528138528138526,0.02019013515724042,64.0,65.16666666666667,-0.033016344679622424,-0.04644929473274769,0.07551688847326941,0.06339044194592237,0.4058871484485003,0.4119627721242128,0.4097619047619047,0.42639740376582486,0.09594485098556178,0.08589513545602927,0.10826118326118325,0.09833050234366024,0.6423980325495909,0.63960132305428,0.026804960935321188,0.030131778158534867,0.02913744808268135,0.032036706354959504,59.2,63.333333333333336
2016_14_SEA_GB,2016,14,2016-12-11,REG,SEA,GB,10.0,38.0,28.0,48.0,7,7,-145.0,131.0,-3.0,47.0,outdoors,grass,26.0,5.0,Lambeau Field,Walt Coleman,31.0,COVER,1.0,OVER,0.12149846723891493,0.10719482391412788,0.16079272629625327,0.08064789558668102,0.45061111977947677,0.4491884460706445,0.45676911718225277,0.43846425663640853,0.09246372288968638,0.08011898345097736,0.09621409663782546,0.08749583799017115,0.719579237530556,0.7016832003569452,0.030974671035522962,0.030547436161237746,0.017400010402038802,0.018666530269215154,68.0,68.25,0.1155674432128155,0.04028324508279559,-0.045161600017703786,-0.05401927941690828,0.4535042926641978,0.4453964672193951,0.4326804044501813,0.40072651917572855,0.09257106042049398,0.08494599315862934,0.08382114758128957,0.07035177548097987,0.6745475267061305,0.657671457037419,0.05658605619222582,0.03870665278015883,0.012340710932260229,0.012441571744354396,62.8,63.916666666666664
2016_14_ATL_LA,2016,14,2016-12-11,REG,ATL,LA,42.0,14.0,-28.0,56.0,7,7,-208.0,186.0,-4.5,44.0,outdoors,grass,65.0,1.0,Los Angeles Memorial Coliseum,Clete Blakeman,-23.5,NO_COVER,12.0,OVER,-0.21351898121480167,-0.1424015064258742,-0.00400264523737588,-0.0005275633088596324,0.32676903295996834,0.372056732326097,0.3926167743975963,0.41143718720241146,0.06923322386388925,0.07313520008478554,0.0829324556721817,0.08558379839746601,0.6637390805915395,0.6352009634816788,0.05167276503631374,0.042206840659347426,0.021912172687486093,0.025296268079672862,59.4,62.0,0.15314651558356338,0.16231089998619733,0.1268033996615475,0.10695703508750769,0.5041667105385033,0.49109627344809065,0.4767278736868377,0.4842808411114454,0.10197455628732233,0.11041209352766286,0.09650731112738482,0.0866948396714949,0.6428998349222992,0.6267252280196698,0.034388397186686445,0.03737823172909271,0.0124978039064362,0.012784335572758232,64.8,64.91666666666667
2016_14_NO_TB,2016,14,2016-12-11,REG,NO,TB,11.0,16.0,5.0,27.0,7,7,116.0,-128.0,2.0,52.0,outdoors,grass,79.0,9.0,Raymond James Stadium,Walt Anderson,3.0,COVER,-25.0,UNDER,0.06376970523983595,0.010328744559491156,-0.06521577962513557,-0.0021709204732222255,0.46001375506214215,0.4397889683103715,0.4514570093443332,0.44410235933008907,0.06666111576595449,0.06695107426962932,0.1026475871546294,0.10331914495554939,0.5895504119536378,0.6128567398490031,0.02148987571568217,0.027002330674297286,0.019739875715682167,0.021481128451837948,71.6,72.58333333333333,0.06485323053939776,0.07851132338804795,-0.06074920353737077,0.05146304617717786,0.465635106258744,0.47951312069829805,0.4257435634854989,0.4545662575751082,0.11710564901605972,0.09692854131549322,0.07306703252939813,0.08320425224733062,0.6251530690996484,0.6479475760050311,0.023168769695896155,0.022535195273091075,0.03366747151637708,0.02322231063564119,68.6,70.33333333333333
2016_14_DAL_NYG,2016,14,2016-12-11,REG,DAL,NYG,7.0,10.0,3.0,17.0,10,7,-185.0,166.0,-3.5,47.0,outdoors,fieldturf,32.0,0.0,MetLife Stadium,Carl Cheffers,6.5,COVER,-30.0,UNDER,-0.04998290409881249,-0.06037489830535683,-0.10468049797088294,-0.04911277654499857,0.4121122927472961,0.4173179544606487,0.371673856122132,0.3910397783910446,0.07791577692007039,0.07630100254657259,0.08642547966685898,0.07870430043839263,0.6521971479079236,0.6636588232584624,0.01644889719966302,0.021735844100902,0.018710725974969478,0.024346123977369714,62.4,62.833333333333336,0.1841756834547203,0.17181378471496858,0.0917861389972234,0.04161277951787045,0.5090109180081199,0.5056575898207024,0.47693366093366096,0.4726067345804188,0.09798143881931848,0.10033716939425143,0.08106306306306307,0.08185406349880034,0.5186811938536939,0.5259318202746703,0.024509038350310177,0.023710410967217977,0.010920060331825038,0.012245875309485186,62.0,65.83333333333333
2016_14_BAL_NE,2016,14,2016-12-12,REG,BAL,NE,23.0,30.0,7.0,53.0,8,8,221.0,-248.0,6.0,45.5,outdoors,fieldturf,31.0,3.0,Gillette Stadium,Ed Hochuli,1.0,COVER,7.5,OVER,0.15450146879074583,0.12211602961727036,-0.011738435089234566,-0.005776876135477301,0.4576041868579182,0.4352010377151188,0.3967338217338217,0.43325604944134827,0.08195955288492603,0.08905535998418107,0.08152136752136753,0.07600151125579976,0.6453932932738903,0.5973587933540052,0.023652645861601086,0.02517372680285371,0.006060606060606061,0.008937247703070488,71.0,68.16666666666667,-0.0073105111378628405,-0.07320351470232299,-0.13480196478937884,-0.09369410471250027,0.4468643582332028,0.41023232803740833,0.39890972908927314,0.3893887520686597,0.08403080044170941,0.07043772101978703,0.07186059812384746,0.06601496209692838,0.6514919311248537,0.6752998270674552,0.02353723159737763,0.027758807838561137,0.016871895177870883,0.016930428658795727,67.4,70.25
2016_15_LA_SEA,2016,15,2016-12-15,REG,LA,SEA,3.0,24.0,21.0,27.0,4,4,828.0,-1100.0,15.0,39.5,outdoors,fieldturf,36.0,5.0,CenturyLink Field,Brad Allen,6.0,COVER,-12.5,UNDER,0.007097422040156909,0.012913314004353676,-0.03837447318593415,-0.03673761730564039,0.4449311144645652,0.44797160354379695,0.4220081355426183,0.40561568803034287,0.09924589201877934,0.08599565132302514,0.09470350052246604,0.07455548505936603,0.6619327073552427,0.6590856786520921,0.047645456069751846,0.0389794888068205,0.02924211938296445,0.01798506947582876,67.8,64.46153846153847,-0.2556897569288935,-0.15701819798065558,0.035160190637934643,0.010784944661892741,0.328076222502452,0.3733515136001579,0.39546297034724054,0.4089658916351172,0.0628606748442814,0.07071454366800717,0.08375347373457907,0.08297920913081744,0.6498501917026507,0.6386897782565923,0.04824139248729413,0.0421652888137566,0.030082107328008968,0.027623905577817687,60.2,62.76923076923077
2016_15_MIA_NYJ,2016,15,2016-12-17,REG,MIA,NYJ,34.0,13.0,-21.0,47.0,6,6,-145.0,131.0,-2.5,40.0,outdoors,fieldturf,35.0,5.0,MetLife Stadium,Peter Morelli,-18.5,NO_COVER,7.0,OVER,-0.06872467957147964,-0.03969963619246443,0.046798026148758075,0.052443987347735,0.4127281947261663,0.4132403610816909,0.402890559732665,0.4219376844478059,0.0924572587655752,0.08661382467003433,0.12185767448925344,0.10561142186648259,0.6420626871438231,0.632525763405416,0.03545687240413407,0.03330845456392229,0.03151840046363373,0.030488095243405844,61.8,64.92307692307692,-0.027375585153918656,-0.040938511360430516,-0.042789847986546004,0.004675106086732657,0.41078075451066154,0.41462614147878135,0.42938208912801173,0.43806673271977564,0.0798013486422453,0.10498648765104655,0.08719940772265623,0.09134942784148667,0.6052462183342445,0.5997720349062257,0.033897940586841625,0.042651574070382156,0.01967741935483871,0.022864053509214798,58.2,59.0
2016_15_PHI_BAL,2016,15,2016-12-18,REG,PHI,BAL,26.0,27.0,1.0,53.0,7,6,201.0,-225.0,5.0,41.0,outdoors,grass,62.0,9.0,M&T Bank Stadium,Craig Wrolstad,-4.0,NO_COVER,12.0,OVER,0.042866051355947524,-0.06696806751719836,-0.06942761572297326,-0.075892990623568,0.461192716442158,0.4094452258806846,0.42538031732456727,0.3945036444434687,0.0894892226165495,0.06941503918310012,0.07480177459443568,0.06885544012567145,0.689231803193084,0.6837932469633652,0.020296293431066325,0.02782131712570479,0.016743963408148068,0.016726989091635617,68.0,70.23076923076923,-0.010928704853744123,-0.019252338010126636,0.15512750373033596,-0.016513994342622924,0.4607834325139173,0.4373183766845751,0.4224174430641822,0.4143006496825314,0.05901192989984079,0.08298419883208823,0.11323788718385905,0.11061060583984601,0.6916396413690309,0.6303447193750146,0.03648070777673641,0.03455875803565246,0.023679637303944262,0.02009115936658638,74.6,69.53846153846153
2016_15_CLE_BUF,2016,15,2016-12-18,REG,CLE,BUF,13.0,33.0,20.0,46.0,7,7,397.0,-465.0,10.5,43.5,outdoors,a_turf,26.0,15.0,New Era Field,Clete Blakeman,9.5,COVER,2.5,OVER,0.07256258199934132,0.057174719768695974,0.07807357647525548,0.01926004359617979,0.462589240824535,0.4339720095997375,0.46410362455938314,0.43367588560662884,0.08296380090497738,0.0946968831277746,0.09536310080542379,0.09693790670302192,0.5910775934305347,0.5945206179213508,0.06677895089659795,0.04893717503253677,0.014831573655103066,0.010396822723490363,65.6,64.3076923076923,-0.18834982940772435,-0.07746666363810509,0.15010709202657152,0.14153985231601185,0.3621719901719902,0.38233212103998854,0.48991949044395805,0.46095712703472547,0.06005660205660206,0.08912311826088908,0.09596178017984587,0.10171785487925095,0.7323206843206843,0.6901425900311958,0.08845427245427245,0.05994584636694311,0.02987241787241788,0.02545164181914019,57.6,62.92307692307692
2016_15_GB_CHI,2016,15,2016-12-18,REG,GB,CHI,30.0,27.0,-3.0,57.0,7,7,-225.0,201.0,-4.5,40.0,outdoors,grass,11.0,12.0,Soldier Field,Ron Torbert,1.5,COVER,17.0,OVER,-0.0521188324991277,-0.05178997833856694,0.021158093229434745,0.026500877926196823,0.3984504293520687,0.4176725374089912,0.41966166296021734,0.44241817695308655,0.10670569867291177,0.09701268980963297,0.0785888930071658,0.07907620763214528,0.6061091595107989,0.635965263812899,0.03383424408014572,0.031609916221717556,0.022460317460317458,0.021324737943309743,63.2,62.07692307692308,0.13790161811911383,0.1120754011537776,0.08013430063396962,0.05017299139255563,0.4493506155777961,0.45034977439488066,0.45715914968496135,0.4415726399287324,0.09687548759556874,0.0835713693393637,0.10054779111236498,0.08834935424444836,0.6607557081187914,0.6861691080217955,0.02572257019518683,0.029571259753230446,0.014458833931450565,0.017230643325429375,65.6,67.3076923076923
2016_15_PIT_CIN,2016,15,2016-12-18,REG,PIT,CIN,24.0,20.0,-4.0,44.0,7,7,-155.0,140.0,-3.0,45.5,outdoors,fieldturf,24.0,8.0,Paul Brown Stadium,Bill Vinovich,-1.0,NO_COVER,-1.5,UNDER,-0.003098808523613042,0.06633808686399444,-0.08191261144741083,0.02141172495245219,0.43061066012935856,0.44904392197477033,0.4179433250137766,0.426467219568237,0.07098489018401596,0.08403753467001109,0.06797962779449739,0.09210124767004296,0.5946547792502139,0.6164766267666226,0.032390210997787494,0.041976337253219725,0.020686371100164202,0.014267967362341226,67.8,68.46153846153847,0.13231567338472078,0.07239246548914159,-0.051225017584329194,0.007798773131409705,0.47169887278582934,0.44713721850388766,0.39499246868950255,0.4305747488057762,0.12882774078426254,0.10446000217415384,0.07890460175417803,0.08038943339535501,0.5497758628193411,0.6216974324302101,0.008258258258258258,0.01932820761386909,0.013888888888888886,0.017207332273179506,68.2,66.76923076923077
2016_15_JAX_HOU,2016,15,2016-12-18,REG,JAX,HOU,20.0,21.0,1.0,41.0,7,7,166.0,-185.0,3.5,39.5,closed,fieldturf,,,NRG Stadium,Ed Hochuli,-2.5,NO_COVER,1.5,OVER,-0.01622564952203544,-0.07165556611340779,0.03470869852290094,-0.022994317340366964,0.4285513054122558,0.4249943171505448,0.4383217424900995,0.4220585149076116,0.0707494827901343,0.07378790649434265,0.07563006635014749,0.08263280228673613,0.5580856931913601,0.5905564867830747,0.023236645049809674,0.027238415083681484,0.020325138584662072,0.020272649297584287,68.4,68.23076923076923,-0.09634731819054768,-0.05938231905746564,-0.028288129915212734,0.006462017519183767,0.3734842272155705,0.40969418477220054,0.37997294372294366,0.4016629729809652,0.05237767207916462,0.06889644244178933,0.06372113997113997,0.07410308204928905,0.6080553277568204,0.6823008289798602,0.02541960527035154,0.031115599001934897,0.021501831501831502,0.024247141982687955,72.2,70.07692307692308
2016_15_TEN_KC,2016,15,2016-12-18,REG,TEN,KC,19.0,17.0,-2.0,36.0,7,10,216.0,-242.0,6.0,43.0,outdoors,grass,1.0,5.0,Arrowhead Stadium,John Hussey,-8.0,NO_COVER,-7.0,UNDER,0.034952904939885975,0.0040043760205276885,0.022200919184259888,-0.02124824216194298,0.4543250744385069,0.42612185631124694,0.4493803708503041,0.457628058044572,0.08356757636109084,0.0902667568866807,0.06608697906417235,0.07898392070413199,0.6337333992270227,0.6311021192812215,0.03193430432039122,0.03420617449446485,0.022764934533551558,0.016778270234103436,59.6,62.15384615384615,0.08948843060480123,0.06450599216845025,0.056309985087278136,0.031752395815884245,0.45675797898701553,0.4628967149708924,0.4259473859473859,0.4266537889022576,0.11382353305580335,0.10861718785301985,0.06068764568764569,0.079390170574739,0.5593886287045298,0.5586059983652417,0.023528719397363465,0.022804839988780738,0.009375,0.015072132885199171,63.2,65.92307692307692
2016_15_IND_MIN,2016,15,2016-12-18,REG,IND,MIN,34.0,6.0,-28.0,40.0,7,7,213.0,-239.0,5.0,44.5,dome,sportturf,,,U.S. Bank Stadium,Jerome Boger,-33.0,NO_COVER,-4.5,UNDER,-0.03007044133718262,-0.0418086319395365,-0.06643496132421066,-0.11595703266394339,0.4439634109215535,0.41467870218392083,0.4054369108634847,0.40822207773205993,0.07552132559598632,0.06604475945103655,0.08019827542875783,0.07195932230325107,0.6589562869543976,0.6215865038723085,0.024080875848354243,0.03438816654105961,0.013067122418759198,0.008102739391830462,64.0,64.6923076923077,0.05305894527369655,0.04022210342806591,0.011374914368854855,0.08495603343118766,0.4171634615384615,0.4472058572707432,0.4486596570995548,0.4756043150631468,0.08353708791208792,0.08225017727140758,0.09107227432035617,0.09831519482820629,0.642184065934066,0.6840295043950803,0.02860576923076923,0.04518870919494685,0.028063186813186813,0.019546421286670477,64.0,67.6923076923077
2016_15_DET_NYG,2016,15,2016-12-18,REG,DET,NYG,6.0,17.0,11.0,23.0,7,7,176.0,-196.0,4.0,42.5,outdoors,fieldturf,55.0,1.0,MetLife Stadium,Tony Corrente,7.0,COVER,-19.5,UNDER,-0.09981254956140559,-0.08130970623585242,-0.15377255521906302,-0.07249291440813649,0.389928669918512,0.4077017804488828,0.34585567430395014,0.3807733152514071,0.06794059081585202,0.07279855856370013,0.07757699481837413,0.07847762930909903,0.6247033513818689,0.6516613989841427,0.022453859978819345,0.023614151951128474,0.021489882302512902,0.026023641067867902,63.0,63.0,-0.011442557881517516,0.06510878247115405,-0.06908639810493525,0.07627129240604687,0.43673091599997865,0.45716831195345986,0.4267563862637228,0.47821714168925666,0.06599621602292802,0.07737922058880886,0.07231693691975846,0.0835301885029725,0.675930249934621,0.6751296533412433,0.03485275045498455,0.03653959558369889,0.012282154465253057,0.010597099506437254,64.0,63.53846153846154
2016_15_NO_ARI,2016,15,2016-12-18,REG,NO,ARI,48.0,41.0,-7.0,89.0,7,7,139.0,-154.0,3.0,48.5,closed,grass,,,University of Phoenix Stadium,Carl Cheffers,-10.0,NO_COVER,40.5,OVER,-0.04294746969111698,-0.02543601315763023,-0.01477819804443401,-0.08422471627356727,0.45882863708950666,0.44742893297489555,0.433048840112911,0.4037567722019395,0.08253227383662168,0.0813319210826285,0.08449836788714891,0.07690814211234558,0.6850736415953808,0.6539532513080696,0.03610067957894045,0.03957559412526584,0.030286321590669418,0.023510081505960487,72.2,73.38461538461539,-0.0302522836854479,0.061120229939999784,-0.030665423377274192,0.047231907468186625,0.4419426784679555,0.4728923131792613,0.4392852301521656,0.4568592377616384,0.10551314316125877,0.09325560181959779,0.04952536586273145,0.0780058482283052,0.6613747708951206,0.6523299188344045,0.024066505839533937,0.022062752761541828,0.04350353709014757,0.025219081192042057,64.0,69.61538461538461
2016_15_SF_ATL,2016,15,2016-12-18,REG,SF,ATL,13.0,41.0,28.0,54.0,7,7,704.0,-900.0,13.5,51.5,dome,fieldturf,,,Georgia Dome,Gene Steratore,14.5,COVER,2.5,OVER,0.12800889407461627,0.1610973723188684,0.011283490270233598,0.07315891726246616,0.4768029730524076,0.482497355861898,0.4577314579162284,0.4769429986327872,0.09941615806707761,0.1058976354048453,0.08871161220265364,0.08323113405573888,0.6212090674028332,0.6222821733444166,0.03483333600759857,0.037155503028446314,0.0124978039064362,0.011800925144084522,64.0,64.38461538461539,-0.07639735583361437,-0.09188738364742868,0.09248077133232913,0.0798889735780631,0.38013214855320115,0.3902276367357339,0.44074353172991687,0.4445567359637464,0.09463051568314726,0.08238984924207596,0.10756482824390576,0.108489170448313,0.5956709956709956,0.5939156659804433,0.05866180603022708,0.04283554951571145,0.005194805194805195,0.018637047837452694,63.4,64.53846153846153
2016_15_NE_DEN,2016,15,2016-12-18,REG,NE,DEN,16.0,3.0,-13.0,19.0,6,7,-150.0,136.0,-3.0,43.5,outdoors,grass,18.0,9.0,Sports Authority Field at Mile High,Walt Anderson,-10.0,NO_COVER,-24.5,UNDER,-0.060915924961113664,-0.035796404249080704,-0.11329476743694537,-0.12302580308540899,0.3739692281464434,0.4176551364293115,0.40815882920902713,0.3890145404869697,0.05524755288468368,0.07353985144776859,0.06488167004974191,0.06007503613438765,0.6661799428888037,0.6350208569026153,0.051244086433959855,0.04031921802779199,0.01840628507295174,0.020305977261478383,67.0,66.61538461538461,0.1171040429684331,0.12331636414237411,-0.03363381474175482,-0.0047280934554946455,0.4592284186401834,0.43679190811712326,0.3946825396825397,0.43069789179201384,0.09359256429844665,0.09012349971390471,0.06987301587301586,0.07455084555480418,0.634594346829641,0.5989194291593531,0.011668449197860963,0.024368507999014286,0.009001782531194297,0.009380988829983618,71.2,68.15384615384616
2016_15_OAK_SD,2016,15,2016-12-18,REG,OAK,SD,19.0,16.0,-3.0,35.0,10,7,-128.0,116.0,-2.5,49.5,outdoors,grass,62.0,5.0,Qualcomm Stadium,John Parry,-0.5,NO_COVER,-14.5,UNDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016_15_TB_DAL,2016,15,2016-12-18,REG,TB,DAL,20.0,26.0,6.0,46.0,7,7,260.0,-295.0,7.0,47.5,closed,matrixturf,,,AT&T Stadium,Terry McAulay,-1.0,NO_COVER,-1.5,UNDER,0.03160725294435608,0.13143929598567933,0.031568313499522015,0.012832765600972766,0.44052606952327134,0.48657437195570663,0.45357701757701757,0.45873757748251676,0.08741866825654791,0.09844643142219947,0.08267145467145467,0.07792446098114114,0.5543521895246896,0.5332610741929358,0.03359994744121927,0.025383036697012397,0.02001096942273413,0.014800388397566746,61.2,65.84615384615384,0.05716167492161163,0.009261782898014282,-0.15734769299326623,-0.013355687470403454,0.4618887550621421,0.44321866305572755,0.4259201818218211,0.4402054565316838,0.06228611576595448,0.06300291471042706,0.08149773723544215,0.09915462056426502,0.5533004119536378,0.6065792983221567,0.022739875715682166,0.02732907446858211,0.014739875715682166,0.019828733955542723,68.4,71.92307692307692
2016_15_CAR_WAS,2016,15,2016-12-19,REG,CAR,WAS,26.0,15.0,-11.0,41.0,8,8,261.0,-296.0,7.0,50.5,outdoors,grass,32.0,8.0,FedExField,Walt Coleman,-18.0,NO_COVER,-9.5,UNDER,0.23348967787085248,0.1459998885257328,0.14048474735153266,0.09494012849906627,0.4660273522000618,0.48842840401011406,0.47830802639671094,0.47858341365401835,0.12001579226789012,0.10892974505950062,0.09794781878735451,0.0944124785817308,0.6270279187565867,0.6386521154300348,0.0249511196424751,0.022043431070850758,0.014353293555518575,0.016998982717687093,61.2,66.23076923076923,-0.10547009239151843,-0.041090610278931274,0.016605309435597133,0.00783660485505454,0.3649375043660965,0.4116892223692589,0.445564722360497,0.43110659136979057,0.08033436548888499,0.08525071317196674,0.08927478128182353,0.08398836013038903,0.5690608521214993,0.5871329538267926,0.02395811606190288,0.03174884819754341,0.02150450415817732,0.02470858630793565,65.2,68.38461538461539
2016_16_NYG_PHI,2016,16,2016-12-22,REG,NYG,PHI,19.0,24.0,5.0,43.0,4,4,114.0,-126.0,2.0,42.5,outdoors,grass,40.0,10.0,Lincoln Financial Field,Clete Blakeman,3.0,COVER,0.5,OVER,-0.041411056627747564,-0.020826628404539194,0.15583088046113694,-0.01938538634545001,0.4438923676424363,0.43764281157255397,0.4334174430641822,0.4114934604194934,0.05858353332701337,0.0853624038988992,0.11423788718385905,0.11163841970842844,0.6976983928990187,0.6260177709811182,0.03354313127734841,0.03292084010287329,0.02337363975192468,0.01948664133874051,76.6,70.71428571428571,-0.08945577278881092,-0.07547051065684518,-0.1589684154146929,-0.0777429019700961,0.39562216306919695,0.41094629613110545,0.36120606362541846,0.38122499089013145,0.07573168670626299,0.07429509009486442,0.08658700594184465,0.07978452675476246,0.5873317760394032,0.6397123704852754,0.025964133951422087,0.02415956966890501,0.016010430247718383,0.024164809563020195,61.2,63.07142857142857
2016_16_MIA_BUF,2016,16,2016-12-24,REG,MIA,BUF,34.0,31.0,-3.0,65.0,7,6,197.0,-220.0,4.5,44.5,outdoors,a_turf,38.0,13.0,New Era Field,Craig Wrolstad,-7.5,NO_COVER,20.5,OVER,0.09506454409426854,0.07089199009560072,0.029524397822115467,0.016747065743641498,0.4724926648807246,0.4434857359929332,0.43561786743794384,0.42979263269384,0.09272675086107922,0.09646160469540692,0.10300927771696802,0.09740293307152528,0.5683207892163116,0.5851039000101242,0.05799931964111068,0.046507760611236175,0.012478632478632479,0.009654192528955339,62.0,64.5,-0.03124490775317415,-0.023373099875691656,-0.0832956792567793,-0.015726202931741876,0.3937807545106616,0.4117957028017255,0.4251442217322496,0.43309204128490447,0.08063468197557863,0.10492792900930514,0.087438642172417,0.09140341607837296,0.5805795516675779,0.5866930800319714,0.034064607253508294,0.0410931283034501,0.023844086021505374,0.02271900206808041,57.8,58.214285714285715
2016_16_ATL_CAR,2016,16,2016-12-24,REG,ATL,CAR,33.0,16.0,-17.0,49.0,6,5,-150.0,136.0,-3.0,48.5,outdoors,grass,56.0,5.0,Bank of America Stadium,Bill Vinovich,-14.0,NO_COVER,0.5,OVER,-0.09075807654507276,-0.035165844331450646,-0.031274962753631355,-0.01112815298784256,0.36215972658831874,0.4120447541047881,0.4406044049001796,0.42979172146469213,0.09700103215555167,0.08908201143746118,0.08947319398023623,0.08252433894193721,0.5635052965659437,0.5858694888709107,0.02395811606190288,0.03146520031041729,0.015948948602621766,0.022943687285940245,65.2,68.64285714285714,0.12956437141041305,0.17250927873059627,-0.007190687875537548,0.06344238773104413,0.4830253821337614,0.4874788880124874,0.44273145791622837,0.4714470701590167,0.10126606346964226,0.11006059748147148,0.09939343038447182,0.08377955954526405,0.5889618527717632,0.6055519967835681,0.03218460781756283,0.03556763660743789,0.01266597712485117,0.01202410000053051,63.2,64.57142857142857
