game_id,season,week,gameday,game_type,away_team,home_team,away_score,home_score,result,total,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,total_line,roof,surface,temp,wind,stadium,referee,home_ats_margin,home_ats_result,ou_margin,ou_result,home_pre5_off_epa_per_play,home_preseason_off_epa_per_play,home_pre5_def_epa_per_play,home_preseason_def_epa_per_play,home_pre5_off_success_rate,home_preseason_off_success_rate,home_pre5_def_success_rate,home_preseason_def_success_rate,home_pre5_off_explosive_rate,home_preseason_off_explosive_rate,home_pre5_def_explosive_rate,home_preseason_def_explosive_rate,home_pre5_pass_rate,home_preseason_pass_rate,home_pre5_sack_rate,home_preseason_sack_rate,home_pre5_turnover_rate,home_preseason_turnover_rate,home_pre5_plays_per_game,home_preseason_plays_per_game,away_pre5_off_epa_per_play,away_preseason_off_epa_per_play,away_pre5_def_epa_per_play,away_preseason_def_epa_per_play,away_pre5_off_success_rate,away_preseason_off_success_rate,away_pre5_def_success_rate,away_preseason_def_success_rate,away_pre5_off_explosive_rate,away_preseason_off_explosive_rate,away_pre5_def_explosive_rate,away_preseason_def_explosive_rate,away_pre5_pass_rate,away_preseason_pass_rate,away_pre5_sack_rate,away_preseason_sack_rate,away_pre5_turnover_rate,away_preseason_turnover_rate,away_pre5_plays_per_game,away_preseason_plays_per_game
2020_12_CHI_GB,2020,12,2020-11-29,REG,CHI,GB,25.0,41.0,16.0,66.0,13,7,293.0,-346.0,7.5,44.0,outdoors,grass,37.0,13.0,Lambeau Field,Clete Blakeman,8.5,COVER,22.0,OVER,0.15002437411927216,0.16310099264845726,0.016178305212747428,0.07929352342264345,0.4855858989066357,0.491123397597199,0.45978811351622256,0.47941537287592817,0.08890130653475008,0.10066892208687539,0.07790680464176306,0.08000873390382382,0.626695314342929,0.6176877894915741,0.012439528140992476,0.01881697019933106,0.019433759962810503,0.012891483156008427,63.8,65.2,-0.1913931416829825,-0.10141041286709082,-0.06324173657976458,-0.04344079017396997,0.3623604148028111,0.390124610166103,0.37887741604783554,0.39549290906838486,0.0541776809979575,0.06677884959757883,0.09721474943040023,0.09715097330422376,0.6953768504920579,0.6830685711428794,0.04283969998255712,0.03820118030238683,0.02164199343922846,0.019708253890747728,64.4,65.3
2020_12_SEA_PHI,2020,12,2020-11-30,REG,SEA,PHI,23.0,17.0,-6.0,40.0,11,8,-274.0,237.0,-6.5,50.0,outdoors,grass,60.0,16.0,Lincoln Financial Field,Brad Allen,0.5,COVER,-10.0,UNDER,-0.0646506293674954,-0.05624127117000588,-0.05868161221479514,0.009615643242392377,0.43661904065108625,0.4307373981322278,0.4074596280274885,0.41735093571596343,0.07714480817202503,0.07467177257564774,0.08893526872248562,0.08203125052931644,0.6551859400476608,0.6678559234435538,0.060526185598617555,0.05863778792697081,0.02679971988795518,0.029237512694619227,70.0,70.1,0.10302876565470467,0.15230216865549168,0.15825945099719058,0.11973462325717946,0.5138193647148871,0.5038527823661173,0.5123423434666134,0.49830254768591464,0.0894494560166202,0.09064015866144567,0.0867724186464882,0.08610975365436493,0.6987769941501285,0.6919340777845793,0.053441583292329564,0.050887501681727274,0.028405773331146467,0.020642040104726672,69.2,65.9
2020_12_BAL_PIT,2020,12,2020-12-02,REG,BAL,PIT,14.0,19.0,5.0,33.0,10,10,416.0,-518.0,10.5,41.5,outdoors,grass,36.0,14.0,Heinz Field,Ronald Torbert,-5.5,NO_COVER,-8.5,UNDER,0.084041661348383,0.10186098522876223,-0.16929102481075176,-0.1329198232386987,0.4553961377629442,0.4486031133250535,0.3663258286991491,0.3785902109408984,0.06809641310326804,0.07740240010498367,0.09635123772731026,0.08926231735238913,0.6993040758186229,0.6302497491572644,0.007547169811320755,0.015815620153222354,0.014243670375745848,0.011666301376174729,69.0,68.1,0.008624230994238119,0.05172414764940549,0.03462231670488355,-0.034531215179206085,0.4413412345131828,0.43738153703758903,0.4484161017179885,0.4393671460402099,0.07205826928244768,0.09378851374932376,0.09121960848375943,0.07812567823734776,0.5292366833740073,0.5464568563425372,0.033714776572757794,0.037428621835921674,0.01910876931710265,0.018281036205002647,69.4,64.0
2020_13_NO_ATL,2020,13,2020-12-06,REG,NO,ATL,21.0,16.0,-5.0,37.0,7,7,-141.0,127.0,-2.5,46.0,closed,fieldturf,,,Mercedes-Benz Stadium,Adrian Hill,-2.5,NO_COVER,-9.0,UNDER,0.025858501701247795,0.05051116611306852,-0.0955473245363023,0.0313278243684987,0.42423672414267255,0.44139459873067594,0.40287939111746385,0.4598388495489401,0.06926480213403734,0.08119135766018115,0.09722852385110298,0.10570284163138814,0.6305454445452796,0.6342037904791135,0.04548590600335506,0.03725626856398698,0.017624673431785056,0.014234544001306436,69.8,71.18181818181819,0.05677841027019335,0.079896085983828,-0.3350401062784998,-0.07433528313587777,0.4545578925841819,0.4691124455140763,0.3219021599320497,0.4170772099070017,0.10660769662784167,0.08878560678292582,0.06322314553918733,0.0675307093491849,0.5093460491294899,0.5513585572533747,0.03505590249798549,0.026764603368442844,0.015674019607843138,0.01404478014515097,65.2,65.81818181818181
2020_13_DET_CHI,2020,13,2020-12-06,REG,DET,CHI,34.0,30.0,-4.0,64.0,10,7,145.0,-161.0,3.0,44.0,outdoors,grass,35.0,5.0,Soldier Field,Clay Martin,-7.0,NO_COVER,20.0,OVER,-0.18765416894469997,-0.08806391275899372,0.031211034472131454,-0.009365369665903163,0.3755482705902874,0.39877638357346257,0.4067972796454485,0.4056523152268584,0.053323791054883496,0.06471874027587382,0.09687374346279579,0.09885925109343133,0.7190011389171053,0.6918270432849707,0.05166322939432183,0.038739040916608354,0.027239716399380266,0.02192728963330007,65.6,65.54545454545455,-0.13151178364869623,-0.008426816067537297,0.17593570553086066,0.15091272136538678,0.43543282280363715,0.44422340619464024,0.4866916315597857,0.4947586049527503,0.07093781857320511,0.07745794961441299,0.12104987777604412,0.10728660986638448,0.6932661271892359,0.6479168666278668,0.05339981832334044,0.04473198744261904,0.02572821158187012,0.017134925415927347,66.0,65.9090909090909
2020_13_IND_HOU,2020,13,2020-12-06,REG,IND,HOU,26.0,20.0,-6.0,46.0,7,10,-176.0,157.0,-3.5,50.0,closed,grass,,,NRG Stadium,Scott Novak,-2.5,NO_COVER,-4.0,UNDER,0.10757687212470131,0.09621059767291831,0.07527879045660497,0.1483581998583327,0.4681896213718778,0.46496930548401755,0.4842653965085503,0.4911398179906095,0.07834279991946339,0.09134406496808695,0.09265505424509853,0.10379619086608742,0.7010811512499073,0.6943119185765803,0.03021607129610987,0.04430554761112107,0.010066018841332245,0.014346689682096929,59.6,59.45454545454545,0.03329521477453928,0.045200392282642395,0.03134849220039163,-0.010014640072967046,0.4525444808091536,0.455156587528113,0.4953769028947065,0.4494526895527064,0.09629996035906038,0.09645669073682749,0.09685046899627109,0.08248800561608788,0.589664802911902,0.5877227757750937,0.016120974666982403,0.01559031086208411,0.013619609196437055,0.016184771652244724,73.2,68.45454545454545
2020_13_CIN_MIA,2020,13,2020-12-06,REG,CIN,MIA,7.0,19.0,12.0,26.0,7,7,397.0,-491.0,10.5,43.0,outdoors,grass,81.0,5.0,Hard Rock Stadium,Ronald Torbert,1.5,COVER,-17.0,UNDER,-0.09461770692745748,0.0119435394299638,-0.09177060722084573,-0.028373472734586836,0.4183881485830511,0.4633435511318137,0.42440357927212985,0.4629454010164972,0.05243825639627738,0.06448077769074273,0.09224372138460049,0.10028373709109703,0.613318865043003,0.6052068511953108,0.044567235612962754,0.034230786450412845,0.02084372149589541,0.019752930467920204,59.0,62.09090909090909,-0.0349685320767084,-0.030658660285559677,0.14827218238245776,0.11252938549362669,0.4427497059940942,0.4380177190722161,0.48733199530004256,0.4632270670150806,0.06120107726968553,0.05674121943804345,0.13007971873777024,0.12481317859567342,0.6980044367588973,0.6754103505935738,0.042902330162834366,0.05008044357975278,0.02653750731061656,0.022353721112691884,66.0,70.0909090909091
2020_13_JAX_MIN,2020,13,2020-12-06,REG,JAX,MIN,24.0,27.0,3.0,51.0,7,7,365.0,-445.0,10.5,51.0,dome,sportturf,,,U.S. Bank Stadium,Land Clark,-7.5,NO_COVER,0.0,PUSH,0.12537163138402668,0.08661024155447272,-0.039541332712130464,0.040039974821288855,0.4791665263555462,0.48561250395702055,0.46286855680813604,0.4757777456178253,0.1235362752438471,0.1209416562114891,0.07326068292922501,0.08086860861400193,0.5004795313796225,0.5372129835263642,0.021821804706367635,0.030378042529576873,0.017267101025542082,0.02589852985598059,63.8,63.27272727272727,-0.10605076497196601,-0.01920987932046413,0.13459034576501358,0.1733392964174241,0.400215963446848,0.4360052604123983,0.4746097538618031,0.4899584236782219,0.09330505878013375,0.08383877862828255,0.10019050280320771,0.09623742373798119,0.6335765153137717,0.6801630715788239,0.03794166904642917,0.04296329037958471,0.019816654172913544,0.020853730852844678,63.6,64.81818181818181
2020_13_LV_NYJ,2020,13,2020-12-06,REG,LV,NYJ,31.0,28.0,-3.0,59.0,7,7,-349.0,295.0,-7.5,48.0,outdoors,fieldturf,39.0,18.0,MetLife Stadium,Shawn Smith,4.5,COVER,11.0,OVER,-0.0741393412570783,-0.14189403230844452,0.14557285450740376,0.1266305653044026,0.43150098566574535,0.3990669265412286,0.48013553432000977,0.4692066540333492,0.08116382854369124,0.07240234608803077,0.08411016779780361,0.09449358683691522,0.6165158449483392,0.6431705404852327,0.0432143104797567,0.043832360715703886,0.02554285912409482,0.02051916724543315,54.8,61.18181818181818,0.009008650464815271,0.06756724620837219,0.016115232411882802,0.11361763930313645,0.4475073891625616,0.47861163527522216,0.44053965823085806,0.4625537583674457,0.09677285166940339,0.09677627199897326,0.0641366463675052,0.08596194499289789,0.5510826491516146,0.5810964333430967,0.025587301587301586,0.026081136463882992,0.023321291735084838,0.021564415825542887,62.2,65.45454545454545
2020_13_CLE_TEN,2020,13,2020-12-06,REG,CLE,TEN,41.0,35.0,-6.0,76.0,7,7,178.0,-200.0,4.0,54.0,outdoors,grass,52.0,1.0,Nissan Stadium,Clete Blakeman,-10.0,NO_COVER,22.0,OVER,0.14635936005142877,0.1771574895604654,0.11097098748770821,0.10582188454598498,0.4927763604547854,0.49844418562814213,0.46740795039782534,0.47531309855542003,0.12008451852586388,0.10385580149747456,0.07827797376338173,0.08500908654561881,0.4909229427030904,0.5309803878246727,0.02618511740743078,0.02258951075249956,0.006031746031746031,0.006411275178398465,64.0,66.63636363636364,0.10825509288488175,0.059451039123885746,0.08233135538881914,0.06564597814499108,0.4586017137624281,0.4564364749060006,0.4882643557422969,0.4821358595517864,0.13230989447060876,0.12434922345681693,0.07766491596638656,0.0779854463561027,0.497764455782313,0.5133275067635584,0.018655372405372406,0.023971953004937863,0.014283555729984302,0.017532344680931043,58.2,62.36363636363637
2020_13_LA_ARI,2020,13,2020-12-06,REG,LA,ARI,38.0,28.0,-10.0,66.0,7,7,-144.0,130.0,-2.5,49.0,closed,grass,,,State Farm Stadium,Jerome Boger,-7.5,NO_COVER,17.0,OVER,0.1003020786807576,0.11900702136167046,0.061761906381163655,0.03503923493454596,0.4848171071385182,0.48279337148338114,0.5033869893293607,0.47401210139719124,0.08010686590869358,0.09441976377973561,0.08093890206785814,0.08223602858675676,0.6059122938019847,0.5989650568657683,0.025552404742220997,0.02322235846066264,0.016117728806829462,0.016728736155862185,72.4,70.18181818181819,-0.1441774584431979,0.010045812165268543,-0.28524371231015005,-0.16550081552252846,0.4567321052228965,0.46847140780516666,0.37293758948528577,0.397259506187754,0.08286477600909835,0.09945098447705986,0.04646410803127221,0.05622053278847083,0.6326392921223766,0.590772947158539,0.02249336846702406,0.020243755073677577,0.033057514540865494,0.02349987901602668,72.8,68.27272727272727
2020_13_NYG_SEA,2020,13,2020-12-06,REG,NYG,SEA,17.0,12.0,-5.0,29.0,7,6,413.0,-514.0,11.0,48.5,outdoors,fieldturf,51.0,4.0,Lumen Field,Craig Wrolstad,-16.0,NO_COVER,-19.5,UNDER,0.0783274816981248,0.13722224463183585,0.11241460938714806,0.09732981843780265,0.4863834672789896,0.49860742452863815,0.4819852006094706,0.48806725114303934,0.07963260619977039,0.08659594843348208,0.08320099007505963,0.08347639942604602,0.675223880597015,0.6821778329510162,0.054833524684270954,0.04905856796240941,0.02126291618828932,0.018765491004296975,65.4,65.81818181818181,0.03995212573482369,-0.0421953339181994,-0.04521512105156798,0.014727736691506066,0.4375716566770437,0.42694339695338807,0.44616865759931484,0.45163781691418897,0.0806332434303002,0.07131753985686767,0.0745122092387319,0.07430852220643364,0.5930010071340328,0.6334493584144458,0.040597835295042066,0.04317111786587344,0.018180589149838503,0.023802365307663022,70.8,65.18181818181819
2020_13_PHI_GB,2020,13,2020-12-06,REG,PHI,GB,16.0,30.0,14.0,46.0,6,7,328.0,-393.0,8.0,50.0,outdoors,grass,34.0,9.0,Lambeau Field,Bill Vinovich,6.0,COVER,-4.0,UNDER,0.15516504821639146,0.1783998874453943,0.03203140163436935,0.07621239295894652,0.4737018409356213,0.49258912298032576,0.465670466457399,0.47994980421875827,0.09542304566518486,0.10205738635038739,0.07496562817117482,0.07674590782700562,0.6056808215893057,0.6050126149528144,0.012439528140992476,0.017106336544846418,0.019433759962810503,0.011719530141825842,65.6,65.54545454545455,-0.08582440390970894,-0.06264826740509309,-0.06255904261764388,0.0075072215290183245,0.43598412001616565,0.4266443879124148,0.4234509606385394,0.41996938211940726,0.07468449071170757,0.0730782348090304,0.07844772809409994,0.0787696683133646,0.6736780035397244,0.6824664239097243,0.06100237607480803,0.06109928772581762,0.02687908496732026,0.027878258293809688,69.6,70.0909090909091
2020_13_NE_LAC,2020,13,2020-12-06,REG,NE,LAC,45.0,0.0,-45.0,45.0,7,7,117.0,-129.0,2.5,47.0,dome,matrixturf,,,SoFi Stadium,Carl Cheffers,-47.5,NO_COVER,-2.0,UNDER,0.03870051988198318,0.031136811649545168,0.05412997251800543,0.0032290470147744808,0.4350546362741975,0.43084927175231014,0.43387254275778864,0.43244274546155964,0.06973728747453234,0.07576608082144848,0.11264201736332884,0.09620244306554902,0.6387510854576,0.614912845981187,0.03063535050615742,0.029567634271538093,0.012642784709471926,0.015074421446197233,78.6,74.9090909090909,0.08454321888205851,0.018213168617433075,0.14758594512901338,0.105668012189463,0.475789768682546,0.4813088574893133,0.49846464856863315,0.5031412879032662,0.10208022059846336,0.09315530764823489,0.088889940882247,0.09749028973893803,0.47360718581492967,0.5177980326171736,0.027146089204912738,0.031674617424786895,0.01076923076923077,0.02570754824916157,64.0,63.90909090909091
2020_13_DEN_KC,2020,13,2020-12-06,REG,DEN,KC,16.0,22.0,6.0,38.0,7,7,510.0,-660.0,13.0,51.0,outdoors,astroturf,41.0,9.0,Arrowhead Stadium,Alex Kemp,-7.0,NO_COVER,-13.0,UNDER,0.23509737068178832,0.2173425437769093,0.045419490184251406,0.048422849745854334,0.5169268560628199,0.506443180033708,0.4890238967513583,0.475636392809872,0.11181192910472526,0.10735160366825779,0.09209138389653553,0.08584562658870046,0.7191006910426958,0.6778881288567161,0.02835224884405212,0.022169100824334917,0.012641036702727815,0.011216348846037883,66.0,67.9090909090909,-0.18376574383883706,-0.14507071192979115,0.02297691234132835,-0.006045160571715172,0.3465828177419291,0.37588509527705294,0.41461306777929713,0.4298242002027893,0.08987593652630063,0.09427403101841209,0.0974677221828646,0.08809578682994247,0.6045508582435656,0.6079738364337689,0.01937389798420269,0.03214537264633082,0.04010617077019314,0.03688689519347233,63.0,65.27272727272727
2020_13_WAS_PIT,2020,13,2020-12-07,REG,WAS,PIT,23.0,17.0,-6.0,40.0,11,5,231.0,-265.0,5.5,43.5,outdoors,grass,34.0,10.0,Heinz Field,John Hussey,-11.5,NO_COVER,-3.5,UNDER,0.05296019123833544,0.0865571596303412,-0.2591063912745893,-0.15696680861492698,0.4511707856502681,0.45135494297155954,0.35084111822419783,0.37161717289652857,0.0691076084806606,0.0754874572017137,0.09420419803960693,0.08800862469428171,0.7098855131606235,0.6395356234336206,0.007547169811320755,0.014377836502929413,0.009368264091888859,0.011886138254909166,67.6,68.36363636363636,0.0765472303140368,-0.03261028011544675,-0.14037758769248007,-0.04200320898014403,0.4819424211496579,0.4316579517900173,0.4361993866669314,0.42325875154613823,0.11730247392817068,0.08284503579834622,0.062214295945733224,0.08322767864036403,0.590046875822847,0.6302737798192006,0.0337101427081102,0.050209586657769485,0.02348857052486771,0.0229273759174618,66.8,66.27272727272727
2020_13_BUF_SF,2020,13,2020-12-07,REG,BUF,SF,34.0,24.0,-10.0,58.0,8,8,110.0,-122.0,1.5,48.0,closed,grass,,,State Farm Stadium,Tony Corrente,-11.5,NO_COVER,10.0,OVER,-0.009196077641809108,0.01968655520751753,-0.05525667292096479,-0.02537882137281079,0.4646116302093355,0.45656327579441053,0.4434437693454087,0.43877537536823136,0.0955769461788413,0.08481377481321865,0.07668921242691736,0.08651459910341353,0.5836995181453235,0.5925148601737941,0.026424085506497597,0.03684001962290262,0.029943836795127604,0.023200909380425235,67.0,67.18181818181819,0.09733116165210044,0.13240274500303253,-0.00223496580763691,0.08667104293277228,0.5160174612588715,0.49740593018582563,0.47245320252781964,0.4948849128405623,0.11607945410213545,0.10983072079653572,0.09414782528706139,0.09546964365040637,0.6387130606915021,0.6495168081131891,0.04063378637149129,0.031905635514888425,0.021796999110046494,0.020796232998749928,65.0,64.9090909090909
2020_13_DAL_BAL,2020,13,2020-12-08,REG,DAL,BAL,17.0,34.0,17.0,51.0,12,6,326.0,-390.0,8.5,46.0,outdoors,grass,38.0,9.0,M&T Bank Stadium,Brad Allen,8.5,COVER,5.0,OVER,-0.07202513276310812,0.010891346737895017,0.02549596884308921,-0.03743574983144818,0.4284791563840306,0.4250638329844291,0.46641297182753466,0.4429586090762472,0.06743429904593426,0.09212334869149501,0.08859832522867335,0.07614498277659015,0.5193509539028407,0.539660606966629,0.036584827064386816,0.03917181744946568,0.026655939128423407,0.020049655555148205,65.8,63.0,-0.20534203642374163,-0.07525211561204352,0.02287320766962902,0.0997884522646379,0.4353440937653458,0.47297579401224205,0.458737622605241,0.45679161992813183,0.061971004072402434,0.07555928195688345,0.09676104269225619,0.10220835001954018,0.5972229448755603,0.6431872287259325,0.05327135000766312,0.04048720262054419,0.023997532552633143,0.027727408590442152,66.2,73.0909090909091
2020_14_NE_LA,2020,14,2020-12-10,REG,NE,LA,3.0,24.0,21.0,27.0,4,4,201.0,-228.0,5.0,43.5,dome,matrixturf,,,SoFi Stadium,Craig Wrolstad,16.0,COVER,-16.5,UNDER,-0.09105209678415868,0.02497057422620344,-0.23437107489968864,-0.16141530582313665,0.4724463909371822,0.4752654571547361,0.3888106053583017,0.39722333040755764,0.07215049029481264,0.09741340243730486,0.04963871120587539,0.05682649368043688,0.654425006408091,0.5946668682286607,0.022136225609881204,0.01959844215087111,0.030200371683722638,0.021541555764691123,74.8,69.25,0.08780046572517045,0.025941148001493025,0.04292861713923833,0.06553598600610641,0.4634820763748538,0.4783792732113577,0.45954967725929563,0.4882081524089799,0.09900329752154026,0.09308467303652301,0.06771101547796948,0.09288722568792324,0.45822257043031434,0.509263581181127,0.024069166127989657,0.030317117254772596,0.007692307692307693,0.023565252561731437,64.0,64.0
2020_14_DEN_CAR,2020,14,2020-12-13,REG,DEN,CAR,32.0,27.0,-5.0,59.0,7,14,177.0,-199.0,4.0,46.0,outdoors,grass,70.0,7.0,Bank of America Stadium,Shawn Hochuli,-9.0,NO_COVER,13.0,OVER,0.0077193287254520805,0.0542362638342905,0.08449782968254085,0.08134055218447905,0.45525541678884035,0.46610414492540847,0.46717583664518897,0.4731871513011933,0.09202680634137554,0.08937754518424544,0.08558028631153979,0.08313300590665461,0.6488167956120016,0.6425529108489139,0.030914442447296554,0.029736958254952983,0.01672534923060133,0.016291423116905877,63.8,63.5,-0.17823988051573408,-0.12466031124626974,0.045069540261500216,0.00689607619714624,0.35221052336963476,0.37865224642820755,0.4233705937782025,0.43501080785784785,0.08612413277449689,0.0914683668173828,0.1062252481817699,0.09398198448829383,0.5553445090372164,0.5989760167309549,0.013024691634996343,0.02946659159246992,0.04299217365619602,0.0363382397859355,63.6,65.33333333333333
2020_14_HOU_CHI,2020,14,2020-12-13,REG,HOU,CHI,7.0,36.0,29.0,43.0,7,7,-114.0,104.0,-1.0,46.0,outdoors,grass,34.0,1.0,Soldier Field,Land Clark,30.0,COVER,-3.0,UNDER,-0.09911345465014444,-0.07473644625485726,0.09435067282777389,0.011349606171214046,0.41060693173590507,0.4066078202080412,0.4020638041657043,0.4091613884604411,0.06408983660353773,0.06777961819974423,0.09802512939030113,0.101815010019725,0.6862889235961942,0.680068509484653,0.044761918145184494,0.03792624644408906,0.023789060774811598,0.021307744965790767,66.8,65.83333333333333,0.10867208003726121,0.08582735168156402,0.03280494547548744,0.14377136987210337,0.46138815078364254,0.4613781133603494,0.4709320631752171,0.49187816649139204,0.08532809403711043,0.0915445595540797,0.09720050879055307,0.10398489213229732,0.7043899747793191,0.7015567586951986,0.03701754188434516,0.04712383531019432,0.013374842370744008,0.01575529887525552,58.8,59.833333333333336
2020_14_DAL_CIN,2020,14,2020-12-13,REG,DAL,CIN,30.0,7.0,-23.0,37.0,5,7,-164.0,148.0,-3.0,44.0,outdoors,grass,44.0,5.0,Paul Brown Stadium,John Hussey,-20.0,NO_COVER,-7.0,UNDER,-0.12786927460796582,-0.0460091353561527,0.058777548815455695,0.10418784601711122,0.39731380855819676,0.43036239632901857,0.466984169213086,0.4644798838942587,0.05673953880814707,0.05682047679256547,0.10636957381023401,0.12286618665956055,0.6859531547076154,0.6752158983005195,0.05531258657309077,0.05552245789682467,0.028896481669590912,0.023696039225095767,61.4,68.58333333333333,-0.14366183859906895,-0.06621222102592388,0.05114803887145677,0.11576237987378535,0.43916376953705355,0.4673164187728253,0.48061007850754767,0.46266504554018134,0.07014333363047484,0.07559178905119379,0.1019713547682399,0.10581219963912396,0.6140561671718071,0.6433857613532018,0.03475036399833601,0.03816812138950728,0.023020406192428837,0.026471643528580415,70.6,73.58333333333333
2020_14_TEN_JAX,2020,14,2020-12-13,REG,TEN,JAX,31.0,10.0,-21.0,41.0,7,7,-364.0,307.0,-7.5,53.0,outdoors,grass,69.0,2.0,TIAA Bank Stadium,Adrian Hill,-13.5,NO_COVER,-12.0,UNDER,-0.10663488829174436,-0.025918005894217416,0.07336587167459216,0.15018888609093622,0.4183112015420861,0.4389572029970794,0.46342094267299183,0.4866743425841576,0.0907653762404512,0.08637602326640187,0.09739330000600492,0.09462789483673917,0.6440527057899621,0.6794351965663029,0.02778293888769901,0.04176396856223837,0.03124522560148497,0.02387782471034572,65.0,65.25,0.1220687278270927,0.16998937605403622,0.0950989588982473,0.11605293402336703,0.4725382652166902,0.49741642941838954,0.4535163818082054,0.47443606804199884,0.10222737566872105,0.10098818840972205,0.08148075207709966,0.08496724952127734,0.5242562760364237,0.5469172073578018,0.03134384756616094,0.024179273745346817,0.01119047619047619,0.009349224469087482,65.8,67.08333333333333
2020_14_KC_MIA,2020,14,2020-12-13,REG,KC,MIA,33.0,27.0,-6.0,60.0,7,7,-330.0,281.0,-7.5,51.5,outdoors,grass,81.0,8.0,Hard Rock Stadium,Clay Martin,1.5,COVER,8.5,OVER,0.009793455185308324,0.011984153792086881,-0.08338744552932256,-0.04391438010109427,0.447373655829428,0.46458666100126395,0.40001732722630334,0.4532127714446097,0.07272811146874116,0.06756148583004075,0.09101622547625353,0.09673445130786458,0.632159444753148,0.6042898551415953,0.04040056894629608,0.031378220912878445,0.015408938887199755,0.019314582397525887,63.2,62.666666666666664,0.252186449435726,0.2116681385167187,0.11776808731110833,0.052708786956405296,0.5236728878088516,0.5052448727028567,0.4825303902578518,0.4700909358332918,0.11439129418409033,0.1116331499234162,0.08083597264112427,0.08374232942348048,0.7411245005665054,0.6809212609757993,0.01486018535198863,0.021644427078391662,0.00847437003606115,0.01028165310886806,69.0,67.5
2020_14_ARI_NYG,2020,14,2020-12-13,REG,ARI,NYG,26.0,7.0,-19.0,33.0,7,7,-154.0,139.0,-3.0,47.0,outdoors,fieldturf,59.0,15.0,MetLife Stadium,Ronald Torbert,-16.0,NO_COVER,-14.0,UNDER,0.031893966664985327,-0.0424843110805477,-0.09512837806418274,-0.004889051110909338,0.42894299720092655,0.421667810843636,0.439779768710426,0.44988096180096954,0.07847607856127092,0.07295016911121961,0.07895665368317635,0.07621799720774936,0.5553430718489787,0.6200558512738481,0.037701071042345616,0.042603827740687016,0.011647461260778409,0.02333398638050929,70.0,64.33333333333333,0.05650594319594273,0.09938354465404568,0.07760461292482568,0.04788121176470773,0.4566821865035976,0.4756293735952158,0.496720322662694,0.48034442628075863,0.07780527860710627,0.0918424554224296,0.07689128302023909,0.08163302620452702,0.6174202303099212,0.6059296090052612,0.03190161109142735,0.02393266456777673,0.017466935156035812,0.017980177455042982,69.0,69.58333333333333
2020_14_MIN_TB,2020,14,2020-12-13,REG,MIN,TB,14.0,26.0,12.0,40.0,7,14,271.0,-317.0,7.0,52.5,outdoors,grass,78.0,5.0,Raymond James Stadium,Brad Allen,5.0,COVER,-12.5,UNDER,-0.011874793226674746,0.06699247429505191,0.04657053865657045,-0.049923938824352594,0.4292947218413056,0.44308345880950095,0.46562241810005583,0.4135089384025141,0.07135365526884054,0.08413161705941226,0.09515800086638493,0.07129599608090002,0.727310834378729,0.670588671003075,0.02698622859256828,0.020951221620529824,0.030434504454637246,0.020126265042768085,64.4,66.08333333333333,0.01980959119363134,0.07068725246656414,-0.08660627049128458,0.02839436040238949,0.4615841087731286,0.48269058283972305,0.46674331218974074,0.4754153144353875,0.11969012139769324,0.11727344127078809,0.08515892167677883,0.08365336741997796,0.5477322786323697,0.5409800334339656,0.02676685965142258,0.03150954264844913,0.021662705421146476,0.025571820866150702,71.6,65.58333333333333
2020_14_IND_LV,2020,14,2020-12-13,REG,IND,LV,44.0,27.0,-17.0,71.0,7,7,-130.0,118.0,-2.5,51.5,dome,grass,,,Allegiant Stadium,Clete Blakeman,-14.5,NO_COVER,19.5,OVER,-0.004791539129971376,0.06986693902228158,0.04609215017395999,0.11232657759649477,0.4275073891625616,0.47444161804990603,0.467070270475756,0.4656742785034919,0.10092869582524755,0.09520508915923198,0.07684237381977643,0.09089522377037146,0.6056281036970692,0.5911132890060639,0.025067821067821065,0.02607221058972824,0.028516096929890034,0.021931883337916475,63.6,66.41666666666667,0.0014175250349024754,0.04921004626105393,0.06646522184119033,-0.011545782918830877,0.45921114747582026,0.4588935385674369,0.5030852362280399,0.4471545487566475,0.09617874823784825,0.09725701701380905,0.09893380232960443,0.08342650514808055,0.6061496513967506,0.5867256757736339,0.01987855042455816,0.018078997078122553,0.013619609196437055,0.01483604068122433,71.4,68.25
2020_14_NYJ_SEA,2020,14,2020-12-13,REG,NYJ,SEA,3.0,40.0,37.0,43.0,7,7,734.0,-1032.0,16.5,49.5,outdoors,fieldturf,43.0,8.0,Lumen Field,Scott Novak,20.5,COVER,-6.5,UNDER,-0.02008733610230501,0.10739758116772631,0.06626265697810178,0.08541374524578753,0.48018688608240845,0.4929364354475479,0.4561617486990621,0.477698010517483,0.08369243525959943,0.08748147124921042,0.0868900546336894,0.08409579038296644,0.7046255899987244,0.690144495019913,0.06256856741931369,0.050757391002579,0.026818471743844878,0.01951651490208704,66.8,66.33333333333333,-0.017150081999417473,-0.12189245471412112,0.1447117185014212,0.12400831486030946,0.4402729154903068,0.4074780159961262,0.45473870892318435,0.46582038524485586,0.09616099888890912,0.07846559144090992,0.08580569449333031,0.09311262776067879,0.5904830209528666,0.6298955760899579,0.03183909825564805,0.04421192205391136,0.02820273461928441,0.022841494706163184,55.8,61.25
