event_id,commence_time,away_team,home_team,bookmaker,bookmaker_title,book_last_update,market,market_last_update,outcome,price,point,snapshot_at
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,bovada,Bovada,2026-09-03T05:12:40Z,spreads,2026-09-03T05:12:40Z,Seattle Mariners,110,-1.5,2026-09-03T05:14:09.062616+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,bovada,Bovada,2026-09-03T05:12:40Z,totals,2026-09-03T05:12:40Z,Over,-105,7.5,2026-09-03T05:14:09.062620+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,bovada,Bovada,2026-09-03T05:12:40Z,totals,2026-09-03T05:12:40Z,Under,-115,7.5,2026-09-03T05:14:09.062623+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betus,BetUS,2026-09-03T05:13:17Z,h2h,2026-09-03T05:13:17Z,Athletics,166,,2026-09-03T05:14:09.062627+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betus,BetUS,2026-09-03T05:13:17Z,h2h,2026-09-03T05:13:17Z,Seattle Mariners,-190,,2026-09-03T05:14:09.062631+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betus,BetUS,2026-09-03T05:13:17Z,spreads,2026-09-03T05:13:17Z,Athletics,-130,1.5,2026-09-03T05:14:09.062635+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betus,BetUS,2026-09-03T05:13:17Z,spreads,2026-09-03T05:13:17Z,Seattle Mariners,110,-1.5,2026-09-03T05:14:09.062638+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betus,BetUS,2026-09-03T05:13:17Z,totals,2026-09-03T05:13:17Z,Over,-105,7.5,2026-09-03T05:14:09.062642+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betus,BetUS,2026-09-03T05:13:17Z,totals,2026-09-03T05:13:17Z,Under,-115,7.5,2026-09-03T05:14:09.062645+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,draftkings,DraftKings,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,Athletics,169,,2026-09-03T05:14:09.062649+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,draftkings,DraftKings,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,Seattle Mariners,-207,,2026-09-03T05:14:09.062653+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,draftkings,DraftKings,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,Athletics,-131,1.5,2026-09-03T05:14:09.062656+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,draftkings,DraftKings,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,Seattle Mariners,109,-1.5,2026-09-03T05:14:09.062660+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,draftkings,DraftKings,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Over,-105,7.5,2026-09-03T05:14:09.062664+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,draftkings,DraftKings,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Under,-115,7.5,2026-09-03T05:14:09.062667+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betmgm,BetMGM,2026-09-03T05:13:16Z,h2h,2026-09-03T05:13:16Z,Athletics,170,,2026-09-03T05:14:09.062671+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betmgm,BetMGM,2026-09-03T05:13:16Z,h2h,2026-09-03T05:13:16Z,Seattle Mariners,-210,,2026-09-03T05:14:09.062674+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betmgm,BetMGM,2026-09-03T05:13:16Z,spreads,2026-09-03T05:13:16Z,Athletics,-135,1.5,2026-09-03T05:14:09.062678+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betmgm,BetMGM,2026-09-03T05:13:16Z,spreads,2026-09-03T05:13:16Z,Seattle Mariners,110,-1.5,2026-09-03T05:14:09.062682+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betmgm,BetMGM,2026-09-03T05:13:16Z,totals,2026-09-03T05:13:16Z,Over,-105,7.5,2026-09-03T05:14:09.062685+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betmgm,BetMGM,2026-09-03T05:13:16Z,totals,2026-09-03T05:13:16Z,Under,-115,7.5,2026-09-03T05:14:09.062689+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betrivers,BetRivers,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,Athletics,175,,2026-09-03T05:14:09.062693+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betrivers,BetRivers,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,Seattle Mariners,-210,,2026-09-03T05:14:09.062696+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betrivers,BetRivers,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,Athletics,-130,1.5,2026-09-03T05:14:09.062700+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betrivers,BetRivers,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,Seattle Mariners,108,-1.5,2026-09-03T05:14:09.062703+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betrivers,BetRivers,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Over,-105,7.5,2026-09-03T05:14:09.062707+00:00
9218b403d53014d099eb5bec35ae957c,2026-09-04T01:40:00Z,Athletics,Seattle Mariners,betrivers,BetRivers,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Under,-117,7.5,2026-09-03T05:14:09.062711+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,draftkings,DraftKings,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,Los Angeles Dodgers,-311,,2026-09-03T05:14:09.062714+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,draftkings,DraftKings,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,St. Louis Cardinals,246,,2026-09-03T05:14:09.062718+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,draftkings,DraftKings,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,Los Angeles Dodgers,-132,-1.5,2026-09-03T05:14:09.062722+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,draftkings,DraftKings,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,St. Louis Cardinals,110,1.5,2026-09-03T05:14:09.062725+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,draftkings,DraftKings,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Over,-119,7.5,2026-09-03T05:14:09.062729+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,draftkings,DraftKings,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Under,-101,7.5,2026-09-03T05:14:09.062732+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betonlineag,BetOnline.ag,2026-09-03T05:13:35Z,h2h,2026-09-03T05:13:35Z,Los Angeles Dodgers,-294,,2026-09-03T05:14:09.062736+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betonlineag,BetOnline.ag,2026-09-03T05:13:35Z,h2h,2026-09-03T05:13:35Z,St. Louis Cardinals,260,,2026-09-03T05:14:09.062740+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betonlineag,BetOnline.ag,2026-09-03T05:13:35Z,spreads,2026-09-03T05:13:35Z,Los Angeles Dodgers,-133,-1.5,2026-09-03T05:14:09.062743+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betonlineag,BetOnline.ag,2026-09-03T05:13:35Z,spreads,2026-09-03T05:13:35Z,St. Louis Cardinals,113,1.5,2026-09-03T05:14:09.062747+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betonlineag,BetOnline.ag,2026-09-03T05:13:35Z,totals,2026-09-03T05:13:35Z,Over,-117,7.5,2026-09-03T05:14:09.062750+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betonlineag,BetOnline.ag,2026-09-03T05:13:35Z,totals,2026-09-03T05:13:35Z,Under,-103,7.5,2026-09-03T05:14:09.062754+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,lowvig,LowVig.ag,2026-09-03T05:13:38Z,h2h,2026-09-03T05:13:38Z,Los Angeles Dodgers,-294,,2026-09-03T05:14:09.062758+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,lowvig,LowVig.ag,2026-09-03T05:13:38Z,h2h,2026-09-03T05:13:38Z,St. Louis Cardinals,260,,2026-09-03T05:14:09.062761+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,lowvig,LowVig.ag,2026-09-03T05:13:38Z,spreads,2026-09-03T05:13:38Z,Los Angeles Dodgers,-131,-1.5,2026-09-03T05:14:09.062765+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,lowvig,LowVig.ag,2026-09-03T05:13:38Z,spreads,2026-09-03T05:13:38Z,St. Louis Cardinals,116,1.5,2026-09-03T05:14:09.062769+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,lowvig,LowVig.ag,2026-09-03T05:13:38Z,totals,2026-09-03T05:13:38Z,Over,-115,7.5,2026-09-03T05:14:09.062772+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,lowvig,LowVig.ag,2026-09-03T05:13:38Z,totals,2026-09-03T05:13:38Z,Under,100,7.5,2026-09-03T05:14:09.062776+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,mybookieag,MyBookie.ag,2026-09-03T05:12:15Z,h2h,2026-09-03T05:12:15Z,Los Angeles Dodgers,-285,,2026-09-03T05:14:09.062779+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,mybookieag,MyBookie.ag,2026-09-03T05:12:15Z,h2h,2026-09-03T05:12:15Z,St. Louis Cardinals,232,,2026-09-03T05:14:09.062783+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,mybookieag,MyBookie.ag,2026-09-03T05:12:15Z,spreads,2026-09-03T05:12:15Z,Los Angeles Dodgers,-132,-1.5,2026-09-03T05:14:09.062787+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,mybookieag,MyBookie.ag,2026-09-03T05:12:15Z,spreads,2026-09-03T05:12:15Z,St. Louis Cardinals,113,1.5,2026-09-03T05:14:09.062790+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,mybookieag,MyBookie.ag,2026-09-03T05:12:15Z,totals,2026-09-03T05:12:15Z,Over,-118,7.5,2026-09-03T05:14:09.062794+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,mybookieag,MyBookie.ag,2026-09-03T05:12:15Z,totals,2026-09-03T05:12:15Z,Under,-104,7.5,2026-09-03T05:14:09.062797+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betmgm,BetMGM,2026-09-03T05:13:16Z,h2h,2026-09-03T05:13:16Z,Los Angeles Dodgers,-285,,2026-09-03T05:14:09.062801+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betmgm,BetMGM,2026-09-03T05:13:16Z,h2h,2026-09-03T05:13:16Z,St. Louis Cardinals,225,,2026-09-03T05:14:09.062805+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betmgm,BetMGM,2026-09-03T05:13:16Z,spreads,2026-09-03T05:13:16Z,Los Angeles Dodgers,-130,-1.5,2026-09-03T05:14:09.062808+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betmgm,BetMGM,2026-09-03T05:13:16Z,spreads,2026-09-03T05:13:16Z,St. Louis Cardinals,105,1.5,2026-09-03T05:14:09.062812+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betmgm,BetMGM,2026-09-03T05:13:16Z,totals,2026-09-03T05:13:16Z,Over,-110,7.5,2026-09-03T05:14:09.062816+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betmgm,BetMGM,2026-09-03T05:13:16Z,totals,2026-09-03T05:13:16Z,Under,-110,7.5,2026-09-03T05:14:09.062819+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,fanduel,FanDuel,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,Los Angeles Dodgers,-300,,2026-09-03T05:14:09.062823+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,fanduel,FanDuel,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,St. Louis Cardinals,245,,2026-09-03T05:14:09.062826+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,fanduel,FanDuel,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,Los Angeles Dodgers,-126,-1.5,2026-09-03T05:14:09.062830+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,fanduel,FanDuel,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,St. Louis Cardinals,105,1.5,2026-09-03T05:14:09.062834+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,fanduel,FanDuel,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Over,-118,7.5,2026-09-03T05:14:09.062837+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,fanduel,FanDuel,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Under,-104,7.5,2026-09-03T05:14:09.062841+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,bovada,Bovada,2026-09-03T05:12:40Z,h2h,2026-09-03T05:12:40Z,Los Angeles Dodgers,-300,,2026-09-03T05:14:09.062845+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,bovada,Bovada,2026-09-03T05:12:40Z,h2h,2026-09-03T05:12:40Z,St. Louis Cardinals,235,,2026-09-03T05:14:09.062848+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,bovada,Bovada,2026-09-03T05:12:40Z,spreads,2026-09-03T05:12:40Z,Los Angeles Dodgers,-125,-1.5,2026-09-03T05:14:09.062852+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,bovada,Bovada,2026-09-03T05:12:40Z,spreads,2026-09-03T05:12:40Z,St. Louis Cardinals,105,1.5,2026-09-03T05:14:09.062855+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,bovada,Bovada,2026-09-03T05:12:40Z,totals,2026-09-03T05:12:40Z,Over,-110,8.0,2026-09-03T05:14:09.062859+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,bovada,Bovada,2026-09-03T05:12:40Z,totals,2026-09-03T05:12:40Z,Under,-110,8.0,2026-09-03T05:14:09.062863+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betrivers,BetRivers,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,Los Angeles Dodgers,-305,,2026-09-03T05:14:09.062866+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betrivers,BetRivers,2026-09-03T05:13:36Z,h2h,2026-09-03T05:13:36Z,St. Louis Cardinals,240,,2026-09-03T05:14:09.062870+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betrivers,BetRivers,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,Los Angeles Dodgers,-105,-2.0,2026-09-03T05:14:09.062873+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betrivers,BetRivers,2026-09-03T05:13:36Z,spreads,2026-09-03T05:13:36Z,St. Louis Cardinals,-117,2.0,2026-09-03T05:14:09.062877+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betrivers,BetRivers,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Over,-120,7.5,2026-09-03T05:14:09.062881+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betrivers,BetRivers,2026-09-03T05:13:36Z,totals,2026-09-03T05:13:36Z,Under,-103,7.5,2026-09-03T05:14:09.062884+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betus,BetUS,2026-09-03T05:13:17Z,h2h,2026-09-03T05:13:17Z,Los Angeles Dodgers,-294,,2026-09-03T05:14:09.062888+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betus,BetUS,2026-09-03T05:13:17Z,h2h,2026-09-03T05:13:17Z,St. Louis Cardinals,250,,2026-09-03T05:14:09.062892+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betus,BetUS,2026-09-03T05:13:17Z,spreads,2026-09-03T05:13:17Z,Los Angeles Dodgers,-135,-1.5,2026-09-03T05:14:09.062895+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betus,BetUS,2026-09-03T05:13:17Z,spreads,2026-09-03T05:13:17Z,St. Louis Cardinals,115,1.5,2026-09-03T05:14:09.062899+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betus,BetUS,2026-09-03T05:13:17Z,totals,2026-09-03T05:13:17Z,Over,-115,7.5,2026-09-03T05:14:09.062903+00:00
a7447a61565d33b1dcfb229c623b45cb,2026-09-04T02:10:00Z,St. Louis Cardinals,Los Angeles Dodgers,betus,BetUS,2026-09-03T05:13:17Z,totals,2026-09-03T05:13:17Z,Under,-105,7.5,2026-09-03T05:14:09.062906+00:00
