overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share,sleeper_player_id,sleeper_name,sleeper_team,proj_ppr_points,proj_games,proj_pass_yd,proj_pass_td,proj_pass_int,proj_rush_att,proj_rush_yd,proj_rush_td,proj_rec,proj_rec_yd,proj_rec_td,role_adjustment,replacement_points,vorp,scarcity_multiplier,hulk_v2_score,hulk_v2_position_rank,hulk_v2_rank,hulk_v2_tier,_key,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp,espn_adp,espn_ppr_room_rank,yahoo_adp,cbs_adp,cbs_rank,adp_source_count,consensus_adp,consensus_adp_median,market_adp_low,market_adp_high,platform_spread,roster_team,current_team,team_conflict,hulk_value_vs_consensus,hulk_value_vs_espn_room,hulk_value_vs_sleeper,hulk_value_vs_yahoo,hulk_value_vs_cbs,best_value_platform,best_platform_value,draft_action
43,30,3,Quentin Johnston,WR,LAC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lyvsrjh4mjb4dqwp6shm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lyvsrjh4mjb4dqwp6shm",76.98868311484637,83.14777776403409,,,0.0,0.0,0.0,0.0,84.0,51.0,735.0,8.0,23.40495403577033,9754.0,Quentin Johnston,LAC,163.9,18.0,,,,2.0,11.0,,58.0,748.0,5.0,2.0,177.3,-13.400000000000006,1.0,-11.400000000000006,49,121,5,quentin johnston,114.4,102.6,110.1,130.42,146.0,109.7,96.44,93.0,4,112.74,112.05,96.44,130.42,33.97999999999999,LAC,LAC,False,-8.260000000000005,25.0,-6.599999999999994,-11.299999999999997,-24.560000000000002,ESPN,25.0,WAIT
53,8,2,Baker Mayfield,QB,TB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjb8e69jtt1ffqf1afue","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjb8e69jtt1ffqf1afue",89.51666666666667,78.77466666666666,,,3693.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4892.0,Baker Mayfield,TB,274.88,18.0,3682.0,26.0,13.0,63.0,306.0,2.0,,,,6.0,295.72,-20.840000000000032,0.9,-12.756000000000029,19,122,3,baker mayfield,143.5,155.6,143.6,146.26,182.0,125.9,133.04,136.0,4,137.17499999999998,138.26999999999998,125.9,146.26,20.359999999999985,TB,TB,False,15.174999999999983,60.0,21.5,3.9000000000000057,11.039999999999992,ESPN,60.0,VALUE
114,18,3,Chig Okonkwo,TE,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pzcez6pi9tpdqkmjjnzk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pzcez6pi9tpdqkmjjnzk",62.30076625245528,58.56272027730795,,,0.0,0.0,0.0,0.0,79.0,56.0,560.0,2.0,9.087164595609718,8210.0,Chig Okonkwo,WAS,144.1,18.0,,,,,,,61.0,591.0,4.0,6.0,162.5,-18.40000000000001,1.05,-13.320000000000007,19,123,3,chig okonkwo,192.0,192.1,136.9,170.19,315.0,126.5,,,3,162.89666666666668,170.19,126.5,192.0,65.5,WAS,WAS,False,39.896666666666675,192.0,69.0,3.5,,ESPN,192.0,PLATFORM STEAL
129,56,4,Xavier Worthy,WR,KC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u6fmnffwteccoxn3uguq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u6fmnffwteccoxn3uguq",49.77833760898452,53.76060461770328,,,0.0,0.0,0.0,0.0,73.0,42.0,532.0,1.0,21.71861112184565,11624.0,Xavier Worthy,KC,161.5,18.0,,,,17.0,90.0,1.0,55.0,695.0,4.0,2.0,177.3,-15.800000000000011,1.0,-13.800000000000011,50,124,5,xavier worthy,138.4,127.4,121.5,130.35,153.0,129.1,137.39,139.0,4,133.81,133.87,129.1,138.4,9.300000000000011,KC,KC,False,9.810000000000002,29.0,14.400000000000006,5.099999999999994,13.389999999999986,ESPN,29.0,VALUE
60,35,3,Romeo Doubs,WR,NE,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxvzijmgwyyigljxfmyb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxvzijmgwyyigljxfmyb",71.79556764331483,77.53921305478002,,,0.0,0.0,0.0,0.0,85.0,55.0,724.0,6.0,27.03553052426645,8121.0,Romeo Doubs,NE,161.2,18.0,,,,,,,57.0,742.0,5.0,2.0,177.3,-16.100000000000023,1.0,-14.100000000000025,51,125,5,romeo doubs,131.8,128.4,116.6,147.58,154.0,132.0,131.38,135.0,4,135.69,131.9,131.38,147.58,16.200000000000017,NE,NE,False,10.689999999999998,29.0,6.800000000000011,7.0,6.3799999999999955,ESPN,29.0,VALUE
88,15,3,AJ Barner,TE,SEA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0esiguve9if4ts5mm1q","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i0esiguve9if4ts5mm1q",71.56971845504452,67.27553534774185,,,0.0,0.0,0.0,0.0,68.0,52.0,519.0,6.0,8.598592275222614,11603.0,AJ Barner,SEA,142.4,18.0,,,,10.0,14.0,1.0,58.0,530.0,4.0,6.0,162.5,-20.099999999999994,1.05,-15.104999999999992,20,126,3,aj barner,182.6,196.2,125.9,169.77,317.0,125.5,167.96,204.0,4,161.4575,168.865,125.5,182.6,57.1,SEA,SEA,False,35.45750000000001,191.0,56.599999999999994,-0.5,41.96000000000001,ESPN,191.0,PLATFORM STEAL
146,31,3,RJ Harvey,RB,DEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szxmro5enrxlscvv67xg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szxmro5enrxlscvv67xg",44.71428571428572,48.291428571428575,,,0.0,0.0,540.0,7.0,0.0,0.0,0.0,0.0,0.0,12489.0,RJ Harvey,DEN,144.1,18.0,,,,124.0,515.0,3.0,37.0,276.0,2.0,2.0,160.1,-16.0,1.08,-15.28,37,127,5,rj harvey,79.3,82.4,56.4,126.03,133.0,108.3,96.08,92.0,4,102.4275,102.19,79.3,126.03,46.73,DEN,DEN,False,-24.572500000000005,6.0,-47.7,-18.700000000000003,-30.92,ESPN,6.0,REACH / WAIT
154,27,4,Tyler Shough,QB,NO,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toiafc7qighw86geo7jf","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toiafc7qighw86geo7jf",53.04444444444444,46.67911111111111,,,2384.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12545.0,Tyler Shough,NO,270.94,18.0,3666.0,22.0,12.0,84.0,343.0,3.0,,,,6.0,295.72,-24.78000000000003,0.9,-16.302000000000028,20,128,3,tyler shough,188.6,188.3,147.5,152.49,160.0,130.1,147.57,154.0,4,154.69,150.03,130.1,188.6,58.5,NO,NO,False,26.689999999999998,32.0,60.599999999999994,2.0999999999999943,19.569999999999993,Sleeper,60.599999999999994,PLATFORM STEAL
76,11,3,Juwan Johnson,TE,NO,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ahzqkvhjot6lygwr4ccb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ahzqkvhjot6lygwr4ccb",78.15068314059087,73.46164215215542,,,0.0,0.0,0.0,0.0,102.0,77.0,889.0,3.0,16.170082369620996,7002.0,Juwan Johnson,NO,140.9,18.0,,,,,,,56.0,609.0,4.0,6.0,162.5,-21.599999999999994,1.05,-16.679999999999996,21,129,3,juwan johnson,179.5,161.6,102.6,158.04,191.0,124.2,139.62,141.0,4,150.33999999999995,148.82999999999998,124.2,179.5,55.3,NO,NO,False,21.339999999999947,62.0,50.5,-4.799999999999997,10.620000000000005,ESPN,62.0,PLATFORM STEAL
219,39,5,Malik Willis,QB,MIA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txvgdbwbryzyyqq6gfet","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txvgdbwbryzyyqq6gfet",28.8,25.344,,,288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8161.0,Malik Willis,MIA,270.12,18.0,2848.0,17.0,9.0,125.0,712.0,5.0,,,,6.0,295.72,-25.600000000000023,0.9,-17.04000000000002,21,130,3,malik willis,209.5,191.3,139.9,167.56,223.0,125.1,154.08,165.0,4,164.06,160.82,125.1,209.5,84.4,MIA,MIA,False,34.06,93.0,79.5,-4.900000000000006,24.080000000000013,ESPN,93.0,PLATFORM STEAL
52,32,3,Stefon Diggs,WR,WAS,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln",73.02535578950305,78.8673842526633,,,0.0,0.0,0.0,0.0,102.0,85.0,1013.0,4.0,19.70370202443835,2449.0,Stefon Diggs,WAS,157.3,18.0,,,,1.0,6.0,,64.0,687.0,4.0,2.0,177.3,-20.0,1.0,-18.0,52,131,5,stefon diggs,107.5,110.8,115.5,102.81,107.0,104.5,112.1,111.0,4,106.7275,106.0,102.81,112.1,9.289999999999992,WAS,WAS,False,-24.272499999999994,-24.0,-23.5,-26.5,-18.900000000000006,CBS,-18.900000000000006,REACH / WAIT
166,35,3,Aaron Jones,RB,MIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bktkfvgfwujkdbzkcfim","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bktkfvgfwujkdbzkcfim",38.82857142857143,41.93485714285715,,,0.0,0.0,548.0,2.0,0.0,0.0,0.0,0.0,0.0,4199.0,Aaron Jones,MIN,137.1,18.0,,,,131.0,563.0,3.0,34.0,248.0,1.0,6.0,160.1,-23.0,1.08,-18.840000000000003,38,132,5,aaron jones,127.6,116.9,84.7,114.41,117.0,124.1,119.13,121.0,4,121.31,121.615,114.41,127.6,13.189999999999998,MIN,MIN,False,-10.689999999999998,-15.0,-4.400000000000006,-7.900000000000006,-12.870000000000005,Sleeper,-4.400000000000006,FAIR VALUE
257,98,5,KC Concepcion,WR,CLE,2.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztdyzyngqr1pexyghlt3","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztdyzyngqr1pexyghlt3",16.0,17.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13298.0,KC Concepcion,CLE,156.4,18.0,,,,9.0,54.0,,58.0,710.0,4.0,2.0,177.3,-20.90000000000001,1.0,-18.90000000000001,53,133,5,kc concepcion,120.2,111.9,129.3,146.67,171.0,123.8,115.97,116.0,4,126.66,122.0,115.97,146.67,30.69999999999999,CLE,CLE,False,-6.340000000000003,38.0,-12.799999999999997,-9.200000000000003,-17.03,ESPN,38.0,WAIT
70,40,3,Deebo Samuel Sr.,WR,SF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntgyhqg6hq7fanhhsqiw","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntgyhqg6hq7fanhhsqiw",69.72625671271902,75.30435724973655,,,0.0,0.0,0.0,0.0,99.0,72.0,727.0,5.0,13.958206640518156,5872.0,Deebo Samuel,SF,155.7,18.0,,,,17.0,89.0,1.0,56.0,628.0,4.0,2.0,177.3,-21.600000000000023,1.0,-19.600000000000023,54,134,5,deebo samuel,130.4,131.2,138.4,142.8,163.0,127.3,127.38,128.0,4,131.97000000000003,128.89,127.3,142.8,15.500000000000014,SF,SF,False,-2.0299999999999727,29.0,-3.5999999999999943,-6.700000000000003,-6.6200000000000045,ESPN,29.0,WAIT
153,30,5,Oronde Gadsden II,TE,LAC,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8b4oghjwhw8x9nv1wbs","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r8b4oghjwhw8x9nv1wbs",49.729328741817454,46.745569017308405,,,0.0,0.0,0.0,0.0,69.0,49.0,664.0,3.0,14.0633103757539,12493.0,Oronde Gadsden,LAC,141.8,18.0,,,,,,,56.0,618.0,4.0,0.0,162.5,-20.69999999999999,1.05,-21.73499999999999,22,135,3,oronde gadsden,142.7,172.4,83.1,170.22,416.0,126.6,,,3,146.50666666666666,142.7,126.6,170.22,43.620000000000005,LAC,LAC,False,11.50666666666666,281.0,7.699999999999989,-8.400000000000006,,ESPN,281.0,VALUE
35,2,1,Dallas Goedert,TE,PHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bafepstxu7vvxb9v5vua","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bafepstxu7vvxb9v5vua",93.3260752630564,87.72651074727301,,,0.0,0.0,0.0,0.0,82.0,60.0,591.0,11.0,13.880376315281914,5022.0,Dallas Goedert,PHI,136.0,18.0,,,,,,,53.0,590.0,4.0,6.0,162.5,-26.5,1.05,-21.825000000000003,23,136,3,dallas goedert,121.6,124.4,93.6,103.61,132.0,105.4,85.11,82.0,4,103.93,104.505,85.11,121.6,36.49,PHI,PHI,False,-32.06999999999999,-4.0,-14.400000000000006,-30.599999999999994,-50.89,ESPN,-4.0,REACH / WAIT
69,14,3,Sam Darnold,QB,SEA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyay8vruj0cqmhopufzk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fyay8vruj0cqmhopufzk",85.6888888888889,75.40622222222223,,,4048.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4943.0,Sam Darnold,SEA,262.74,18.0,3676.0,26.0,12.0,44.0,157.0,2.0,,,,6.0,295.72,-32.98000000000002,0.9,-23.682000000000016,22,137,3,sam darnold,163.7,185.4,168.4,162.47,287.0,122.5,145.2,150.0,4,148.46749999999997,153.83499999999998,122.5,163.7,41.19999999999999,SEA,SEA,False,11.467499999999973,150.0,26.69999999999999,-14.5,8.199999999999989,ESPN,150.0,VALUE
148,32,3,Blake Corum,RB,LA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/axzqbqjkrbwfzodwwakq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/axzqbqjkrbwfzodwwakq",44.65714285714286,48.22971428571429,,,0.0,0.0,746.0,6.0,0.0,0.0,0.0,0.0,0.0,11586.0,Blake Corum,LAR,135.3,18.0,,,,172.0,757.0,6.0,15.0,106.0,,2.0,160.1,-24.799999999999983,1.08,-24.783999999999985,39,138,5,blake corum,101.0,92.3,68.1,126.01,138.0,99.5,103.55,101.0,4,107.515,102.275,99.5,126.01,26.510000000000005,LA,LAR,False,-30.485,0.0,-37.0,-38.5,-34.45,ESPN,0.0,REACH / WAIT
163,34,3,Chris Rodriguez Jr.,RB,JAX,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pknd5uajvpvfd8c744im","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pknd5uajvpvfd8c744im",41.14285714285714,44.434285714285714,,,0.0,0.0,500.0,6.0,0.0,0.0,0.0,0.0,0.0,10219.0,Chris Rodriguez,JAX,132.5,18.0,,,,171.0,728.0,6.0,15.0,107.0,,2.0,160.1,-27.599999999999994,1.08,-27.808,40,139,5,chris rodriguez,139.9,125.8,142.5,164.44,188.0,130.8,137.62,140.0,4,143.19,138.76,130.8,164.44,33.639999999999986,JAX,JAX,False,4.189999999999998,49.0,0.9000000000000057,-8.199999999999989,-1.3799999999999955,ESPN,49.0,WAIT
143,28,4,Gunnar Helm,TE,TEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hewm6ztgka7xkbl6ybvb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hewm6ztgka7xkbl6ybvb",52.62627500650021,49.468698506110194,,,0.0,0.0,0.0,0.0,55.0,44.0,357.0,2.0,7.631375032501049,12502.0,Gunnar Helm,TEN,130.3,18.0,,,,,,,57.0,553.0,3.0,6.0,162.5,-32.19999999999999,1.05,-27.809999999999988,24,140,3,gunnar helm,233.1,244.1,152.6,170.78,313.0,,,,2,201.94,201.94,170.78,233.1,62.31999999999999,TEN,TEN,False,61.94,173.0,93.1,,,ESPN,173.0,PLATFORM STEAL
94,13,2,Jacory Croskey-Merritt,RB,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qew4qhlj4yuf50voko61","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qew4qhlj4yuf50voko61",60.5,65.34,,,0.0,0.0,805.0,8.0,0.0,0.0,0.0,0.0,0.0,12533.0,Jacory Croskey-Merritt,WAS,127.9,18.0,,,,141.0,614.0,5.0,19.0,135.0,1.0,6.0,160.1,-32.19999999999999,1.08,-28.77599999999999,41,141,5,jacory croskey merritt,115.8,98.1,94.8,135.86,147.0,107.0,104.55,103.0,4,115.8025,111.4,104.55,135.86,31.310000000000016,WAS,WAS,False,-25.197500000000005,6.0,-25.200000000000003,-34.0,-36.45,ESPN,6.0,REACH / WAIT
119,20,4,Pat Freiermuth,TE,PIT,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyrdsypgggjshiaygkr7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyrdsypgggjshiaygkr7",61.48888688179813,57.79955366889024,,,0.0,0.0,0.0,0.0,54.0,41.0,486.0,4.0,10.44443440899062,7600.0,Pat Freiermuth,PIT,128.4,18.0,,,,,,,51.0,534.0,4.0,6.0,162.5,-34.099999999999994,1.05,-29.804999999999996,25,142,4,pat freiermuth,239.9,230.3,,169.68,301.0,124.4,,,3,177.99333333333334,169.68,124.4,239.9,115.5,PIT,PIT,False,35.99333333333334,159.0,97.9,-17.599999999999994,,ESPN,159.0,PLATFORM STEAL
177,38,4,Rachaad White,RB,WAS,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wtdhs50gcl2p6vngsnre","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wtdhs50gcl2p6vngsnre",36.17142857142857,39.06514285714286,,,0.0,0.0,572.0,4.0,0.0,0.0,0.0,0.0,0.0,8136.0,Rachaad White,WAS,128.1,18.0,,,,114.0,468.0,3.0,34.0,253.0,1.0,2.0,160.1,-32.0,1.08,-32.56,42,143,5,rachaad white,133.5,123.1,124.8,125.63,121.0,124.0,126.14,127.0,4,127.3175,125.885,124.0,133.5,9.5,WAS,WAS,False,-15.682500000000005,-22.0,-9.5,-19.0,-16.86,Sleeper,-9.5,FAIR VALUE
125,23,4,Cade Otton,TE,TB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yanr6h9aplae3jyzimf7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yanr6h9aplae3jyzimf7",59.795366036093206,56.20764407392761,,,0.0,0.0,0.0,0.0,81.0,59.0,572.0,1.0,9.060163513799353,8111.0,Cade Otton,TB,122.3,18.0,,,,,,,53.0,513.0,3.0,6.0,162.5,-40.2,1.05,-36.21000000000001,26,144,4,cade otton,233.1,246.0,147.5,170.33,369.0,,166.41,197.0,3,189.9466666666667,170.33,166.41,233.1,66.69,TB,TB,False,45.94666666666669,225.0,89.1,,22.409999999999997,ESPN,225.0,PLATFORM STEAL
95,20,4,C.J. Stroud,QB,HOU,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt4zrtxlhifaljhj0rn7","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tt4zrtxlhifaljhj0rn7",74.09444444444445,65.20311111111111,,,3041.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9758.0,C.J. Stroud,HOU,247.82,18.0,3593.0,22.0,12.0,53.0,201.0,2.0,,,,6.0,295.72,-47.900000000000034,0.9,-37.11000000000004,23,145,3,c j stroud,206.0,209.5,166.3,165.41,285.0,125.5,154.69,168.0,4,162.89999999999998,160.05,125.5,206.0,80.5,HOU,HOU,False,17.899999999999977,140.0,61.0,-19.5,9.689999999999998,ESPN,140.0,VALUE
96,48,4,Rashid Shaheed,WR,SEA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ku2naisfbxmzgagxojnm","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ku2naisfbxmzgagxojnm",60.15305593933256,64.96530041447917,,,0.0,0.0,0.0,0.0,92.0,59.0,687.0,2.0,22.919125850508955,8676.0,Rashid Shaheed,SEA,138.1,18.0,,,,8.0,46.0,,45.0,665.0,4.0,2.0,177.3,-39.20000000000002,1.0,-37.20000000000002,55,146,5,rashid shaheed,148.8,150.8,161.9,160.65,214.0,128.4,143.81,148.0,4,145.41500000000002,146.305,128.4,160.65,32.25,SEA,SEA,False,-0.5849999999999795,68.0,2.8000000000000114,-17.599999999999994,-2.1899999999999977,ESPN,68.0,WAIT
103,51,4,Malik Washington,WR,MIA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmaiwnmaal9nrwfskl28","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmaiwnmaal9nrwfskl28",57.25969068160232,61.84046593613051,,,0.0,0.0,0.0,0.0,65.0,46.0,317.0,3.0,10.6638380233962,11610.0,Malik Washington,MIA,131.3,18.0,,,,22.0,121.0,1.0,48.0,472.0,3.0,6.0,177.3,-46.0,1.0,-40.0,56,147,5,malik washington,176.4,179.5,,170.11,308.0,,,,2,173.255,173.255,170.11,176.4,6.289999999999992,MIA,MIA,False,26.254999999999995,161.0,29.400000000000006,,,ESPN,161.0,PLATFORM STEAL
198,40,5,Darren Waller,TE,CAR,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/loyehiyzcu2lexjk7plq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/loyehiyzcu2lexjk7plq",31.88591942932131,29.972764263562027,,,0.0,0.0,0.0,0.0,18.0,15.0,184.0,3.0,28.5962638132732,2505.0,Darren Waller,CAR,122.6,18.0,,,,,,,47.0,516.0,4.0,0.0,162.5,-39.900000000000006,1.05,-41.89500000000001,27,148,4,darren waller,,680.2,,170.39,367.0,,,,1,170.39,170.39,170.39,170.39,0.0,CAR,CAR,False,22.389999999999986,219.0,,,,ESPN,219.0,PLATFORM STEAL
343,114,5,Denzel Boston,WR,CLE,3.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ybkny6eh5eegq3bqmony","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ybkny6eh5eegq3bqmony",9.0,9.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13346.0,Denzel Boston,CLE,134.7,18.0,,,,2.0,13.0,,53.0,624.0,3.0,0.0,177.3,-42.60000000000002,1.0,-42.60000000000002,57,149,5,denzel boston,170.1,170.2,153.3,169.07,215.0,131.4,154.7,169.0,4,156.3175,161.885,131.4,170.1,38.69999999999999,CLE,CLE,False,7.3174999999999955,66.0,21.099999999999994,-17.599999999999994,5.699999999999989,ESPN,66.0,WAIT
126,54,4,Jalen Nailor,WR,LV,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nojopyt8hxuwycxyaokb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nojopyt8hxuwycxyaokb",51.71681272011372,55.854157737722815,,,0.0,0.0,0.0,0.0,53.0,29.0,444.0,4.0,18.18021744672241,8180.0,Jalen Nailor,LV,130.6,18.0,,,,3.0,19.0,,46.0,587.0,4.0,2.0,177.3,-46.70000000000002,1.0,-44.70000000000002,58,150,5,jalen nailor,183.5,167.1,197.3,171.15,228.0,129.2,171.35,213.0,4,163.79999999999998,171.25,129.2,183.5,54.30000000000001,LV,LV,False,13.799999999999983,78.0,33.5,-20.80000000000001,21.349999999999994,ESPN,78.0,VALUE
39,28,3,Tre Tucker,WR,LV,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hazzk3hrcequzosdgzgv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hazzk3hrcequzosdgzgv",79.53053056728474,85.89297301266753,,,0.0,0.0,0.0,0.0,92.0,57.0,696.0,5.0,29.114191297962183,10213.0,Tre Tucker,LV,125.9,18.0,,,,7.0,37.0,,46.0,582.0,3.0,6.0,177.3,-51.400000000000006,1.0,-45.400000000000006,59,151,5,tre tucker,202.0,181.5,187.5,169.3,227.0,128.1,154.02,164.0,4,163.355,161.66000000000005,128.1,202.0,73.9,LV,LV,False,12.35499999999999,76.0,51.0,-22.900000000000006,3.0200000000000102,ESPN,76.0,VALUE
235,55,4,Tyjae Spears,RB,TEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pkly3nkohty1tuijtwty","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pkly3nkohty1tuijtwty",19.742857142857144,21.32228571428572,,,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,9508.0,Tyjae Spears,TEN,114.6,18.0,,,,92.0,388.0,2.0,35.0,248.0,1.0,2.0,160.1,-45.5,1.08,-47.14,43,152,5,tyjae spears,164.3,168.6,122.1,146.69,158.0,132.6,146.0,152.0,4,147.3975,146.345,132.6,164.3,31.700000000000017,TEN,TEN,False,-4.602499999999992,6.0,12.300000000000011,-19.400000000000006,-6.0,Sleeper,12.300000000000011,WAIT
82,17,3,Bryce Young,QB,CAR,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vcvhmxvxw2a3armle0af","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vcvhmxvxw2a3armle0af",79.12777777777778,69.63244444444445,,,3011.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9228.0,Bryce Young,CAR,235.58,18.0,3202.0,20.0,11.0,51.0,245.0,3.0,,,,6.0,295.72,-60.140000000000015,0.9,-48.12600000000001,24,153,3,bryce young,226.3,234.6,197.9,168.9,319.0,121.5,,,3,172.23333333333335,168.9,121.5,226.3,104.8,CAR,CAR,False,19.23333333333335,166.0,73.30000000000001,-31.5,,ESPN,166.0,PLATFORM STEAL
191,39,5,Greg Dulcich,TE,MIA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kw4cwgjl4kywh6le4sfh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kw4cwgjl4kywh6le4sfh",35.523419284124685,33.3920141270772,,,0.0,0.0,0.0,0.0,11.0,10.0,107.0,1.0,13.950429753956769,8172.0,Greg Dulcich,MIA,110.9,18.0,,,,,,,47.0,459.0,3.0,6.0,162.5,-51.6,1.05,-48.18,28,154,4,greg dulcich,229.7,242.8,,170.48,366.0,131.4,167.04,199.0,4,174.65499999999997,168.76,131.4,229.7,98.29999999999998,MIA,MIA,False,20.654999999999973,212.0,75.69999999999999,-22.599999999999994,13.039999999999992,ESPN,212.0,PLATFORM STEAL
