overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share,sleeper_player_id,sleeper_name,sleeper_team,proj_ppr_points,proj_games,proj_pass_yd,proj_pass_td,proj_pass_int,proj_rush_att,proj_rush_yd,proj_rush_td,proj_rec,proj_rec_yd,proj_rec_td,role_adjustment,replacement_points,vorp,scarcity_multiplier,hulk_v2_score,hulk_v2_position_rank,hulk_v2_rank,hulk_v2_tier
33,4,1,Jahmyr Gibbs,RB,DET,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cursejnmmp1i9hnxihkj","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cursejnmmp1i9hnxihkj",81.47142857142858,87.98914285714287,,,0.0,0.0,1223.0,13.0,0.0,0.0,0.0,0.0,0.0,9221,Jahmyr Gibbs,DET,331.4,18.0,,,,255.0,1251.0,12.0,63.0,533.0,3.0,6.0,160.1,171.29999999999998,1.08,191.004,1,1,1
79,10,2,Bijan Robinson,RB,ATL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esii5yb8yn9edboi4mlq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esii5yb8yn9edboi4mlq",67.11428571428571,72.48342857142858,,,0.0,0.0,1478.0,7.0,0.0,0.0,0.0,0.0,0.0,9509,Bijan Robinson,ATL,324.9,18.0,,,,280.0,1372.0,9.0,64.0,537.0,3.0,6.0,160.1,164.79999999999998,1.08,183.98399999999998,2,2,1
58,7,1,Christian McCaffrey,RB,SF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/st82s2ytyzanatcmkqck","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/st82s2ytyzanatcmkqck",72.17142857142858,77.94514285714287,,,0.0,0.0,1202.0,10.0,0.0,0.0,0.0,0.0,0.0,4034,Christian McCaffrey,SF,291.0,18.0,,,,240.0,984.0,7.0,70.0,606.0,4.0,6.0,160.1,130.9,1.08,147.372,3,3,1
3,3,1,Puka Nacua,WR,LA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ipy6qw7hdygdfc8k86ba","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ipy6qw7hdygdfc8k86ba",128.46389788773527,138.7410097187541,,,0.0,0.0,0.0,0.0,166.0,129.0,1715.0,10.0,27.896412515599398,9493,Puka Nacua,LAR,312.5,18.0,,,,10.0,55.0,,107.0,1400.0,10.0,6.0,177.3,135.2,1.0,141.2,1,4,1
4,4,1,Ja'Marr Chase,WR,CIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qya3dtjb5kgofcuj2tuw","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qya3dtjb5kgofcuj2tuw",123.79021736697092,133.6934347563286,,,0.0,0.0,0.0,0.0,185.0,125.0,1412.0,8.0,34.08570221946999,7564,Ja'Marr Chase,CIN,311.1,18.0,,,,3.0,16.0,,109.0,1345.0,11.0,6.0,177.3,133.8,1.0,139.8,2,5,1
10,1,1,Jonathan Taylor,RB,IND,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yw46ky6akdm7h7siofu8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yw46ky6akdm7h7siofu8",101.64285714285714,109.77428571428572,,,0.0,0.0,1585.0,18.0,0.0,0.0,0.0,0.0,0.0,6813,Jonathan Taylor,IND,272.3,18.0,,,,287.0,1385.0,11.0,36.0,278.0,1.0,6.0,160.1,112.20000000000002,1.08,127.17600000000003,4,6,1
31,3,1,James Cook,RB,BUF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anjbznqb9i21wzcgrtbs","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anjbznqb9i21wzcgrtbs",84.15714285714286,90.88971428571428,,,0.0,0.0,1621.0,12.0,0.0,0.0,0.0,0.0,0.0,8138,James Cook,BUF,260.8,18.0,,,,264.0,1270.0,11.0,31.0,268.0,2.0,6.0,160.1,100.70000000000002,1.08,114.75600000000003,5,7,1
1,1,1,Jaxon Smith-Njigba,WR,SEA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yx1xjrupbqdknnjaq4a6","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yx1xjrupbqdknnjaq4a6",133.04680623889763,143.69055073800945,,,0.0,0.0,0.0,0.0,163.0,119.0,1793.0,10.0,48.56095427141123,9488,Jaxon Smith-Njigba,SEA,284.6,18.0,,,,6.0,33.0,,99.0,1343.0,8.0,6.0,177.3,107.30000000000001,1.0,113.30000000000001,3,8,1
74,8,1,De'Von Achane,RB,MIA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xk1xwio0bryfxo1ylweu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xk1xwio0bryfxo1ylweu",68.28571428571428,73.74857142857142,,,0.0,0.0,1350.0,8.0,0.0,0.0,0.0,0.0,0.0,9226,De'Von Achane,MIA,257.4,18.0,,,,239.0,1168.0,6.0,55.0,416.0,2.0,6.0,160.1,97.29999999999998,1.08,111.08399999999999,6,9,2
2,2,1,Amon-Ra St. Brown,WR,DET,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fd8nwhm6pvxfyzphzl6i","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fd8nwhm6pvxfyzphzl6i",130.23531839738672,140.65414386917766,,,0.0,0.0,0.0,0.0,172.0,117.0,1401.0,11.0,38.40736121770274,7547,Amon-Ra St. Brown,DET,280.5,18.0,,,,3.0,16.0,,106.0,1249.0,8.0,6.0,177.3,103.19999999999999,1.0,109.19999999999999,4,10,1
102,16,2,Chase Brown,RB,CIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tch3y6jlj7khvyi9jg0c","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tch3y6jlj7khvyi9jg0c",57.55714285714286,62.16171428571429,,,0.0,0.0,1019.0,6.0,0.0,0.0,0.0,0.0,0.0,9224,Chase Brown,CIN,255.2,18.0,,,,220.0,945.0,8.0,57.0,417.0,3.0,6.0,160.1,95.1,1.08,108.708,7,11,2
51,8,2,Brock Bowers,TE,LV,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/waorceny0ggpaeckaol8","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/waorceny0ggpaeckaol8",83.95672847438956,78.91932476592619,,,0.0,0.0,0.0,0.0,86.0,64.0,680.0,7.0,18.61697570528119,11604,Brock Bowers,LV,253.5,18.0,,,,4.0,18.0,,102.0,1077.0,7.0,6.0,162.5,91.0,1.05,101.55,1,12,1
16,2,1,Derrick Henry,RB,BAL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tm79x0iknqg6hms3ypyt","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tm79x0iknqg6hms3ypyt",95.78571428571428,103.44857142857144,,,0.0,0.0,1595.0,16.0,0.0,0.0,0.0,0.0,0.0,3198,Derrick Henry,BAL,246.9,18.0,,,,281.0,1406.0,12.0,17.0,133.0,1.0,6.0,160.1,86.80000000000001,1.08,99.74400000000001,8,13,2
89,11,2,Saquon Barkley,RB,PHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcayrzjpura2zydszonh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcayrzjpura2zydszonh",62.285714285714285,67.26857142857143,,,0.0,0.0,1140.0,7.0,0.0,0.0,0.0,0.0,0.0,4866,Saquon Barkley,PHI,246.7,18.0,,,,271.0,1220.0,8.0,37.0,277.0,2.0,6.0,160.1,86.6,1.08,99.528,9,14,2
29,23,2,CeeDee Lamb,WR,DAL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mbblzwtynxr15ovzkevi","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mbblzwtynxr15ovzkevi",85.46662540892666,92.3039554416408,,,0.0,0.0,0.0,0.0,117.0,75.0,1077.0,3.0,28.236973198479465,6786,CeeDee Lamb,DAL,270.5,18.0,,,,3.0,16.0,,96.0,1249.0,8.0,6.0,177.3,93.19999999999999,1.0,99.19999999999999,5,15,1
112,21,3,Kenneth Walker III,RB,KC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vk6nruaqdewdglofcwwg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vk6nruaqdewdglofcwwg",54.67142857142857,59.045142857142864,,,0.0,0.0,1027.0,5.0,0.0,0.0,0.0,0.0,0.0,8151,Kenneth Walker,KC,244.0,18.0,,,,259.0,1158.0,9.0,37.0,272.0,2.0,6.0,160.1,83.9,1.08,96.61200000000001,10,16,2
145,30,3,Omarion Hampton,RB,LAC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lf2jxvxnbexlinoydbej","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lf2jxvxnbexlinoydbej",44.785714285714285,48.36857142857143,,,0.0,0.0,545.0,4.0,0.0,0.0,0.0,0.0,0.0,12507,Omarion Hampton,LAC,242.9,18.0,,,,232.0,1025.0,8.0,48.0,364.0,2.0,6.0,160.1,82.80000000000001,1.08,95.42400000000002,11,17,2
14,11,2,Nico Collins,WR,HOU,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fguybjrn1kwflxm5szwq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fguybjrn1kwflxm5szwq",97.01480456087111,104.7759889257408,,,0.0,0.0,0.0,0.0,120.0,71.0,1117.0,6.0,34.15094588127861,7569,Nico Collins,HOU,262.0,18.0,,,,3.0,18.0,,84.0,1262.0,8.0,6.0,177.3,84.69999999999999,1.0,90.69999999999999,6,18,2
117,23,3,Ashton Jeanty,RB,LV,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r",53.92857142857143,58.24285714285715,,,0.0,0.0,975.0,5.0,0.0,0.0,0.0,0.0,0.0,12527,Ashton Jeanty,LV,233.9,18.0,,,,244.0,1048.0,7.0,45.0,341.0,2.0,6.0,160.1,73.80000000000001,1.08,85.70400000000002,12,19,2
7,1,1,Trey McBride,TE,ARI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/psasp10nn5pcvkli9kil","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/psasp10nn5pcvkli9kil",128.25701598579042,120.561595026643,,,0.0,0.0,0.0,0.0,169.0,126.0,1239.0,11.0,25.785079928952047,8130,Trey McBride,ARI,234.9,18.0,,,,,,,96.0,969.0,7.0,6.0,162.5,72.4,1.05,82.02000000000001,2,20,1
22,17,2,Justin Jefferson,WR,MIN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/htjevkugzk6ietrjysny","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/htjevkugzk6ietrjysny",90.05083317986063,97.25489983424949,,,0.0,0.0,0.0,0.0,141.0,84.0,1048.0,2.0,38.388781283918576,6794,Justin Jefferson,MIN,250.4,18.0,,,,1.0,6.0,,90.0,1178.0,7.0,6.0,177.3,73.1,1.0,79.1,7,21,2
19,14,2,Drake London,WR,ATL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mcllowcfrmmdeo4zy3g1","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mcllowcfrmmdeo4zy3g1",94.04797881613467,101.57181712142548,,,0.0,0.0,0.0,0.0,112.0,68.0,919.0,7.0,29.547586388365744,8112,Drake London,ATL,250.2,18.0,,,,1.0,6.0,,90.0,1156.0,7.0,6.0,177.3,72.89999999999998,1.0,78.89999999999998,8,22,2
13,10,1,A.J. Brown,WR,NE,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qfhvjyssf0lwsh0kienp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qfhvjyssf0lwsh0kienp",98.35367448284856,106.22196844147643,,,0.0,0.0,0.0,0.0,121.0,78.0,1003.0,7.0,33.36452626039665,5859,A.J. Brown,NE,247.2,18.0,,,,1.0,6.0,,79.0,1176.0,8.0,6.0,177.3,69.89999999999998,1.0,75.89999999999998,9,23,2
8,6,1,George Pickens,WR,DAL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbpyykoguf7rsxezqzvk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbpyykoguf7rsxezqzvk",105.58064142351492,114.02709273739612,,,0.0,0.0,0.0,0.0,137.0,93.0,1429.0,9.0,31.73013019449776,8137,George Pickens,DAL,245.7,18.0,,,,1.0,6.0,,80.0,1211.0,7.0,2.0,177.3,68.39999999999998,1.0,70.39999999999998,10,24,2
109,52,4,Malik Nabers,WR,NYG,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc",55.424568590553655,59.85853407779795,,,0.0,0.0,0.0,0.0,32.0,16.0,251.0,2.0,62.81515064507597,11632,Malik Nabers,NYG,236.7,18.0,,,,3.0,17.0,,86.0,1110.0,6.0,6.0,177.3,59.39999999999998,1.0,65.39999999999998,11,25,2
59,10,2,Josh Allen,QB,BUF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjwbioajzldkq1vzoz2d","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjwbioajzldkq1vzoz2d",88.37777777777778,77.77244444444445,,,3668.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4984,Josh Allen,BUF,361.5,18.0,3650.0,27.0,10.0,110.0,535.0,11.0,,,,6.0,295.72,65.77999999999997,0.9,65.20199999999997,1,26,1
5,5,1,Chris Olave,WR,NO,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/onmxufsprtvglhejg94o","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/onmxufsprtvglhejg94o",116.75727934740408,126.0978616951964,,,0.0,0.0,0.0,0.0,156.0,100.0,1163.0,9.0,39.32485827548183,8144,Chris Olave,NO,235.9,18.0,,,,1.0,6.0,,82.0,1093.0,7.0,6.0,177.3,58.599999999999994,1.0,64.6,12,27,2
46,5,1,Javonte Williams,RB,DAL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvwroirev2kie6oiphtz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvwroirev2kie6oiphtz",75.15714285714286,81.16971428571429,,,0.0,0.0,1201.0,11.0,0.0,0.0,0.0,0.0,0.0,7588,Javonte Williams,DAL,212.0,18.0,,,,246.0,1034.0,7.0,38.0,246.0,1.0,6.0,160.1,51.900000000000006,1.08,62.05200000000001,13,28,3
214,48,4,Jeremiyah Love,RB,ARI,1.0,ACT,True,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b12gtjsylmql5v7iyyla","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b12gtjsylmql5v7iyyla",25.0,27.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13287,Jeremiyah Love,ARI,211.8,18.0,,,,205.0,897.0,5.0,47.0,351.0,2.0,6.0,160.1,51.70000000000002,1.08,61.83600000000002,14,29,3
71,10,2,Colston Loveland,TE,CHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cnxiyi76jeahgx94nh6d","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cnxiyi76jeahgx94nh6d",79.85403240128731,75.06279045721007,,,0.0,0.0,0.0,0.0,82.0,58.0,713.0,6.0,16.3534953397699,12517,Colston Loveland,CHI,215.4,18.0,,,,1.0,4.0,,84.0,950.0,6.0,6.0,162.5,52.900000000000006,1.05,61.54500000000001,3,30,1
124,24,3,Breece Hall,RB,NYJ,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i01xtqbfajfq68lb6orh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i01xtqbfajfq68lb6orh",52.2,56.376000000000005,,,0.0,0.0,1064.0,4.0,0.0,0.0,0.0,0.0,0.0,8155,Breece Hall,NYJ,211.0,18.0,,,,220.0,986.0,6.0,37.0,314.0,2.0,6.0,160.1,50.900000000000006,1.08,60.97200000000001,15,31,3
66,37,3,Rashee Rice,WR,KC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qhkbqrydjeur8zvrrmfl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qhkbqrydjeur8zvrrmfl",69.96376095790441,75.56086183453677,,,0.0,0.0,0.0,0.0,78.0,53.0,571.0,5.0,8.395727866445105,10229,Rashee Rice,KC,229.3,18.0,,,,6.0,29.0,,88.0,964.0,7.0,6.0,177.3,52.0,1.0,58.0,13,32,3
24,18,2,DeVonta Smith,WR,PHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k724kq3hyv7jc0y9s03x","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k724kq3hyv7jc0y9s03x",87.22410514489142,94.20203355648276,,,0.0,0.0,0.0,0.0,113.0,77.0,1008.0,4.0,32.33206418599556,7525,DeVonta Smith,PHI,229.2,18.0,,,,1.0,6.0,,80.0,1066.0,7.0,6.0,177.3,51.89999999999998,1.0,57.89999999999998,14,33,3
54,6,1,Kyren Williams,RB,LA,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xti3pek6rmojqchakxpy","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xti3pek6rmojqchakxpy",72.88571428571429,78.71657142857143,,,0.0,0.0,1252.0,10.0,0.0,0.0,0.0,0.0,0.0,8150,Kyren Williams,LAR,208.0,18.0,,,,228.0,981.0,8.0,32.0,219.0,2.0,6.0,160.1,47.900000000000006,1.08,57.732000000000006,16,34,3
77,9,2,D'Andre Swift,RB,CHI,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owpmwzoilitcodc6cmxo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owpmwzoilitcodc6cmxo",67.52857142857142,72.93085714285715,,,0.0,0.0,1087.0,9.0,0.0,0.0,0.0,0.0,0.0,6790,D'Andre Swift,CHI,208.0,18.0,,,,217.0,978.0,7.0,37.0,272.0,1.0,6.0,160.1,47.900000000000006,1.08,57.732000000000006,17,35,3
90,12,2,Travis Etienne,RB,NO,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pwko5dybmjie8qqo4qz2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pwko5dybmjie8qqo4qz2",61.81428571428572,66.75942857142857,,,0.0,0.0,1107.0,7.0,0.0,0.0,0.0,0.0,0.0,7543,Travis Etienne,NO,207.7,18.0,,,,226.0,950.0,6.0,36.0,287.0,2.0,6.0,160.1,47.599999999999994,1.08,57.407999999999994,18,36,3
17,13,2,Zay Flowers,WR,BAL,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xzhto2dejy2pflkfx40c","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xzhto2dejy2pflkfx40c",95.074776826983,102.68075897314164,,,0.0,0.0,0.0,0.0,118.0,86.0,1211.0,5.0,34.720037981068806,9997,Zay Flowers,BAL,228.2,18.0,,,,5.0,29.0,,81.0,1103.0,6.0,6.0,177.3,50.89999999999998,1.0,56.89999999999998,15,37,3
27,21,2,Ladd McConkey,WR,LAC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q2sk7yforrkiusvruo1o","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q2sk7yforrkiusvruo1o",86.40850450182378,93.3211848619697,,,0.0,0.0,0.0,0.0,106.0,66.0,789.0,6.0,23.8502148168112,11635,Ladd McConkey,LAC,228.2,18.0,,,,2.0,12.0,,81.0,1040.0,7.0,6.0,177.3,50.89999999999998,1.0,56.89999999999998,16,38,3
99,14,2,David Montgomery,RB,HOU,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/csz0c9roa4pqsccothxg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/csz0c9roa4pqsccothxg",59.22857142857143,63.96685714285714,,,0.0,0.0,716.0,8.0,0.0,0.0,0.0,0.0,0.0,5892,David Montgomery,HOU,206.1,18.0,,,,236.0,986.0,8.0,32.0,235.0,1.0,6.0,160.1,46.0,1.08,55.68000000000001,19,39,3
92,47,4,Garrett Wilson,WR,NYJ,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upxwxmhdd8xluztgqwhe","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/upxwxmhdd8xluztgqwhe",61.22432453249871,66.12227049509862,,,0.0,0.0,0.0,0.0,59.0,36.0,395.0,4.0,16.98700727787818,8146,Garrett Wilson,NYJ,224.9,18.0,,,,3.0,16.0,,83.0,1043.0,6.0,6.0,177.3,47.599999999999994,1.0,53.599999999999994,17,40,3
15,12,2,Emeka Egbuka,WR,TB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z224kbzs62rjuykc0vha","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z224kbzs62rjuykc0vha",96.2829975431192,103.98563734656877,,,0.0,0.0,0.0,0.0,127.0,63.0,938.0,6.0,35.51114156174991,12514,Emeka Egbuka,TB,224.0,18.0,,,,3.0,21.0,,77.0,1029.0,7.0,6.0,177.3,46.69999999999999,1.0,52.69999999999999,18,41,3
11,8,1,Tetairoa McMillan,WR,CAR,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gilgvjemumd6kpc9eiku","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gilgvjemumd6kpc9eiku",100.9857972682534,109.06466104971368,,,0.0,0.0,0.0,0.0,122.0,70.0,1013.0,7.0,44.50590941819013,12526,Tetairoa McMillan,CAR,223.0,18.0,,,,1.0,6.0,,77.0,1074.0,6.0,6.0,177.3,45.69999999999999,1.0,51.69999999999999,19,42,3
100,50,4,Mike Evans,WR,SF,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zc4ujpmndyxrbiyyjomz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zc4ujpmndyxrbiyyjomz",59.02816159809731,63.750414525945104,,,0.0,0.0,0.0,0.0,62.0,30.0,368.0,3.0,19.33311568279427,2216,Mike Evans,SF,222.2,18.0,,,,,,,70.0,1022.0,8.0,6.0,177.3,44.89999999999998,1.0,50.89999999999998,20,43,3
142,28,3,Cam Skattebo,RB,NYG,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlggiqdfvj1f4kntkafr","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlggiqdfvj1f4kntkafr",45.85714285714286,49.52571428571429,,,0.0,0.0,410.0,5.0,0.0,0.0,0.0,0.0,0.0,12481,Cam Skattebo,NYG,201.2,18.0,,,,214.0,891.0,6.0,42.0,301.0,1.0,6.0,160.1,41.099999999999994,1.08,50.388,20,44,3
20,15,2,Tee Higgins,WR,CIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gpwtyv3viwy9q4ewderl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gpwtyv3viwy9q4ewderl",92.32394958570195,99.70986555255811,,,0.0,0.0,0.0,0.0,98.0,59.0,846.0,11.0,29.04282485158676,6801,Tee Higgins,CIN,224.4,18.0,,,,1.0,6.0,,75.0,1048.0,7.0,2.0,177.3,47.099999999999994,1.0,49.099999999999994,21,45,3
61,9,2,Tyler Warren,TE,IND,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f1mfwwrr3qvnxuiackgq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f1mfwwrr3qvnxuiackgq",82.28755960363583,77.35030602741767,,,0.0,0.0,0.0,0.0,112.0,76.0,817.0,4.0,14.354464684845777,12518,Tyler Warren,IND,201.1,18.0,,,,5.0,19.0,,83.0,862.0,5.0,6.0,162.5,38.599999999999994,1.05,46.529999999999994,4,46,1
176,37,4,Bucky Irving,RB,TB,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkc00rvnix3f2b96vkwo","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkc00rvnix3f2b96vkwo",36.4,39.312,,,0.0,0.0,588.0,1.0,0.0,0.0,0.0,0.0,0.0,11584,Bucky Irving,TB,197.3,18.0,,,,211.0,902.0,6.0,36.0,271.0,2.0,6.0,160.1,37.20000000000002,1.08,46.17600000000002,21,47,3
37,27,3,Jaylen Waddle,WR,DEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gkh7m1jedon9mwn5jlf1","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gkh7m1jedon9mwn5jlf1",80.74905352881655,87.20897781112187,,,0.0,0.0,0.0,0.0,100.0,64.0,910.0,6.0,38.74526764408272,7526,Jaylen Waddle,DEN,221.0,18.0,,,,3.0,18.0,,77.0,1002.0,7.0,2.0,177.3,43.69999999999999,1.0,45.69999999999999,22,48,3
101,15,2,Quinshon Judkins,RB,CLE,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojtce2im0wp2ltyel0vc",57.81428571428572,62.43942857142858,,,0.0,0.0,827.0,7.0,0.0,0.0,0.0,0.0,0.0,12512,Quinshon Judkins,CLE,196.0,18.0,,,,244.0,1012.0,6.0,32.0,228.0,1.0,6.0,160.1,35.900000000000006,1.08,44.772000000000006,22,49,3
87,45,4,Terry McLaurin,WR,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmfl2zruajmkrtcg4zxp","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmfl2zruajmkrtcg4zxp",62.4288001460972,67.42310415778498,,,0.0,0.0,0.0,0.0,60.0,38.0,582.0,3.0,22.374769961255232,5927,Terry McLaurin,WAS,213.8,18.0,,,,1.0,7.0,,74.0,1031.0,6.0,6.0,177.3,36.5,1.0,42.5,23,50,3
132,24,4,Sam LaPorta,TE,DET,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxlk7ysg2nfq6h6ntdcu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxlk7ysg2nfq6h6ntdcu",56.47416218981837,53.08571245842926,,,0.0,0.0,0.0,0.0,49.0,40.0,489.0,3.0,7.370810949091839,10859,Sam LaPorta,DET,196.5,18.0,,,,1.0,3.0,,76.0,842.0,6.0,6.0,162.5,34.0,1.05,41.7,5,51,1
56,34,3,Parker Washington,WR,JAX,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yn0hc5xrz5nqeccg8two","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yn0hc5xrz5nqeccg8two",72.70429251295462,78.520635913991,,,0.0,0.0,0.0,0.0,95.0,58.0,847.0,5.0,24.61761641092701,9487,Parker Washington,JAX,212.4,18.0,,,,10.0,58.0,,72.0,906.0,7.0,2.0,177.3,35.099999999999994,1.0,37.099999999999994,24,52,3
