overall_rank,position_rank,tier,full_name,position,team,depth_rank,status,rookie_2026,headshot_url,headshot,hulk_score,overall_score,adp,value_vs_adp,pass_yards,pass_td,rush_yards,rush_td,targets,receptions,rec_yards,rec_td,air_yard_share,_name_key,_position,_team,hulk_rank,sleeper_match,sleeper_source_player,sleeper_ppr_adp,sleeper_half_adp,sleeper_std_adp,espn_match,espn_source_player,espn_adp,espn_ppr_room_rank,yahoo_match,yahoo_source_player,yahoo_adp,cbs_match,cbs_source_player,cbs_adp,cbs_rank,adp_source_count,consensus_adp,consensus_adp_median,market_adp_low,market_adp_high,platform_spread,hulk_value_vs_consensus,hulk_value_vs_espn_room,best_value_platform,best_platform_value
134,57,4,Kayshon Boutte,WR,HOU,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mg4icjqhwhnc5uobmau5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mg4icjqhwhnc5uobmau5",69.3521306015757,74.90030104970175,,,0.0,0.0,0.0,0.0,69.0,51.0,857.0,10.0,29.58757608480153,kayshon boutte,WR,HOU,134,exact_name_pos,Kayshon Boutte,199.7,177.3,164.2,exact_name_pos,Kayshon Boutte,170.57,307.0,unmatched,,,name_inside_cbs,K. Boutte  WR  HOU  Kayshon Boutte  WR  HOU,164.86,191.0,3,178.37666666666667,170.57,164.86,199.7,34.839999999999975,44.376666666666665,173.0,Sleeper,65.69999999999999
135,58,4,Xavier Worthy,WR,KC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u6fmnffwteccoxn3uguq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u6fmnffwteccoxn3uguq",69.27947702204295,74.8218351838064,,,0.0,0.0,0.0,0.0,123.0,72.0,878.0,1.0,30.108923571753216,xavier worthy,WR,KC,135,exact_name_pos,Xavier Worthy,138.4,127.4,121.5,exact_name_pos,Xavier Worthy,130.35,153.0,exact_name_pos,Xavier Worthy,129.1,name_inside_cbs,X. Worthy  WR  KC  Xavier Worthy  WR  KC,137.39,139.0,4,133.81,133.87,129.1,138.4,9.300000000000011,-1.1899999999999977,18.0,Sleeper,3.4000000000000057
136,59,4,Luther Burden III,WR,CHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iyuwdz7pbowdkwzq2tg5","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iyuwdz7pbowdkwzq2tg5",69.05390998046926,74.5782227789068,,,0.0,0.0,0.0,0.0,98.0,75.0,1047.0,3.0,17.231088363884776,luther burden,WR,CHI,136,exact_name_pos,Luther Burden,55.9,60.6,39.7,exact_name_pos,Luther Burden III,75.16,64.0,exact_name_pos,Luther Burden III,58.1,name_inside_cbs,L. Burden III  WR  CHI  Groin: Questionable for Week 1 at Carolina  Luther Burden III  WR  CHI  Groin: Questionable for Week 1 at Carolina,60.4,59.0,4,62.39,59.25,55.9,75.16,19.259999999999998,-73.61,-72.0,ESPN,-60.84
137,26,3,Tyler Allgeier,RB,ARI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sp9lhhmpv4qy3xy2msxd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sp9lhhmpv4qy3xy2msxd",68.34285714285714,73.81028571428571,,,0.0,0.0,934.0,13.0,0.0,0.0,0.0,0.0,0.0,tyler allgeier,RB,ARI,137,exact_name_pos,Tyler Allgeier,143.3,130.9,89.4,exact_name_pos,Tyler Allgeier,162.69,195.0,exact_name_pos,Tyler Allgeier,130.0,name_inside_cbs,T. Allgeier  RB  ARI  Tyler Allgeier  RB  ARI,144.97,149.0,4,145.24,144.135,130.0,162.69,32.69,8.240000000000009,58.0,ESPN,25.689999999999998
138,60,4,Keon Coleman,WR,BUF,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cm7g87waetksjouyjgvg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cm7g87waetksjouyjgvg",68.07558145404911,73.52162797037305,,,0.0,0.0,0.0,0.0,91.0,56.0,596.0,7.0,30.781753424091715,keon coleman,WR,BUF,138,exact_name_pos,Keon Coleman,234.8,242.2,205.5,exact_name_pos,Keon Coleman,170.26,359.0,unmatched,,,unmatched,,,,2,202.53,202.53,170.26,234.8,64.54000000000002,64.53,221.0,Sleeper,96.80000000000001
139,27,3,Jordan Mason,RB,MIN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qeeucinnxl8mpzaw23hc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qeeucinnxl8mpzaw23hc",67.84285714285714,73.27028571428572,,,0.0,0.0,1319.0,11.0,0.0,0.0,0.0,0.0,0.0,jordan mason,RB,MIN,139,exact_name_pos,Jordan Mason,110.8,95.2,100.2,exact_name_pos,Jordan Mason,138.98,161.0,exact_name_pos,Jordan Mason,112.7,name_inside_cbs,J. Mason  RB  MIN  Vikings' Jordan Mason: Co-starting RB with Jones  Jordan Mason  RB  MIN  Vikings' Jordan Mason: Co-starting RB with Jones,97.4,94.0,4,114.97,111.75,97.4,138.98,41.579999999999984,-24.03,22.0,ESPN,-0.020000000000010232
140,28,4,Mac Jones,QB,SF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mbdwfwiuhl0ib5ajtmzq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mbdwfwiuhl0ib5ajtmzq",82.69999999999999,72.776,,,4302.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mac jones,QB,SF,140,exact_name_pos,Mac Jones,,685.8,,exact_name_pos,Mac Jones,169.98,455.0,unmatched,,,unmatched,,,,1,169.98,169.98,169.98,169.98,0.0,29.97999999999999,315.0,ESPN,29.97999999999999
141,26,4,Evan Engram,TE,DEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nucl2dxmpvhlywhyro8o","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nucl2dxmpvhlywhyro8o",76.55350423638718,71.96029398220395,,,0.0,0.0,0.0,0.0,122.0,80.0,731.0,2.0,12.350854515269232,evan engram,TE,DEN,141,exact_name_pos,Evan Engram,,699.6,,exact_name_pos,Evan Engram,170.03,412.0,unmatched,,,unmatched,,,,1,170.03,170.03,170.03,170.03,0.0,29.03,271.0,ESPN,29.03
142,28,3,Cam Skattebo,RB,NYG,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlggiqdfvj1f4kntkafr","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlggiqdfvj1f4kntkafr",66.58571428571429,71.91257142857144,,,0.0,0.0,811.0,10.0,0.0,0.0,0.0,0.0,0.0,cam skattebo,RB,NYG,142,exact_name_pos,Cam Skattebo,42.4,37.5,41.3,exact_name_pos,Cam Skattebo,45.06,46.0,exact_name_pos,Cam Skattebo,42.4,name_inside_cbs,C. Skattebo  RB  NYG  Cam Skattebo  RB  NYG,38.34,36.0,4,42.050000000000004,42.4,38.34,45.06,6.719999999999999,-99.94999999999999,-96.0,ESPN,-96.94
143,29,5,Tyler Shough,QB,NO,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toiafc7qighw86geo7jf","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toiafc7qighw86geo7jf",81.08888888888887,71.35822222222221,,,4768.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tyler shough,QB,NO,143,exact_name_pos,Tyler Shough,188.6,188.3,147.5,exact_name_pos,Tyler Shough,152.49,160.0,exact_name_pos,Tyler Shough,130.1,name_inside_cbs,T. Shough  QB  NO  Tyler Shough  QB  NO,147.57,154.0,4,154.69,150.03,130.1,188.6,58.5,11.689999999999998,17.0,Sleeper,45.599999999999994
144,61,4,Chris Godwin Jr.,WR,TB,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilkheljdx4hbjpisulke","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilkheljdx4hbjpisulke",65.76889358252848,71.03040506913077,,,0.0,0.0,0.0,0.0,93.0,60.0,677.0,4.0,20.517544835719296,chris godwin,WR,TB,144,exact_name_pos,Chris Godwin,93.8,90.0,88.4,exact_name_pos,Chris Godwin Jr.,122.51,127.0,exact_name_pos,Chris Godwin Jr.,95.8,name_inside_cbs,C. Godwin  WR  TB  Buccaneers' Chris Godwin: Draws praise from GM Licht  Chris Godwin  WR  TB  Buccaneers' Chris Godwin: Draws praise from GM Licht,89.6,88.0,4,100.42750000000001,94.8,89.6,122.51,32.91000000000001,-43.57249999999999,-17.0,ESPN,-21.489999999999995
145,62,4,Ryan Flournoy,WR,DAL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqwq3cgpqu7j9hzoyicx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqwq3cgpqu7j9hzoyicx",65.68359946760562,70.93828742501407,,,0.0,0.0,0.0,0.0,96.0,67.0,842.0,5.0,23.648766568797296,ryan flournoy,WR,DAL,145,exact_name_pos,Ryan Flournoy,230.7,231.7,198.5,exact_name_pos,Ryan Flournoy,171.09,299.0,unmatched,,,unmatched,,,,2,200.89499999999998,200.89499999999998,171.09,230.7,59.609999999999985,55.89499999999998,154.0,Sleeper,85.69999999999999
146,27,4,Mason Taylor,TE,NYJ,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xittx9gih104lw1atfiv","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xittx9gih104lw1atfiv",74.76742542194853,70.28137989663162,,,0.0,0.0,0.0,0.0,116.0,78.0,656.0,2.0,17.170460443075978,mason taylor,TE,NYJ,146,exact_name_pos,Mason Taylor,224.3,667.6,137.5,exact_name_pos,Mason Taylor,170.0,464.0,unmatched,,,unmatched,,,,2,197.15,197.15,170.0,224.3,54.30000000000001,51.150000000000006,318.0,Sleeper,78.30000000000001
147,63,4,Xavier Hutchinson,WR,HOU,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n5baiu6sg9wh3xhhewkd","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n5baiu6sg9wh3xhhewkd",64.70899231005231,69.8857116948565,,,0.0,0.0,0.0,0.0,87.0,53.0,692.0,4.0,21.56419231949234,xavier hutchinson,WR,HOU,147,exact_name_pos,Xavier Hutchinson,,679.1,,exact_name_pos,Xavier Hutchinson,170.22,330.0,unmatched,,,unmatched,,,,1,170.22,170.22,170.22,170.22,0.0,23.22,183.0,ESPN,23.22
148,64,4,Xavier Legette,WR,CAR,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yoyxkitrdqbkhyqncy5p","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yoyxkitrdqbkhyqncy5p",64.29908800146043,69.44301504157727,,,0.0,0.0,0.0,0.0,103.0,55.0,568.0,5.0,29.053132314994446,xavier legette,WR,CAR,148,exact_name_pos,Xavier Legette,,686.5,,exact_name_pos,Xavier Legette,170.74,328.0,unmatched,,,unmatched,,,,1,170.74,170.74,170.74,170.74,0.0,22.74000000000001,180.0,ESPN,22.74000000000001
149,29,3,Omarion Hampton,RB,LAC,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lf2jxvxnbexlinoydbej","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lf2jxvxnbexlinoydbej",64.22857142857143,69.36685714285714,,,0.0,0.0,1066.0,8.0,0.0,0.0,0.0,0.0,0.0,omarion hampton,RB,LAC,149,exact_name_pos,Omarion Hampton,15.5,16.3,12.2,exact_name_pos,Omarion Hampton,18.58,13.0,exact_name_pos,Omarion Hampton,18.3,name_inside_cbs,O. Hampton  RB  LAC  Omarion Hampton  RB  LAC,18.44,17.0,4,17.705,18.37,15.5,18.58,3.0799999999999983,-131.29500000000002,-136.0,ESPN,-130.42000000000002
150,28,4,Jake Tonges,TE,SF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z6goxhdhfc2m0rmwvtbl","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z6goxhdhfc2m0rmwvtbl",73.7673482771271,69.34130738049947,,,0.0,0.0,0.0,0.0,83.0,61.0,541.0,8.0,12.003408052302143,jake tonges,TE,SF,150,exact_name_pos,Jake Tonges,241.4,253.0,177.5,exact_name_pos,Jake Tonges,170.13,441.0,unmatched,,,unmatched,,,,2,205.765,205.765,170.13,241.4,71.27000000000001,55.764999999999986,291.0,Sleeper,91.4
151,30,3,Blake Corum,RB,LA,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/axzqbqjkrbwfzodwwakq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/axzqbqjkrbwfzodwwakq",63.18571428571428,68.24057142857143,,,0.0,0.0,1203.0,10.0,0.0,0.0,0.0,0.0,0.0,blake corum,RB,LA,151,exact_name_pos,Blake Corum,101.0,92.3,68.1,exact_name_pos,Blake Corum,126.01,138.0,exact_name_pos,Blake Corum,99.5,name_inside_cbs,B. Corum  RB  LAR  Blake Corum  RB  LAR,103.55,101.0,4,107.515,102.275,99.5,126.01,26.510000000000005,-43.485,-13.0,ESPN,-24.989999999999995
152,65,4,Darius Slayton,WR,NYG,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otksyfjll5waf0vsczeu","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otksyfjll5waf0vsczeu",62.092553817030776,67.05995812239324,,,0.0,0.0,0.0,0.0,100.0,55.0,744.0,1.0,33.231999854384625,darius slayton,WR,NYG,152,exact_name_pos,Darius Slayton,,668.0,,exact_name_pos,Darius Slayton,170.56,335.0,unmatched,,,unmatched,,,,1,170.56,170.56,170.56,170.56,0.0,18.560000000000002,183.0,ESPN,18.560000000000002
153,31,3,Kyle Monangai,RB,CHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkkk3uuouhcobydqawro","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkkk3uuouhcobydqawro",62.01428571428572,66.97542857142858,,,0.0,0.0,1331.0,9.0,0.0,0.0,0.0,0.0,0.0,kyle monangai,RB,CHI,153,exact_name_pos,Kyle Monangai,102.1,96.6,61.2,exact_name_pos,Kyle Monangai,123.8,124.0,exact_name_pos,Kyle Monangai,108.9,name_inside_cbs,K. Monangai  RB  CHI  Knee: Questionable for Week 1 at Carolina  Kyle Monangai  RB  CHI  Knee: Questionable for Week 1 at Carolina,112.24,112.0,4,111.75999999999999,110.57,102.1,123.8,21.700000000000003,-41.24000000000001,-29.0,ESPN,-29.200000000000003
154,30,5,Kirk Cousins,QB,LV,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/za7cynvpwlsro1tsaijk","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/za7cynvpwlsro1tsaijk",75.69444444444444,66.61111111111111,,,3365.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kirk cousins,QB,LV,154,exact_name_pos,Kirk Cousins,,685.6,,exact_name_pos,Kirk Cousins,169.98,430.0,unmatched,,,unmatched,,,,1,169.98,169.98,169.98,169.98,0.0,15.97999999999999,276.0,ESPN,15.97999999999999
155,32,3,RJ Harvey,RB,DEN,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szxmro5enrxlscvv67xg","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szxmro5enrxlscvv67xg",61.48571428571429,66.40457142857143,,,0.0,0.0,874.0,11.0,0.0,0.0,0.0,0.0,0.0,rj harvey,RB,DEN,155,exact_name_pos,RJ Harvey,79.3,82.4,56.4,exact_name_pos,RJ Harvey,126.03,133.0,exact_name_pos,RJ Harvey,108.3,name_inside_cbs,R. Harvey  RB  DEN  RJ Harvey  RB  DEN,96.08,92.0,4,102.4275,102.19,79.3,126.03,46.730000000000004,-52.572500000000005,-22.0,ESPN,-28.97
156,33,3,Rhamondre Stevenson,RB,NE,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmpuirvuw4r04inxth5i","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmpuirvuw4r04inxth5i",60.957142857142856,65.8337142857143,,,0.0,0.0,837.0,8.0,0.0,0.0,0.0,0.0,0.0,rhamondre stevenson,RB,NE,156,exact_name_pos,Rhamondre Stevenson,80.9,71.6,57.5,exact_name_pos,Rhamondre Stevenson,78.78,72.0,exact_name_pos,Rhamondre Stevenson,77.7,name_inside_cbs,R. Stevenson  RB  NE  Rhamondre Stevenson  RB  NE,72.81,70.0,4,77.5475,78.24000000000001,72.81,80.9,8.090000000000003,-78.4525,-84.0,Sleeper,-75.1
157,29,5,David Njoku,TE,LAC,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y4g1iayqrbrhdvkqywpx","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y4g1iayqrbrhdvkqywpx",68.70696043426142,64.58454280820573,,,0.0,0.0,0.0,0.0,86.0,58.0,542.0,6.0,14.868135504640383,david njoku,TE,LAC,157,exact_name_pos,David Njoku,223.3,224.6,130.6,exact_name_pos,David Njoku,169.72,414.0,exact_name_pos,David Njoku,124.2,unmatched,,,,3,172.40666666666667,169.72,124.2,223.3,99.10000000000001,15.406666666666666,257.0,Sleeper,66.30000000000001
158,66,5,Darnell Mooney,WR,NYG,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eaejonwaflt9drrs9ika","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eaejonwaflt9drrs9ika",59.58458862881644,64.35135571912176,,,0.0,0.0,0.0,0.0,121.0,51.0,686.0,1.0,33.90371237485145,darnell mooney,WR,NYG,158,exact_name_pos,Darnell Mooney,249.2,259.3,194.4,exact_name_pos,Darnell Mooney,170.38,419.0,unmatched,,,unmatched,,,,2,209.79,209.79,170.38,249.2,78.82,51.78999999999999,261.0,Sleeper,91.19999999999999
159,34,3,Chris Rodriguez Jr.,RB,JAX,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pknd5uajvpvfd8c744im","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pknd5uajvpvfd8c744im",58.91428571428571,63.627428571428574,,,0.0,0.0,904.0,10.0,0.0,0.0,0.0,0.0,0.0,chris rodriguez,RB,JAX,159,exact_name_pos,Chris Rodriguez,139.9,125.8,142.5,exact_name_pos,Chris Rodriguez Jr.,164.44,188.0,exact_name_pos,Chris Rodriguez Jr.,130.8,name_inside_cbs,C. Rodriguez Jr.  RB  JAC  Chris Rodriguez Jr.  RB  JAC,137.62,140.0,4,143.19,138.76,130.8,164.44,33.639999999999986,-15.810000000000002,29.0,ESPN,5.439999999999998
160,67,5,Cooper Kupp,WR,SEA,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjixprihktsfog6wx9sq","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjixprihktsfog6wx9sq",58.49314713968076,63.17259891085522,,,0.0,0.0,0.0,0.0,107.0,72.0,837.0,2.0,19.3311203137884,cooper kupp,WR,SEA,160,exact_name_pos,Cooper Kupp,198.0,203.7,206.4,exact_name_pos,Cooper Kupp,169.34,325.0,exact_name_pos,Cooper Kupp,120.2,name_inside_cbs,C. Kupp  WR  SEA  Cooper Kupp  WR  SEA,168.74,206.0,4,164.07,169.04000000000002,120.2,198.0,77.8,4.069999999999993,165.0,Sleeper,38.0
161,31,5,Michael Penix Jr.,QB,ATL,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mip4kogkqxwkkya6mvmh","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mip4kogkqxwkkya6mvmh",70.42222222222222,61.971555555555554,,,3964.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,michael penix,QB,ATL,161,exact_name_pos,Michael Penix,227.9,694.7,230.6,exact_name_pos,Michael Penix Jr.,170.1,440.0,unmatched,,,unmatched,,,,2,199.0,199.0,170.1,227.9,57.80000000000001,38.0,279.0,Sleeper,66.9
162,68,5,Mack Hollins,WR,NE,4.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbz7whjzsittudcecezw","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbz7whjzsittudcecezw",57.37805819738347,61.96830285317415,,,0.0,0.0,0.0,0.0,110.0,76.0,949.0,2.0,31.390290986917343,mack hollins,WR,NE,162,exact_name_pos,Mack Hollins,,697.0,,exact_name_pos,Mack Hollins,170.1,421.0,unmatched,,,unmatched,,,,1,170.1,170.1,170.1,170.1,0.0,8.099999999999994,259.0,ESPN,8.099999999999994
163,69,5,Dontayvion Wicks,WR,PHI,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v1lt8kpvkn0qw5elyaoz","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v1lt8kpvkn0qw5elyaoz",57.28380427770455,61.866508619920914,,,0.0,0.0,0.0,0.0,67.0,44.0,508.0,4.0,23.592098311599667,dontayvion wicks,WR,PHI,163,exact_name_pos,Dontayvion Wicks,,202.8,,exact_name_pos,Dontayvion Wicks,170.99,236.0,unmatched,,,unmatched,,,,1,170.99,170.99,170.99,170.99,0.0,7.990000000000009,73.0,ESPN,7.990000000000009
164,70,5,Olamide Zaccheaus,WR,ATL,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zsnzd30ysrewgufbv06y","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zsnzd30ysrewgufbv06y",56.790858211436806,61.33412686835175,,,0.0,0.0,0.0,0.0,109.0,67.0,556.0,3.0,14.935060287953275,olamide zaccheaus,WR,ATL,164,exact_name_pos,Olamide Zaccheaus,,697.7,,unmatched,,,,unmatched,,,unmatched,,,,0,,,,,,,,,
165,30,5,Gunnar Helm,TE,TEN,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hewm6ztgka7xkbl6ybvb","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hewm6ztgka7xkbl6ybvb",63.77103773226829,59.94477546833219,,,0.0,0.0,0.0,0.0,84.0,68.0,530.0,2.0,12.688521994674774,gunnar helm,TE,TEN,165,exact_name_pos,Gunnar Helm,233.1,244.1,152.6,exact_name_pos,Gunnar Helm,170.78,313.0,unmatched,,,unmatched,,,,2,201.94,201.94,170.78,233.1,62.31999999999999,36.94,148.0,Sleeper,68.1
166,71,5,Malik Nabers,WR,NYG,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w3edoyyuomqlovvp9ixc",55.424568590553655,59.85853407779795,,,0.0,0.0,0.0,0.0,32.0,16.0,251.0,2.0,62.81515064507597,malik nabers,WR,NYG,166,exact_name_pos,Malik Nabers,26.0,28.5,30.3,exact_name_pos,Malik Nabers,34.84,33.0,exact_name_pos,Malik Nabers,30.6,name_inside_cbs,M. Nabers  WR  NYG  Knee - ACL: Questionable for Week 1 vs. Dallas  Malik Nabers  WR  NYG  Knee - ACL: Questionable for Week 1 vs. Dallas,31.26,29.0,4,30.675,30.93,26.0,34.84,8.840000000000003,-135.325,-133.0,ESPN,-131.16
167,72,5,Andrei Iosivas,WR,CIN,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhrvbt81iohroyftuyj2","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhrvbt81iohroyftuyj2",55.32277895729307,59.74860127387652,,,0.0,0.0,0.0,0.0,90.0,52.0,697.0,3.0,20.49851017108072,andrei iosivas,WR,CIN,167,exact_name_pos,Andrei Iosivas,,700.9,,exact_name_pos,Andrei Iosivas,170.14,376.0,unmatched,,,unmatched,,,,1,170.14,170.14,170.14,170.14,0.0,3.1399999999999864,209.0,ESPN,3.1399999999999864
168,32,5,Jayden Daniels,QB,WAS,1.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfz8k5onuqjrche9ogqc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfz8k5onuqjrche9ogqc",67.02222222222223,58.97955555555556,,,2524.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jayden daniels,QB,WAS,168,exact_name_pos,Jayden Daniels,66.7,69.9,65.7,exact_name_pos,Jayden Daniels,53.03,56.0,exact_name_pos,Jayden Daniels,55.0,name_inside_cbs,J. Daniels  QB  WAS  Jayden Daniels  QB  WAS,68.97,62.0,4,60.925000000000004,60.85,53.03,68.97,15.939999999999998,-107.07499999999999,-112.0,CBS,-99.03
169,35,3,Rachaad White,RB,WAS,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wtdhs50gcl2p6vngsnre","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wtdhs50gcl2p6vngsnre",53.68571428571428,57.98057142857143,,,0.0,0.0,958.0,8.0,0.0,0.0,0.0,0.0,0.0,rachaad white,RB,WAS,169,exact_name_pos,Rachaad White,133.5,123.1,124.8,exact_name_pos,Rachaad White,125.63,121.0,exact_name_pos,Rachaad White,124.0,name_inside_cbs,R. White  RB  WAS  Hamstring: Questionable for Week 1 at Philadelphia  Rachaad White  RB  WAS  Hamstring: Questionable for Week 1 at Philadelphia,126.14,127.0,4,127.3175,125.88499999999999,124.0,133.5,9.5,-41.682500000000005,-48.0,Sleeper,-35.5
170,73,5,DeMario Douglas,WR,NE,3.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cm9vnzqu5phlmsocjwgc","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cm9vnzqu5phlmsocjwgc",52.56898443116191,56.77450318565487,,,0.0,0.0,0.0,0.0,64.0,39.0,552.0,5.0,20.383383694271103,demario douglas,WR,NE,170,exact_name_pos,DeMario Douglas,,697.0,,exact_name_pos,DeMario Douglas,170.48,333.0,unmatched,,,unmatched,,,,1,170.48,170.48,170.48,170.48,0.0,0.47999999999998977,163.0,ESPN,0.47999999999998977
171,33,5,Marcus Mariota,QB,WAS,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grx6m1fmu1odltjo3y31","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grx6m1fmu1odltjo3y31",63.38888888888889,55.782222222222224,,,3202.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,marcus mariota,QB,WAS,171,exact_name_pos,Marcus Mariota,,507.5,,exact_name_pos,Marcus Mariota,169.99,483.0,unmatched,,,unmatched,,,,1,169.99,169.99,169.99,169.99,0.0,-1.009999999999991,312.0,ESPN,-1.009999999999991
172,31,5,Dawson Knox,TE,BUF,2.0,ACT,False,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k8bi9ppahwfmoxs8ij4w","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k8bi9ppahwfmoxs8ij4w",57.81828583417346,54.34918868412305,,,0.0,0.0,0.0,0.0,66.0,49.0,559.0,4.0,16.00809583753395,dawson knox,TE,BUF,172,exact_name_pos,Dawson Knox,,683.5,,exact_name_pos,Dawson Knox,169.81,459.0,unmatched,,,unmatched,,,,1,169.81,169.81,169.81,169.81,0.0,-2.1899999999999977,287.0,ESPN,-2.1899999999999977
