event_id,sport_key,game_date,home_team,away_team,canonical_event_id,commence_time,bookmaker,bookmaker_title,player,market_key,market,line,over_price,under_price,implied_probability,is_dfs_flat_payout,dfs_normalized,last_update,age_seconds,injury.status,injury.description,injury.date,injury.team
87e824da83d83bcea518867ca5c3d75f,baseball_mlb,2026-09-03,Baltimore Orioles,Boston Red Sox,66ba9a911f77f8e3,2026-09-03T23:15:00+00:00,novig,Novig,Trevor Story,player_home_runs,Home Runs,0.5,641.0,-852.0,13.5,False,False,2026-09-03T18:24:57Z,1456.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00.000Z,draftkings,DraftKings,Jackson Chourio,player_singles,Singles O/U,0.5,-124.0,-111.0,55.4,False,False,2026-09-03T18:40:56Z,497.0,,,,
87e824da83d83bcea518867ca5c3d75f,baseball_mlb,2026-09-03,Baltimore Orioles,Boston Red Sox,66ba9a911f77f8e3,2026-09-03T23:15:00.000Z,sleeper,Sleeper,Pete Alonso,player_bat_walks,Bat Walks,0.5,174.0,-357.0,36.5,True,False,2026-09-03T18:48:39Z,34.0,,,,
87e824da83d83bcea518867ca5c3d75f,baseball_mlb,2026-09-03,Baltimore Orioles,Boston Red Sox,66ba9a911f77f8e3,2026-09-03T23:15:00Z,betmgm,BetMGM,Caleb Durbin to hit 1+ home runs,player_home_runs,Caleb Durbin to hit 1+ home runs,,650.0,,13.3,False,False,2026-09-03T18:37:16Z,717.0,,,,
4531806102eb01c9886a2ceb2b16b0b9,baseball_mlb,2026-09-03,Houston Astros,Chicago White Sox,64c5a4f5c5bcb708,2026-09-03T18:10:00.000Z,fanduel,FanDuel,Munetaka Murakami,player_total_bases_alt,Player Total Bases Milestones 2 Or More,2.0,175.0,,36.4,False,False,2026-09-03T18:37:12Z,721.0,,,,
87e824da83d83bcea518867ca5c3d75f,baseball_mlb,2026-09-03,Baltimore Orioles,Boston Red Sox,66ba9a911f77f8e3,2026-09-03T23:15:00.000Z,hardrock,Hard Rock Bet,Carlos Narvaez,player_home_runs,Home Runs,0.5,800.0,-1500.0,11.1,False,False,2026-09-03T18:42:40Z,393.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00.000Z,fanatics,Fanatics,Christian Yelich,player_home_runs_alt,Player Home Runs Milestones 1 Or More,1.0,800.0,,11.1,False,False,2026-09-03T18:35:57Z,796.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00.000Z,parx,Parx Casino,Michael Busch,player_hits,Hits,0.5,-152.0,110.0,60.3,False,False,2026-09-03T18:23:35Z,1538.0,,,,
18307ff6045b1448e7ad3a1f2d836c6a,baseball_mlb,2026-09-03,Kansas City Royals,Miami Marlins,ceb43f6040c73c1d,2026-09-03T23:40:00Z,bovada,Bovada,Joe Mack (MIA),player_total_bases,To Record 4+ Total Bases,,450.0,,18.2,False,False,2026-09-03T18:48:46Z,27.0,,,,
f64033ef76653cc57533ab4c515fa24b,baseball_mlb,2026-09-04,Texas Rangers,Tampa Bay Rays,dd5006076227aa2a,2026-09-04T00:05:00Z,pinnacle,Pinnacle,Cal Quantrill,player_outs,Outs,15.5,-122.0,-109.0,55.0,False,False,2026-09-03T18:30:38Z,1115.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00.000Z,bet365,bet365,Jackson Chourio,player_hits_alt,Player Hits Milestones 2 Or More,2.0,210.0,,32.3,False,False,2026-09-03T18:47:51Z,82.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00.000Z,caesars,Caesars,Ian Happ,player_total_bases,Total Bases,0.5,-137.0,104.0,57.8,False,False,2026-09-03T18:11:25Z,2268.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00.000Z,fliff,Fliff,Cooper Pratt,player_walks,Batter Walks,0.5,250.0,-475.0,28.6,False,False,2026-09-03T18:21:04Z,1689.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00Z,prophetx,ProphetX,David Hamilton,player_home_runs,David Hamilton Total Home Runs,0.5,1150.0,-2600.0,8.0,False,False,2026-09-03T18:16:53Z,1940.0,,,,
87e824da83d83bcea518867ca5c3d75f,baseball_mlb,2026-09-03,Baltimore Orioles,Boston Red Sox,66ba9a911f77f8e3,2026-09-03T23:15Z,betr,Betr,Jackson Holliday,player_hitter_strikeouts,Strikeouts,0.5,100.0,-100.0,50.0,True,True,2026-09-03T18:43:06Z,367.0,,,,
87e824da83d83bcea518867ca5c3d75f,baseball_mlb,2026-09-03,Baltimore Orioles,Boston Red Sox,66ba9a911f77f8e3,2026-09-03T23:15:00+00:00,novig,Novig,Trevor Story,player_rbis,Rbis,0.5,223.0,,31.0,False,False,2026-09-03T18:41:09Z,484.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00.000Z,draftkings,DraftKings,Jackson Chourio,player_total_bases_milestones,Total Bases Milestones,2.0,-102.0,,50.5,False,False,2026-09-03T18:40:56Z,497.0,,,,
87e824da83d83bcea518867ca5c3d75f,baseball_mlb,2026-09-03,Baltimore Orioles,Boston Red Sox,66ba9a911f77f8e3,2026-09-03T23:15:00.000Z,sleeper,Sleeper,Pete Alonso,player_hits,Hits,0.5,-278.0,149.0,73.5,True,False,2026-09-03T18:48:39Z,34.0,,,,
87e824da83d83bcea518867ca5c3d75f,baseball_mlb,2026-09-03,Baltimore Orioles,Boston Red Sox,66ba9a911f77f8e3,2026-09-03T23:15:00Z,betmgm,BetMGM,Caleb Durbin to hit 2+ home runs,player_home_runs,Caleb Durbin to hit 2+ home runs,,5000.0,,2.0,False,False,2026-09-03T18:37:16Z,717.0,,,,
4531806102eb01c9886a2ceb2b16b0b9,baseball_mlb,2026-09-03,Houston Astros,Chicago White Sox,64c5a4f5c5bcb708,2026-09-03T18:10:00.000Z,fanduel,FanDuel,Munetaka Murakami,player_total_bases_alt,Player Total Bases Milestones 3 Or More,3.0,300.0,,25.0,False,False,2026-09-03T18:37:12Z,721.0,,,,
87e824da83d83bcea518867ca5c3d75f,baseball_mlb,2026-09-03,Baltimore Orioles,Boston Red Sox,66ba9a911f77f8e3,2026-09-03T23:15:00.000Z,hardrock,Hard Rock Bet,Carlos Narvaez,player_runs,Runs Scored,0.5,190.0,-260.0,34.5,False,False,2026-09-03T18:41:40Z,453.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00.000Z,fanatics,Fanatics,Christian Yelich,player_rbis,Rbis,0.5,165.0,-240.0,37.7,False,False,2026-09-03T18:33:13Z,960.0,,,,
919bdbd90145290fd9a5266e0fed035b,baseball_mlb,2026-09-03,Chicago Cubs,Milwaukee Brewers,a00db2afa47ee075,2026-09-03T23:15:00.000Z,parx,Parx Casino,Michael Busch,player_rbis,Rbis,0.5,165.0,-235.0,37.7,False,False,2026-09-03T18:23:35Z,1538.0,,,,
18307ff6045b1448e7ad3a1f2d836c6a,baseball_mlb,2026-09-03,Kansas City Royals,Miami Marlins,ceb43f6040c73c1d,2026-09-03T23:40:00Z,bovada,Bovada,Josh Rojas (KC),player_total_bases,To Record 4+ Total Bases,,650.0,,13.3,False,False,2026-09-03T18:48:46Z,27.0,,,,
f64033ef76653cc57533ab4c515fa24b,baseball_mlb,2026-09-04,Texas Rangers,Tampa Bay Rays,dd5006076227aa2a,2026-09-04T00:05:00Z,pinnacle,Pinnacle,Cal Quantrill,player_strikeouts,Strikeouts,3.5,109.0,-144.0,47.8,False,False,2026-09-03T18:30:38Z,1115.0,,,,
